"","Method","Model","Intercept","Slope","J0","JA","N","Correlation","Power","FWERS","CorMat_Error","No_simulations"
"612","bonf","bglm",0.1,0.125,"2","8",400,0.9,0.8776,0.0067,0,10000
"613","bonf","bglm",0.1,0.15,"2","8",400,0,1,0.0066,0,10000
"614","bonf","bglm",0.1,0.15,"2","8",400,0.5,0.999,0.0089,0,10000
"615","bonf","bglm",0.1,0.15,"2","8",400,0.9,0.979,0.0066,0,10000
"616","bonf","bglm",0.1,0.175,"2","8",400,0,1,0.0067,0,10000
"617","bonf","bglm",0.1,0.175,"2","8",400,0.5,1,0.0071,0,10000
"618","bonf","bglm",0.1,0.175,"2","8",400,0.9,0.9986,0.0055,0,10000
"619","bonf","bglm",0.1,0.2,"2","8",400,0,1,0.0088,0,10000
"620","bonf","bglm",0.1,0.2,"2","8",400,0.5,1,0.0074,0,10000
"621","bonf","bglm",0.1,0.2,"2","8",400,0.9,1,0.0055,0,10000
"622","bonf","bglm",0.1,0.001,"8","2",400,0,0.0089,0.0321,0,10000
"623","bonf","bglm",0.1,0.001,"8","2",400,0.5,0.0072,0.022,0,10000
"624","bonf","bglm",0.1,0.001,"8","2",400,0.9,0.0054,0.0102,0,10000
"625","bonf","bglm",0.1,0.025,"8","2",400,0,0.0242,0.0287,0,10000
"626","bonf","bglm",0.1,0.025,"8","2",400,0.5,0.0251,0.0231,0,10000
"627","bonf","bglm",0.1,0.025,"8","2",400,0.9,0.0188,0.0114,0,10000
"628","bonf","bglm",0.1,0.05,"8","2",400,0,0.1107,0.0311,0,10000
"629","bonf","bglm",0.1,0.05,"8","2",400,0.5,0.0958,0.0235,0,10000
"630","bonf","bglm",0.1,0.05,"8","2",400,0.9,0.0794,0.0108,0,10000
"631","bonf","bglm",0.1,0.075,"8","2",400,0,0.3312,0.03,0,10000
"632","bonf","bglm",0.1,0.075,"8","2",400,0.5,0.2967,0.0247,0,10000
"633","bonf","bglm",0.1,0.075,"8","2",400,0.9,0.2323,0.0113,0,10000
"634","bonf","bglm",0.1,0.1,"8","2",400,0,0.6901,0.0266,0,10000
"635","bonf","bglm",0.1,0.1,"8","2",400,0.5,0.6119,0.0212,0,10000
"636","bonf","bglm",0.1,0.1,"8","2",400,0.9,0.5186,0.0087,0,10000
"637","bonf","bglm",0.1,0.125,"8","2",400,0,0.938,0.03,0,10000
"638","bonf","bglm",0.1,0.125,"8","2",400,0.5,0.8795,0.0251,0,10000
"639","bonf","bglm",0.1,0.125,"8","2",400,0.9,0.805,0.0102,0,10000
"640","bonf","bglm",0.1,0.15,"8","2",400,0,0.9966,0.0291,0,10000
"641","bonf","bglm",0.1,0.15,"8","2",400,0.5,0.9838,0.0237,0,10000
"642","bonf","bglm",0.1,0.15,"8","2",400,0.9,0.9633,0.0114,0,10000
"643","bonf","bglm",0.1,0.175,"8","2",400,0,1,0.0299,0,10000
"644","bonf","bglm",0.1,0.175,"8","2",400,0.5,0.999,0.0246,0,10000
"645","bonf","bglm",0.1,0.175,"8","2",400,0.9,0.9972,0.0099,0,10000
"646","bonf","bglm",0.1,0.2,"8","2",400,0,1,0.0296,0,10000
"647","bonf","bglm",0.1,0.2,"8","2",400,0.5,1,0.0236,0,10000
"648","bonf","bglm",0.1,0.2,"8","2",400,0.9,0.9998,0.0117,0,10000
"649","mmm","bglm",0.1,0.001,"2","8",100,0,0.0099,0.0022,NA,10000
"650","mmm","bglm",0.1,0.001,"2","8",100,0.5,0.0093,0.0035,NA,10000
"651","mmm","bglm",0.1,0.001,"2","8",100,0.9,0.0093,0.0059,NA,10000
"652","mmm","bglm",0.1,0.025,"2","8",100,0,0.0223,0.0017,NA,10000
"653","mmm","bglm",0.1,0.025,"2","8",100,0.5,0.0219,0.0034,NA,10000
"654","mmm","bglm",0.1,0.025,"2","8",100,0.9,0.0212,0.0069,NA,10000
"655","mmm","bglm",0.1,0.05,"2","8",100,0,0.0557,0.0021,NA,10000
"656","mmm","bglm",0.1,0.05,"2","8",100,0.5,0.0579,0.0021,NA,10000
"657","mmm","bglm",0.1,0.05,"2","8",100,0.9,0.0475,0.0046,NA,10000
"658","mmm","bglm",0.1,0.075,"2","8",100,0,0.1569,0.0017,NA,10000
"659","mmm","bglm",0.1,0.075,"2","8",100,0.5,0.1215,0.0038,NA,10000
"660","mmm","bglm",0.1,0.075,"2","8",100,0.9,0.096,0.0057,NA,10000
"661","mmm","bglm",0.1,0.1,"2","8",100,0,0.3487,0.0029,NA,10000
"662","mmm","bglm",0.1,0.1,"2","8",100,0.5,0.2516,0.0023,NA,10000
"663","mmm","bglm",0.1,0.1,"2","8",100,0.9,0.1818,0.0059,NA,10000
"664","mmm","bglm",0.1,0.125,"2","8",100,0,0.6346,0.0025,NA,10000
"665","mmm","bglm",0.1,0.125,"2","8",100,0.5,0.4272,0.0034,NA,10000
"666","mmm","bglm",0.1,0.125,"2","8",100,0.9,0.3308,0.0052,NA,10000
"667","mmm","bglm",0.1,0.15,"2","8",100,0,0.8727,0.0023,NA,10000
"668","mmm","bglm",0.1,0.15,"2","8",100,0.5,0.6301,0.0023,NA,10000
"669","mmm","bglm",0.1,0.15,"2","8",100,0.9,0.4996,0.0062,NA,10000
"670","mmm","bglm",0.1,0.175,"2","8",100,0,0.9796,0.0025,NA,10000
"671","mmm","bglm",0.1,0.175,"2","8",100,0.5,0.8112,0.0015,NA,10000
"672","mmm","bglm",0.1,0.175,"2","8",100,0.9,0.6833,0.0053,NA,10000
"673","mmm","bglm",0.1,0.2,"2","8",100,0,0.9991,0.0018,NA,10000
"674","mmm","bglm",0.1,0.2,"2","8",100,0.5,0.926,0.0033,NA,10000
"675","mmm","bglm",0.1,0.2,"2","8",100,0.9,0.8337,0.0056,NA,10000
"676","mmm","bglm",0.1,0.001,"8","2",100,0,0.0018,0.0083,NA,10000
"677","mmm","bglm",0.1,0.001,"8","2",100,0.5,0.0033,0.0083,NA,10000
"678","mmm","bglm",0.1,0.001,"8","2",100,0.9,0.0073,0.0125,NA,10000
"679","mmm","bglm",0.1,0.025,"8","2",100,0,0.006,0.0094,NA,10000
"680","mmm","bglm",0.1,0.025,"8","2",100,0.5,0.0046,0.0076,NA,10000
"681","mmm","bglm",0.1,0.025,"8","2",100,0.9,0.0133,0.0123,NA,10000
"682","mmm","bglm",0.1,0.05,"8","2",100,0,0.0155,0.0091,NA,10000
"683","mmm","bglm",0.1,0.05,"8","2",100,0.5,0.0189,0.0066,NA,10000
"684","mmm","bglm",0.1,0.05,"8","2",100,0.9,0.0306,0.011,NA,10000
"685","mmm","bglm",0.1,0.075,"8","2",100,0,0.0432,0.0073,NA,10000
"686","mmm","bglm",0.1,0.075,"8","2",100,0.5,0.0448,0.0093,NA,10000
"687","mmm","bglm",0.1,0.075,"8","2",100,0.9,0.0635,0.0097,NA,10000
"688","mmm","bglm",0.1,0.1,"8","2",100,0,0.103,0.0079,NA,10000
"689","mmm","bglm",0.1,0.1,"8","2",100,0.5,0.1052,0.0085,NA,10000
"690","mmm","bglm",0.1,0.1,"8","2",100,0.9,0.1366,0.0115,NA,10000
"691","mmm","bglm",0.1,0.125,"8","2",100,0,0.2171,0.0077,NA,10000
"692","mmm","bglm",0.1,0.125,"8","2",100,0.5,0.2128,0.0099,NA,10000
"693","mmm","bglm",0.1,0.125,"8","2",100,0.9,0.2481,0.0114,NA,10000
"694","mmm","bglm",0.1,0.15,"8","2",100,0,0.4051,0.008,NA,10000
"695","mmm","bglm",0.1,0.15,"8","2",100,0.5,0.375,0.0087,NA,10000
"696","mmm","bglm",0.1,0.15,"8","2",100,0.9,0.4107,0.0123,NA,10000
"697","mmm","bglm",0.1,0.175,"8","2",100,0,0.6236,0.0074,NA,10000
"698","mmm","bglm",0.1,0.175,"8","2",100,0.5,0.5657,0.0084,NA,10000
"699","mmm","bglm",0.1,0.175,"8","2",100,0.9,0.5888,0.0122,NA,10000
"700","mmm","bglm",0.1,0.2,"8","2",100,0,0.8257,0.0081,NA,10000
"701","mmm","bglm",0.1,0.2,"8","2",100,0.5,0.761,0.0094,NA,10000
"702","mmm","bglm",0.1,0.2,"8","2",100,0.9,0.7681,0.0097,NA,10000
"703","mmm","bglm",0.1,0.001,"2","8",200,0,0.0203,0.0045,NA,10000
"704","mmm","bglm",0.1,0.001,"2","8",200,0.5,0.0192,0.006,NA,10000
"705","mmm","bglm",0.1,0.001,"2","8",200,0.9,0.0206,0.0086,NA,10000
"706","mmm","bglm",0.1,0.025,"2","8",200,0,0.0482,0.0046,NA,10000
"707","mmm","bglm",0.1,0.025,"2","8",200,0.5,0.0442,0.0059,NA,10000
"708","mmm","bglm",0.1,0.025,"2","8",200,0.9,0.0417,0.0107,NA,10000
"709","mmm","bglm",0.1,0.05,"2","8",200,0,0.1582,0.0053,NA,10000
"710","mmm","bglm",0.1,0.05,"2","8",200,0.5,0.1293,0.0052,NA,10000
"711","mmm","bglm",0.1,0.05,"2","8",200,0.9,0.0932,0.0112,NA,10000
"712","mmm","bglm",0.1,0.075,"2","8",200,0,0.4141,0.0052,NA,10000
"713","mmm","bglm",0.1,0.075,"2","8",200,0.5,0.3032,0.0057,NA,10000
"714","mmm","bglm",0.1,0.075,"2","8",200,0.9,0.2132,0.0117,NA,10000
"715","mmm","bglm",0.1,0.1,"2","8",200,0,0.7633,0.0047,NA,10000
"716","mmm","bglm",0.1,0.1,"2","8",200,0.5,0.5632,0.0048,NA,10000
"717","mmm","bglm",0.1,0.1,"2","8",200,0.9,0.4078,0.0094,NA,10000
"718","mmm","bglm",0.1,0.125,"2","8",200,0,0.9682,0.005,NA,10000
"719","mmm","bglm",0.1,0.125,"2","8",200,0.5,0.7956,0.0071,NA,10000
"720","mmm","bglm",0.1,0.125,"2","8",200,0.9,0.6553,0.0095,NA,10000
"721","mmm","bglm",0.1,0.15,"2","8",200,0,0.999,0.0049,NA,10000
"722","mmm","bglm",0.1,0.15,"2","8",200,0.5,0.9487,0.0063,NA,10000
"723","mmm","bglm",0.1,0.15,"2","8",200,0.9,0.8445,0.0122,NA,10000
"724","mmm","bglm",0.1,0.175,"2","8",200,0,1,0.0041,NA,10000
"725","mmm","bglm",0.1,0.175,"2","8",200,0.5,0.99,0.0056,NA,10000
"726","mmm","bglm",0.1,0.175,"2","8",200,0.9,0.9552,0.011,NA,10000
"727","mmm","bglm",0.1,0.2,"2","8",200,0,1,0.0047,NA,10000
"728","mmm","bglm",0.1,0.2,"2","8",200,0.5,0.9997,0.0054,NA,10000
"729","mmm","bglm",0.1,0.2,"2","8",200,0.9,0.9904,0.0102,NA,10000
"730","mmm","bglm",0.1,0.001,"8","2",200,0,0.0047,0.0202,NA,10000
"731","mmm","bglm",0.1,0.001,"8","2",200,0.5,0.0054,0.0201,NA,10000
"732","mmm","bglm",0.1,0.001,"8","2",200,0.9,0.0107,0.0194,NA,10000
"733","mmm","bglm",0.1,0.025,"8","2",200,0,0.0139,0.0194,NA,10000
"734","mmm","bglm",0.1,0.025,"8","2",200,0.5,0.0153,0.0188,NA,10000
"735","mmm","bglm",0.1,0.025,"8","2",200,0.9,0.0216,0.0212,NA,10000
"736","mmm","bglm",0.1,0.05,"8","2",200,0,0.0437,0.017,NA,10000
"737","mmm","bglm",0.1,0.05,"8","2",200,0.5,0.0454,0.0188,NA,10000
"738","mmm","bglm",0.1,0.05,"8","2",200,0.9,0.0585,0.0197,NA,10000
"739","mmm","bglm",0.1,0.075,"8","2",200,0,0.1251,0.0172,NA,10000
"740","mmm","bglm",0.1,0.075,"8","2",200,0.5,0.1343,0.0182,NA,10000
"741","mmm","bglm",0.1,0.075,"8","2",200,0.9,0.1508,0.0199,NA,10000
"742","mmm","bglm",0.1,0.1,"8","2",200,0,0.2981,0.0181,NA,10000
"743","mmm","bglm",0.1,0.1,"8","2",200,0.5,0.3069,0.0186,NA,10000
"744","mmm","bglm",0.1,0.1,"8","2",200,0.9,0.3187,0.0204,NA,10000
"745","mmm","bglm",0.1,0.125,"8","2",200,0,0.5812,0.0164,NA,10000
"746","mmm","bglm",0.1,0.125,"8","2",200,0.5,0.55,0.0204,NA,10000
"747","mmm","bglm",0.1,0.125,"8","2",200,0.9,0.5445,0.0214,NA,10000
"748","mmm","bglm",0.1,0.15,"8","2",200,0,0.8289,0.0176,NA,10000
"749","mmm","bglm",0.1,0.15,"8","2",200,0.5,0.7898,0.0216,NA,10000
"750","mmm","bglm",0.1,0.15,"8","2",200,0.9,0.7639,0.0193,NA,10000
"751","mmm","bglm",0.1,0.175,"8","2",200,0,0.9609,0.0156,NA,10000
"752","mmm","bglm",0.1,0.175,"8","2",200,0.5,0.9317,0.0201,NA,10000
"753","mmm","bglm",0.1,0.175,"8","2",200,0.9,0.9184,0.0173,NA,10000
"754","mmm","bglm",0.1,0.2,"8","2",200,0,0.9968,0.0193,NA,10000
"755","mmm","bglm",0.1,0.2,"8","2",200,0.5,0.9874,0.0212,NA,10000
"756","mmm","bglm",0.1,0.2,"8","2",200,0.9,0.98,0.0195,NA,10000
"757","mmm","bglm",0.1,0.001,"2","8",400,0,0.0282,0.0083,NA,10000
"758","mmm","bglm",0.1,0.001,"2","8",400,0.5,0.028,0.0075,NA,10000
"759","mmm","bglm",0.1,0.001,"2","8",400,0.9,0.0237,0.0134,NA,10000
"760","mmm","bglm",0.1,0.025,"2","8",400,0,0.1023,0.007,NA,10000
"761","mmm","bglm",0.1,0.025,"2","8",400,0.5,0.0707,0.0075,NA,10000
"762","mmm","bglm",0.1,0.025,"2","8",400,0.9,0.061,0.0128,NA,10000
"763","mmm","bglm",0.1,0.05,"2","8",400,0,0.3715,0.0081,NA,10000
"764","mmm","bglm",0.1,0.05,"2","8",400,0.5,0.2479,0.0079,NA,10000
"765","mmm","bglm",0.1,0.05,"2","8",400,0.9,0.1847,0.0123,NA,10000
"766","mmm","bglm",0.1,0.075,"2","8",400,0,0.8134,0.0069,NA,10000
"767","mmm","bglm",0.1,0.075,"2","8",400,0.5,0.5795,0.0095,NA,10000
"768","mmm","bglm",0.1,0.075,"2","8",400,0.9,0.4443,0.0148,NA,10000
"769","mmm","bglm",0.1,0.1,"2","8",400,0,0.992,0.0061,NA,10000
"770","mmm","bglm",0.1,0.1,"2","8",400,0.5,0.8667,0.0073,NA,10000
"771","mmm","bglm",0.1,0.1,"2","8",400,0.9,0.7386,0.0145,NA,10000
"772","mmm","bglm",0.1,0.125,"2","8",400,0,1,0.0052,NA,10000
"773","mmm","bglm",0.1,0.125,"2","8",400,0.5,0.9859,0.007,NA,10000
"774","mmm","bglm",0.1,0.125,"2","8",400,0.9,0.9286,0.0131,NA,10000
"775","mmm","bglm",0.1,0.15,"2","8",400,0,1,0.0075,NA,10000
"776","mmm","bglm",0.1,0.15,"2","8",400,0.5,0.9995,0.0083,NA,10000
"777","mmm","bglm",0.1,0.15,"2","8",400,0.9,0.9899,0.0139,NA,10000
"778","mmm","bglm",0.1,0.175,"2","8",400,0,1,0.0055,NA,10000
"779","mmm","bglm",0.1,0.175,"2","8",400,0.5,1,0.0092,NA,10000
"780","mmm","bglm",0.1,0.175,"2","8",400,0.9,0.9994,0.0123,NA,10000
"781","mmm","bglm",0.1,0.2,"2","8",400,0,1,0.0063,NA,10000
"782","mmm","bglm",0.1,0.2,"2","8",400,0.5,1,0.0079,NA,10000
"783","mmm","bglm",0.1,0.2,"2","8",400,0.9,1,0.0116,NA,10000
"784","mmm","bglm",0.1,0.001,"8","2",400,0,0.0062,0.028,NA,10000
"785","mmm","bglm",0.1,0.001,"8","2",400,0.5,0.0085,0.025,NA,10000
"786","mmm","bglm",0.1,0.001,"8","2",400,0.9,0.0151,0.0272,NA,10000
"787","mmm","bglm",0.1,0.025,"8","2",400,0,0.0272,0.0289,NA,10000
"788","mmm","bglm",0.1,0.025,"8","2",400,0.5,0.0242,0.0258,NA,10000
"789","mmm","bglm",0.1,0.025,"8","2",400,0.9,0.0399,0.0251,NA,10000
"790","mmm","bglm",0.1,0.05,"8","2",400,0,0.1105,0.0287,NA,10000
"791","mmm","bglm",0.1,0.05,"8","2",400,0.5,0.1081,0.0242,NA,10000
"792","mmm","bglm",0.1,0.05,"8","2",400,0.9,0.1312,0.0265,NA,10000
"793","mmm","bglm",0.1,0.075,"8","2",400,0,0.3342,0.0291,NA,10000
"794","mmm","bglm",0.1,0.075,"8","2",400,0.5,0.3221,0.0255,NA,10000
"795","mmm","bglm",0.1,0.075,"8","2",400,0.9,0.3316,0.0249,NA,10000
"796","mmm","bglm",0.1,0.1,"8","2",400,0,0.7005,0.0305,NA,10000
"797","mmm","bglm",0.1,0.1,"8","2",400,0.5,0.6402,0.0247,NA,10000
"798","mmm","bglm",0.1,0.1,"8","2",400,0.9,0.6356,0.0227,NA,10000
"799","mmm","bglm",0.1,0.125,"8","2",400,0,0.9399,0.0279,NA,10000
"800","mmm","bglm",0.1,0.125,"8","2",400,0.5,0.901,0.0278,NA,10000
"801","mmm","bglm",0.1,0.125,"8","2",400,0.9,0.8835,0.0261,NA,10000
"802","mmm","bglm",0.1,0.15,"8","2",400,0,0.9967,0.0289,NA,10000
"803","mmm","bglm",0.1,0.15,"8","2",400,0.5,0.9875,0.0275,NA,10000
"804","mmm","bglm",0.1,0.15,"8","2",400,0.9,0.9788,0.0231,NA,10000
"805","mmm","bglm",0.1,0.175,"8","2",400,0,1,0.0279,NA,10000
"806","mmm","bglm",0.1,0.175,"8","2",400,0.5,0.9996,0.0291,NA,10000
"807","mmm","bglm",0.1,0.175,"8","2",400,0.9,0.9985,0.0254,NA,10000
"808","mmm","bglm",0.1,0.2,"8","2",400,0,1,0.0283,NA,10000
"809","mmm","bglm",0.1,0.2,"8","2",400,0.5,1,0.0256,NA,10000
"810","mmm","bglm",0.1,0.2,"8","2",400,0.9,0.9999,0.0269,NA,10000
"811","bt","bglm",0.1,0.001,"2","8",100,0,0.0434647945488334,0.0117695643196366,NA,9686
"812","bt","bglm",0.1,0.001,"2","8",100,0.5,0.0453231468098286,0.0123890150733017,NA,9686
"813","bt","bglm",0.1,0.001,"2","8",100,0.9,0.0365475944662399,0.0204418748709478,NA,9686
"814","bt","bglm",0.1,0.025,"2","8",100,0,0.0852777204212265,0.0117695643196366,NA,9686
"815","bt","bglm",0.1,0.025,"2","8",100,0.5,0.0678298575263267,0.0116663225273591,NA,9686
"816","bt","bglm",0.1,0.025,"2","8",100,0.9,0.0557505678298575,0.0200289077018377,NA,9686
"817","bt","bglm",0.1,0.05,"2","8",100,0,0.18191203799298,0.0106339046045839,NA,9686
"818","bt","bglm",0.1,0.05,"2","8",100,0.5,0.130497625438778,0.011046871773694,NA,9686
"819","bt","bglm",0.1,0.05,"2","8",100,0.9,0.101073714639686,0.0201321494941152,NA,9686
"820","bt","bglm",0.1,0.075,"2","8",100,0,0.33594879207103,0.00640099112120586,NA,9686
"821","bt","bglm",0.1,0.075,"2","8",100,0.5,0.24292793722899,0.0100144538509189,NA,9686
"822","bt","bglm",0.1,0.075,"2","8",100,0.9,0.173755936403056,0.0177575882717324,NA,9686
"823","bt","bglm",0.1,0.1,"2","8",100,0,0.588994424943217,0.00722692545942598,NA,9686
"824","bt","bglm",0.1,0.1,"2","8",100,0.5,0.399236010737146,0.00898203592814371,NA,9686
"825","bt","bglm",0.1,0.1,"2","8",100,0.9,0.288457567623374,0.0185835226099525,NA,9686
"826","bt","bglm",0.1,0.125,"2","8",100,0,0.83264505471815,0.00691720008259343,NA,9686
"827","bt","bglm",0.1,0.125,"2","8",100,0.5,0.603551517654346,0.0103241792277514,NA,9686
"828","bt","bglm",0.1,0.125,"2","8",100,0.9,0.450443939706793,0.0137311583729094,NA,9686
"829","bt","bglm",0.1,0.15,"2","8",100,0,0.96221350402643,0.00794961800536857,NA,9686
"830","bt","bglm",0.1,0.15,"2","8",100,0.5,0.780404707825728,0.00722692545942598,NA,9686
"831","bt","bglm",0.1,0.15,"2","8",100,0.9,0.614804873012595,0.0151765434647945,NA,9686
"832","bt","bglm",0.1,0.175,"2","8",100,0,0.996180053685732,0.00702044187487095,NA,9686
"833","bt","bglm",0.1,0.175,"2","8",100,0.5,0.903675407805079,0.00660747470576089,NA,9686
"834","bt","bglm",0.1,0.175,"2","8",100,0.9,0.782572785463556,0.014453850918852,NA,9686
"835","bt","bglm",0.1,0.2,"2","8",100,0,0.999793516415445,0.00557505678298575,NA,9686
"836","bt","bglm",0.1,0.2,"2","8",100,0.5,0.972434441461904,0.00805285979764609,NA,9686
"837","bt","bglm",0.1,0.2,"2","8",100,0.9,0.902126780920917,0.0120792896964691,NA,9686
"838","bt","bglm",0.1,0.001,"8","2",100,0,0.0120792896964691,0.0428453437951683,NA,9686
"839","bt","bglm",0.1,0.001,"8","2",100,0.5,0.0145570927111295,0.040986991534173,NA,9686
"840","bt","bglm",0.1,0.001,"8","2",100,0.9,0.0236423704315507,0.0378897377658476,NA,9686
"841","bt","bglm",0.1,0.025,"8","2",100,0,0.0227131943010531,0.0383027049349577,NA,9686
"842","bt","bglm",0.1,0.025,"8","2",100,0.5,0.0237456122238282,0.0448069378484411,NA,9686
"843","bt","bglm",0.1,0.025,"8","2",100,0.9,0.033553582490192,0.0348957257897997,NA,9686
"844","bt","bglm",0.1,0.05,"8","2",100,0,0.0487301259549866,0.0417096840801156,NA,9686
"845","bt","bglm",0.1,0.05,"8","2",100,0.5,0.0533760066074747,0.0402642989882304,NA,9686
"846","bt","bglm",0.1,0.05,"8","2",100,0.9,0.0612223828205658,0.0358249019202973,NA,9686
"847","bt","bglm",0.1,0.075,"8","2",100,0,0.11377245508982,0.0404707825727855,NA,9686
"848","bt","bglm",0.1,0.075,"8","2",100,0.5,0.112327069997935,0.03737352880446,NA,9686
"849","bt","bglm",0.1,0.075,"8","2",100,0.9,0.122238282056576,0.0341730332438571,NA,9686
"850","bt","bglm",0.1,0.1,"8","2",100,0,0.219595292174272,0.0379929795581251,NA,9686
"851","bt","bglm",0.1,0.1,"8","2",100,0.5,0.220627710097047,0.0400578154036754,NA,9686
"852","bt","bglm",0.1,0.1,"8","2",100,0.9,0.230745405740244,0.0315919884369193,NA,9686
"853","bt","bglm",0.1,0.125,"8","2",100,0,0.400887879413587,0.0380962213504026,NA,9686
"854","bt","bglm",0.1,0.125,"8","2",100,0.5,0.369502374561222,0.0380962213504026,NA,9686
"855","bt","bglm",0.1,0.125,"8","2",100,0.9,0.362068965517241,0.0294239107990915,NA,9686
"856","bt","bglm",0.1,0.15,"8","2",100,0,0.605513111707619,0.0377864959735701,NA,9686
"857","bt","bglm",0.1,0.15,"8","2",100,0.5,0.555337600660747,0.0337600660747471,NA,9686
"858","bt","bglm",0.1,0.15,"8","2",100,0.9,0.548523642370431,0.0272558331612637,NA,9686
"859","bt","bglm",0.1,0.175,"8","2",100,0,0.801362791658063,0.0376832541812926,NA,9686
"860","bt","bglm",0.1,0.175,"8","2",100,0.5,0.739727441668387,0.0358249019202973,NA,9686
"861","bt","bglm",0.1,0.175,"8","2",100,0.9,0.718666116043775,0.0258104480693785,NA,9686
"862","bt","bglm",0.1,0.2,"8","2",100,0,0.921329754284534,0.0349989675820772,NA,9686
"863","bt","bglm",0.1,0.2,"8","2",100,0.5,0.875903365682428,0.037167045219905,NA,9686
"864","bt","bglm",0.1,0.2,"8","2",100,0.9,0.856080941565146,0.0303530869295891,NA,9686
"865","bt","bglm",0.1,0.001,"2","8",200,0,0.0378897377658476,0.0106339046045839,NA,9686
"866","bt","bglm",0.1,0.001,"2","8",200,0.5,0.0415032004955606,0.0117695643196366,NA,9686
"867","bt","bglm",0.1,0.001,"2","8",200,0.9,0.0406772661573405,0.01827379723312,NA,9686
"868","bt","bglm",0.1,0.025,"2","8",200,0,0.0944662399339253,0.00908527772042123,NA,9686
"869","bt","bglm",0.1,0.025,"2","8",200,0.5,0.0788767293000207,0.0121825314887466,NA,9686
"870","bt","bglm",0.1,0.025,"2","8",200,0.9,0.0602932066900681,0.0175511046871774,NA,9686
"871","bt","bglm",0.1,0.05,"2","8",200,0,0.266157340491431,0.00949824488953128,NA,9686
"872","bt","bglm",0.1,0.05,"2","8",200,0.5,0.186970885814578,0.0121825314887466,NA,9686
"873","bt","bglm",0.1,0.05,"2","8",200,0.9,0.134214329960768,0.0142473673342969,NA,9686
"874","bt","bglm",0.1,0.075,"2","8",200,0,0.565971505265331,0.0088787941358662,NA,9686
"875","bt","bglm",0.1,0.075,"2","8",200,0.5,0.391905843485443,0.00970472847408631,NA,9686
"876","bt","bglm",0.1,0.075,"2","8",200,0.9,0.282882510840388,0.0158992360107371,NA,9686
"877","bt","bglm",0.1,0.1,"2","8",200,0,0.875283914928763,0.00939500309725377,NA,9686
"878","bt","bglm",0.1,0.1,"2","8",200,0.5,0.65032004955606,0.0116663225273591,NA,9686
"879","bt","bglm",0.1,0.1,"2","8",200,0.9,0.488643402849473,0.0177575882717324,NA,9686
"880","bt","bglm",0.1,0.125,"2","8",200,0,0.990604996902746,0.00918851951269874,NA,9686
"881","bt","bglm",0.1,0.125,"2","8",200,0.5,0.857423084864753,0.011046871773694,NA,9686
"882","bt","bglm",0.1,0.125,"2","8",200,0.9,0.715981829444559,0.0161057195952922,NA,9686
"883","bt","bglm",0.1,0.15,"2","8",200,0,1,0.00774313442081355,NA,9686
"884","bt","bglm",0.1,0.15,"2","8",200,0.5,0.96634317571753,0.0100144538509189,NA,9686
"885","bt","bglm",0.1,0.15,"2","8",200,0.9,0.888189138963452,0.0163122031798472,NA,9686
"886","bt","bglm",0.1,0.175,"2","8",200,0,1,0.0088787941358662,NA,9686
"887","bt","bglm",0.1,0.175,"2","8",200,0.5,0.994011976047904,0.00949824488953128,NA,9686
"888","bt","bglm",0.1,0.175,"2","8",200,0.9,0.967788560809416,0.0135246747883543,NA,9686
"889","bt","bglm",0.1,0.2,"2","8",200,0,1,0.00640099112120586,NA,9686
"890","bt","bglm",0.1,0.2,"2","8",200,0.5,0.99958703283089,0.0102209374354739,NA,9686
"891","bt","bglm",0.1,0.2,"2","8",200,0.9,0.994528185009292,0.0174478628948999,NA,9686
"892","bt","bglm",0.1,0.001,"8","2",200,0,0.00980797026636382,0.0398513318191204,NA,9686
"893","bt","bglm",0.1,0.001,"8","2",200,0.5,0.0147635762956845,0.0391286392731778,NA,9686
"894","bt","bglm",0.1,0.001,"8","2",200,0.9,0.0199256659095602,0.0343795168284121,NA,9686
"895","bt","bglm",0.1,0.025,"8","2",200,0,0.0245715465620483,0.044600454263886,NA,9686
"896","bt","bglm",0.1,0.025,"8","2",200,0.5,0.0279785257072063,0.0387156721040677,NA,9686
"897","bt","bglm",0.1,0.025,"8","2",200,0.9,0.0404707825727855,0.0341730332438571,NA,9686
"898","bt","bglm",0.1,0.05,"8","2",200,0,0.0727854635556473,0.0426388602106133,NA,9686
"899","bt","bglm",0.1,0.05,"8","2",200,0.5,0.0765021680776378,0.0397480900268429,NA,9686
"900","bt","bglm",0.1,0.05,"8","2",200,0.9,0.085174478628949,0.0391286392731778,NA,9686
"901","bt","bglm",0.1,0.075,"8","2",200,0,0.201218253148875,0.0396448482345653,NA,9686
"902","bt","bglm",0.1,0.075,"8","2",200,0.5,0.191616766467066,0.0372702870121825,NA,9686
"903","bt","bglm",0.1,0.075,"8","2",200,0.9,0.206999793516415,0.0346892422052447,NA,9686
"904","bt","bglm",0.1,0.1,"8","2",200,0,0.423910799091472,0.040780507949618,NA,9686
"905","bt","bglm",0.1,0.1,"8","2",200,0.5,0.390150733016725,0.0392318810654553,NA,9686
"906","bt","bglm",0.1,0.1,"8","2",200,0.9,0.384988643402849,0.0327276481519719,NA,9686
"907","bt","bglm",0.1,0.125,"8","2",200,0,0.704005781540368,0.0408837497418955,NA,9686
"908","bt","bglm",0.1,0.125,"8","2",200,0.5,0.647532521164567,0.0363411108816849,NA,9686
