"","Method","Model","Intercept","J","N","Correlation","FWERW","CorMat_Error","No_simulations"
"843","mmm","bglm",0.0625,3,200,0.9,0.0312,0,10000
"844","mmm","bglm",0.0625,3,400,0,0.0357,0,10000
"845","mmm","bglm",0.0625,3,400,0.5,0.0372,0,10000
"846","mmm","bglm",0.0625,3,400,0.9,0.0357,0,10000
"847","mmm","bglm",0.0625,5,100,0,0.005,0,10000
"848","mmm","bglm",0.0625,5,100,0.5,0.0071,0,10000
"849","mmm","bglm",0.0625,5,100,0.9,0.0143,0,10000
"850","mmm","bglm",0.0625,5,200,0,0.017,0,10000
"851","mmm","bglm",0.0625,5,200,0.5,0.0195,0,10000
"852","mmm","bglm",0.0625,5,200,0.9,0.0294,0,10000
"853","mmm","bglm",0.0625,5,400,0,0.0305,0,10000
"854","mmm","bglm",0.0625,5,400,0.5,0.029,0,10000
"855","mmm","bglm",0.0625,5,400,0.9,0.0364,0,10000
"856","mmm","bglm",0.0625,10,100,0,0.0025,0,10000
"857","mmm","bglm",0.0625,10,100,0.5,0.0047,0,10000
"858","mmm","bglm",0.0625,10,100,0.9,0.0113,0,10000
"859","mmm","bglm",0.0625,10,200,0,0.0142,0,10000
"860","mmm","bglm",0.0625,10,200,0.5,0.0191,0,10000
"861","mmm","bglm",0.0625,10,200,0.9,0.0245,0,10000
"862","mmm","bglm",0.0625,10,400,0,0.0261,0,10000
"863","mmm","bglm",0.0625,10,400,0.5,0.0302,0,10000
"864","mmm","bglm",0.0625,10,400,0.9,0.0343,0,10000
"865","mmm","bglm",0.125,3,100,0,0.0233,0,10000
"866","mmm","bglm",0.125,3,100,0.5,0.0244,0,10000
"867","mmm","bglm",0.125,3,100,0.9,0.0312,0,10000
"868","mmm","bglm",0.125,3,200,0,0.0311,0,10000
"869","mmm","bglm",0.125,3,200,0.5,0.0377,0,10000
"870","mmm","bglm",0.125,3,200,0.9,0.0397,0,10000
"871","mmm","bglm",0.125,3,400,0,0.0444,0,10000
"872","mmm","bglm",0.125,3,400,0.5,0.0382,0,10000
"873","mmm","bglm",0.125,3,400,0.9,0.0402,0,10000
"874","mmm","bglm",0.125,5,100,0,0.0172,0,10000
"875","mmm","bglm",0.125,5,100,0.5,0.0183,0,10000
"876","mmm","bglm",0.125,5,100,0.9,0.0288,0,10000
"877","mmm","bglm",0.125,5,200,0,0.0298,0,10000
"878","mmm","bglm",0.125,5,200,0.5,0.0337,0,10000
"879","mmm","bglm",0.125,5,200,0.9,0.0363,0,10000
"880","mmm","bglm",0.125,5,400,0,0.0379,0,10000
"881","mmm","bglm",0.125,5,400,0.5,0.0425,0,10000
"882","mmm","bglm",0.125,5,400,0.9,0.0425,0,10000
"883","mmm","bglm",0.125,10,100,0,0.0134,0,10000
"884","mmm","bglm",0.125,10,100,0.5,0.0155,0,10000
"885","mmm","bglm",0.125,10,100,0.9,0.0279,0,10000
"886","mmm","bglm",0.125,10,200,0,0.0285,0,10000
"887","mmm","bglm",0.125,10,200,0.5,0.0264,0,10000
"888","mmm","bglm",0.125,10,200,0.9,0.0327,0,10000
"889","mmm","bglm",0.125,10,400,0,0.0383,0,10000
"890","mmm","bglm",0.125,10,400,0.5,0.0374,0,10000
"891","mmm","bglm",0.125,10,400,0.9,0.0439,0,10000
"892","mmm","bglm",0.25,3,100,0,0.0352,0,10000
"893","mmm","bglm",0.25,3,100,0.5,0.0366,0,10000
"894","mmm","bglm",0.25,3,100,0.9,0.0391,0,10000
"895","mmm","bglm",0.25,3,200,0,0.0385,0,10000
"896","mmm","bglm",0.25,3,200,0.5,0.0425,0,10000
"897","mmm","bglm",0.25,3,200,0.9,0.0438,0,10000
"898","mmm","bglm",0.25,3,400,0,0.046,0,10000
"899","mmm","bglm",0.25,3,400,0.5,0.0454,0,10000
"900","mmm","bglm",0.25,3,400,0.9,0.0475,0,10000
"901","mmm","bglm",0.25,5,100,0,0.0314,0,10000
"902","mmm","bglm",0.25,5,100,0.5,0.0351,0,10000
"903","mmm","bglm",0.25,5,100,0.9,0.0341,0,10000
"904","mmm","bglm",0.25,5,200,0,0.0356,0,10000
"905","mmm","bglm",0.25,5,200,0.5,0.0395,0,10000
"906","mmm","bglm",0.25,5,200,0.9,0.043,0,10000
"907","mmm","bglm",0.25,5,400,0,0.0432,0,10000
"908","mmm","bglm",0.25,5,400,0.5,0.0441,0,10000
"909","mmm","bglm",0.25,5,400,0.9,0.0509,0,10000
"910","mmm","bglm",0.25,10,100,0,0.0274,0,10000
"911","mmm","bglm",0.25,10,100,0.5,0.0294,0,10000
"912","mmm","bglm",0.25,10,100,0.9,0.0353,0,10000
"913","mmm","bglm",0.25,10,200,0,0.0361,0,10000
"914","mmm","bglm",0.25,10,200,0.5,0.0371,0,10000
"915","mmm","bglm",0.25,10,200,0.9,0.0433,0,10000
"916","mmm","bglm",0.25,10,400,0,0.0473,0,10000
"917","mmm","bglm",0.25,10,400,0.5,0.0445,0,10000
"918","mmm","bglm",0.25,10,400,0.9,0.0446,0,10000
"919","mmm","bglm",0.375,3,100,0,0.0352,0,10000
"920","mmm","bglm",0.375,3,100,0.5,0.0386,0,10000
"921","mmm","bglm",0.375,3,100,0.9,0.044,0,10000
"922","mmm","bglm",0.375,3,200,0,0.045,0,10000
"923","mmm","bglm",0.375,3,200,0.5,0.0463,0,10000
"924","mmm","bglm",0.375,3,200,0.9,0.0416,0,10000
"925","mmm","bglm",0.375,3,400,0,0.0447,0,10000
"926","mmm","bglm",0.375,3,400,0.5,0.0441,0,10000
"927","mmm","bglm",0.375,3,400,0.9,0.0462,0,10000
"928","mmm","bglm",0.375,5,100,0,0.035,0,10000
"929","mmm","bglm",0.375,5,100,0.5,0.0348,0,10000
"930","mmm","bglm",0.375,5,100,0.9,0.0393,0,10000
"931","mmm","bglm",0.375,5,200,0,0.0394,0,10000
"932","mmm","bglm",0.375,5,200,0.5,0.0389,0,10000
"933","mmm","bglm",0.375,5,200,0.9,0.0485,0,10000
"934","mmm","bglm",0.375,5,400,0,0.0466,0,10000
"935","mmm","bglm",0.375,5,400,0.5,0.0477,0,10000
"936","mmm","bglm",0.375,5,400,0.9,0.0492,0,10000
"937","mmm","bglm",0.375,10,100,0,0.0327,0,10000
"938","mmm","bglm",0.375,10,100,0.5,0.0349,0,10000
"939","mmm","bglm",0.375,10,100,0.9,0.0395,0,10000
"940","mmm","bglm",0.375,10,200,0,0.0408,0,10000
"941","mmm","bglm",0.375,10,200,0.5,0.0402,0,10000
"942","mmm","bglm",0.375,10,200,0.9,0.0428,0,10000
"943","mmm","bglm",0.375,10,400,0,0.0427,0,10000
"944","mmm","bglm",0.375,10,400,0.5,0.0452,0,10000
"945","mmm","bglm",0.375,10,400,0.9,0.0479,0,10000
"946","mmm","bglm",0.5,3,100,0,0.0359,0,10000
"947","mmm","bglm",0.5,3,100,0.5,0.038,0,10000
"948","mmm","bglm",0.5,3,100,0.9,0.044,0,10000
"949","mmm","bglm",0.5,3,200,0,0.0417,0,10000
"950","mmm","bglm",0.5,3,200,0.5,0.0455,0,10000
"951","mmm","bglm",0.5,3,200,0.9,0.0446,0,10000
"952","mmm","bglm",0.5,3,400,0,0.0489,0,10000
"953","mmm","bglm",0.5,3,400,0.5,0.0428,0,10000
"954","mmm","bglm",0.5,3,400,0.9,0.048,0,10000
"955","mmm","bglm",0.5,5,100,0,0.0329,0,10000
"956","mmm","bglm",0.5,5,100,0.5,0.0394,0,10000
"957","mmm","bglm",0.5,5,100,0.9,0.0396,0,10000
"958","mmm","bglm",0.5,5,200,0,0.0412,0,10000
"959","mmm","bglm",0.5,5,200,0.5,0.0436,0,10000
"960","mmm","bglm",0.5,5,200,0.9,0.0442,0,10000
"961","mmm","bglm",0.5,5,400,0,0.0471,0,10000
"962","mmm","bglm",0.5,5,400,0.5,0.0447,0,10000
"963","mmm","bglm",0.5,5,400,0.9,0.0418,0,10000
"964","mmm","bglm",0.5,10,100,0,0.033,0,10000
"965","mmm","bglm",0.5,10,100,0.5,0.0311,0,10000
"966","mmm","bglm",0.5,10,100,0.9,0.0407,0,10000
"967","mmm","bglm",0.5,10,200,0,0.0413,0,10000
"968","mmm","bglm",0.5,10,200,0.5,0.0437,0,10000
"969","mmm","bglm",0.5,10,200,0.9,0.0456,0,10000
"970","mmm","bglm",0.5,10,400,0,0.0442,0,10000
"971","mmm","bglm",0.5,10,400,0.5,0.0494,0,10000
"972","mmm","bglm",0.5,10,400,0.9,0.048,0,10000
