"method","model","nsim","ntrt","pi0","nep_h0","nep_ha","slope","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"bt","glm",167,25,0.1,8,2,0.125,0,0,0,4,4,163,80,74,6
"bt","glm",167,50,0.1,8,2,0.125,0,0,0,8,7,160,138,110,28
"bt","glm",167,100,0.1,8,2,0.125,0,0,0,3,3,164,270,165,105
"bt","glm",167,25,0.1,2,8,0.125,0,0,0,0,0,167,289,147,0
"bt","glm",167,50,0.1,2,8,0.125,0,0,0,1,1,166,595,164,0
"bt","glm",167,100,0.1,2,8,0.125,0,0,0,2,2,165,1065,167,31
"bt","glm",167,25,0.1,8,2,0.15,0,0,0,4,4,163,140,113,27
"bt","glm",167,50,0.1,8,2,0.15,0,0,0,9,9,158,229,145,84
"bt","glm",167,100,0.1,8,2,0.15,0,0,0,4,4,163,316,166,150
"bt","glm",167,25,0.1,2,8,0.15,0,0,0,2,2,165,479,163,0
"bt","glm",167,50,0.1,2,8,0.15,0,0,0,0,0,167,914,167,10
"bt","glm",167,100,0.1,2,8,0.15,0,0,0,1,1,166,1284,167,122
"bt","glm",167,25,0.1,8,2,0.175,0,0,0,4,4,163,192,141,51
"bt","glm",167,50,0.1,8,2,0.175,0,0,0,6,6,161,298,164,134
"bt","glm",167,100,0.1,8,2,0.175,0,0,0,5,5,162,333,167,166
"bt","glm",167,25,0.1,2,8,0.175,0,0,0,2,2,165,689,165,1
"bt","glm",167,50,0.1,2,8,0.175,0,0,0,1,1,166,1143,167,44
"bt","glm",167,100,0.1,2,8,0.175,0,0,0,1,1,166,1329,167,160
"bt","glm",167,25,0.1,8,2,0.2,0,0,0,6,6,161,253,159,94
"bt","glm",167,50,0.1,8,2,0.2,0,0,0,7,7,160,328,167,161
"bt","glm",167,100,0.1,8,2,0.2,0,0,0,3,3,164,334,167,167
"bt","glm",167,25,0.1,2,8,0.2,0,0,0,1,1,166,925,167,4
"bt","glm",167,50,0.1,2,8,0.2,0,0,0,2,2,165,1274,167,118
"bt","glm",167,100,0.1,2,8,0.2,0,0,0,0,0,167,1336,167,167
"bt","glm",167,25,0.1,8,2,0.001,0.5,0,0,7,3,164,3,3,0
"bt","glm",167,50,0.1,8,2,0.001,0.5,0,0,7,5,162,1,1,0
"bt","glm",167,100,0.1,8,2,0.001,0.5,0,0,8,7,160,5,4,1
"bt","glm",167,25,0.1,2,8,0.001,0.5,0,0,0,0,167,5,5,0
"bt","glm",167,50,0.1,2,8,0.001,0.5,0,0,1,1,166,8,7,0
"bt","glm",167,100,0.1,2,8,0.001,0.5,0,0,1,1,166,6,4,0
"bt","glm",167,25,0.1,8,2,0.025,0.5,0,0,5,5,162,7,7,0
"bt","glm",167,50,0.1,8,2,0.025,0.5,0,0,10,6,161,1,1,0
"bt","glm",167,100,0.1,8,2,0.025,0.5,0,0,14,10,157,11,9,2
"bt","glm",167,25,0.1,2,8,0.025,0.5,0,0,4,4,163,22,13,0
"bt","glm",167,50,0.1,2,8,0.025,0.5,0,0,0,0,167,33,18,0
"bt","glm",167,100,0.1,2,8,0.025,0.5,0,0,2,2,165,15,13,0
"bt","glm",167,25,0.1,8,2,0.05,0.5,0,0,9,7,160,7,7,0
"bt","glm",167,50,0.1,8,2,0.05,0.5,0,0,5,4,163,13,12,1
"bt","glm",167,100,0.1,8,2,0.05,0.5,0,0,7,7,160,17,13,4
"bt","glm",167,25,0.1,2,8,0.05,0.5,0,0,1,1,166,32,26,0
"bt","glm",167,50,0.1,2,8,0.05,0.5,0,0,5,5,162,70,37,0
"bt","glm",167,100,0.1,2,8,0.05,0.5,0,0,1,1,166,114,52,0
"bt","glm",167,25,0.1,8,2,0.075,0.5,0,0,11,9,158,32,26,6
"bt","glm",167,50,0.1,8,2,0.075,0.5,0,0,11,6,161,30,25,5
"bt","glm",167,100,0.1,8,2,0.075,0.5,0,0,11,9,158,82,63,19
"bt","glm",167,25,0.1,2,8,0.075,0.5,0,0,2,2,165,92,40,0
"bt","glm",167,50,0.1,2,8,0.075,0.5,0,0,5,5,162,137,59,0
"bt","glm",167,100,0.1,2,8,0.075,0.5,0,0,1,1,166,336,109,2
"bt","glm",167,25,0.1,8,2,0.1,0.5,0,0,4,4,163,62,47,15
"bt","glm",167,50,0.1,8,2,0.1,0.5,0,0,9,6,161,108,75,33
"bt","glm",167,100,0.1,8,2,0.1,0.5,0,0,9,8,159,185,121,64
"bt","glm",167,25,0.1,2,8,0.1,0.5,0,0,3,3,164,165,69,0
"bt","glm",167,50,0.1,2,8,0.1,0.5,0,0,3,2,165,377,118,2
"bt","glm",167,100,0.1,2,8,0.1,0.5,0,0,0,0,167,688,145,21
"bt","glm",167,25,0.1,8,2,0.125,0.5,0,0,10,8,159,78,61,17
"bt","glm",167,50,0.1,8,2,0.125,0.5,0,0,12,8,159,167,112,55
"bt","glm",167,100,0.1,8,2,0.125,0.5,0,0,8,6,161,262,152,110
"bt","glm",167,25,0.1,2,8,0.125,0.5,0,0,1,1,166,299,106,3
"bt","glm",167,50,0.1,2,8,0.125,0.5,0,0,4,3,164,616,145,17
"bt","glm",167,100,0.1,2,8,0.125,0.5,0,0,0,0,167,1100,166,76
"bt","glm",167,25,0.1,8,2,0.15,0.5,0,0,6,6,161,133,99,34
"bt","glm",167,50,0.1,8,2,0.15,0.5,0,0,12,9,158,244,145,99
"bt","glm",167,100,0.1,8,2,0.15,0.5,0,0,13,10,157,326,167,159
"bt","glm",167,25,0.1,2,8,0.15,0.5,0,0,1,1,166,468,130,8
"bt","glm",167,50,0.1,2,8,0.15,0.5,0,0,1,1,166,938,163,48
"bt","glm",167,100,0.1,2,8,0.15,0.5,0,0,2,2,165,1283,167,136
"bt","glm",167,25,0.1,8,2,0.175,0.5,0,0,6,5,162,190,123,67
"bt","glm",167,50,0.1,8,2,0.175,0.5,0,0,5,5,162,294,161,133
"bt","glm",167,100,0.1,8,2,0.175,0.5,0,0,7,6,161,334,167,167
"bt","glm",167,25,0.1,2,8,0.175,0.5,0,0,1,1,166,731,151,20
"bt","glm",167,50,0.1,2,8,0.175,0.5,0,0,6,5,162,1187,166,105
"bt","glm",167,100,0.1,2,8,0.175,0.5,0,0,1,1,166,1331,167,164
"bt","glm",167,25,0.1,8,2,0.2,0.5,0,0,5,5,162,248,144,104
"bt","glm",167,50,0.1,8,2,0.2,0.5,0,0,9,8,159,326,167,159
"bt","glm",167,100,0.1,8,2,0.2,0.5,0,0,9,7,160,334,167,167
"bt","glm",167,25,0.1,2,8,0.2,0.5,0,0,1,1,166,1033,163,65
"bt","glm",167,50,0.1,2,8,0.2,0.5,0,0,0,0,167,1275,167,135
"bt","glm",167,100,0.1,2,8,0.2,0.5,0,0,1,1,166,1336,167,167
"bt","glm",167,25,0.1,8,2,0.001,0.9,0,0,5,4,163,5,3,2
"bt","glm",167,50,0.1,8,2,0.001,0.9,0,0,10,3,164,1,1,0
"bt","glm",167,100,0.1,8,2,0.001,0.9,0,0,22,11,156,8,5,3
"bt","glm",167,25,0.1,2,8,0.001,0.9,0,0,4,3,164,15,8,0
"bt","glm",167,50,0.1,2,8,0.001,0.9,0,0,4,2,165,40,12,2
"bt","glm",167,100,0.1,2,8,0.001,0.9,0,0,5,4,163,12,5,0
"bt","glm",167,25,0.1,8,2,0.025,0.9,0,0,30,7,160,1,1,0
"bt","glm",167,50,0.1,8,2,0.025,0.9,0,0,16,3,164,8,7,1
"bt","glm",167,100,0.1,8,2,0.025,0.9,0,0,13,7,160,17,10,7
"bt","glm",167,25,0.1,2,8,0.025,0.9,0,0,3,2,165,44,13,0
"bt","glm",167,50,0.1,2,8,0.025,0.9,0,0,3,3,164,44,14,2
"bt","glm",167,100,0.1,2,8,0.025,0.9,0,0,1,1,166,43,13,2
"bt","glm",167,25,0.1,8,2,0.05,0.9,0,0,14,4,163,16,11,5
"bt","glm",167,50,0.1,8,2,0.05,0.9,0,0,10,3,164,25,17,8
"bt","glm",167,100,0.1,8,2,0.05,0.9,0,0,24,10,157,28,19,9
"bt","glm",167,25,0.1,2,8,0.05,0.9,0,0,4,4,163,72,18,2
"bt","glm",167,50,0.1,2,8,0.05,0.9,0,0,3,2,165,81,21,3
"bt","glm",167,100,0.1,2,8,0.05,0.9,0,0,1,1,166,172,37,10
"bt","glm",167,25,0.1,8,2,0.075,0.9,0,0,10,4,163,34,20,14
"bt","glm",167,50,0.1,8,2,0.075,0.9,0,0,13,4,163,55,35,20
"bt","glm",167,100,0.1,8,2,0.075,0.9,0,0,15,8,159,108,65,43
"bt","glm",167,25,0.1,2,8,0.075,0.9,0,0,4,3,164,101,27,4
"bt","glm",167,50,0.1,2,8,0.075,0.9,0,0,5,3,164,250,49,14
"bt","glm",167,100,0.1,2,8,0.075,0.9,0,0,7,4,163,460,87,28
"bt","glm",167,25,0.1,8,2,0.1,0.9,0,0,15,7,160,61,40,21
"bt","glm",167,50,0.1,8,2,0.1,0.9,0,0,10,3,164,105,66,39
"bt","glm",167,100,0.1,8,2,0.1,0.9,0,0,15,8,159,204,111,93
"bt","glm",167,25,0.1,2,8,0.1,0.9,0,0,3,2,165,240,54,15
"bt","glm",167,50,0.1,2,8,0.1,0.9,0,0,4,3,164,412,82,23
"bt","glm",167,100,0.1,2,8,0.1,0.9,0,0,0,0,167,871,129,78
"bt","glm",167,25,0.1,8,2,0.125,0.9,0,0,26,10,157,92,59,33
"bt","glm",167,50,0.1,8,2,0.125,0.9,0,0,28,9,158,191,102,89
"bt","glm",167,100,0.1,8,2,0.125,0.9,0,0,24,8,159,296,154,142
"bt","glm",167,25,0.1,2,8,0.125,0.9,0,0,5,4,163,398,73,25
"bt","glm",167,50,0.1,2,8,0.125,0.9,0,0,3,3,164,773,130,61
"bt","glm",167,100,0.1,2,8,0.125,0.9,0,0,6,4,163,1168,161,122
"bt","glm",167,25,0.1,8,2,0.15,0.9,0,0,18,5,162,168,92,76
"bt","glm",167,50,0.1,8,2,0.15,0.9,0,0,10,6,161,253,138,115
"bt","glm",167,100,0.1,8,2,0.15,0.9,0,0,18,6,161,328,166,162
"bt","glm",167,25,0.1,2,8,0.15,0.9,0,0,1,1,166,620,109,51
"bt","glm",167,50,0.1,2,8,0.15,0.9,0,0,2,2,165,1016,144,105
"bt","glm",167,100,0.1,2,8,0.15,0.9,0,0,7,6,161,1317,167,159
"bt","glm",167,25,0.1,8,2,0.175,0.9,0,0,8,7,160,203,114,89
"bt","glm",167,50,0.1,8,2,0.175,0.9,0,0,14,3,164,316,163,153
"bt","glm",167,100,0.1,8,2,0.175,0.9,0,0,16,5,162,334,167,167
"bt","glm",167,25,0.1,2,8,0.175,0.9,0,0,3,3,164,864,132,75
"bt","glm",167,50,0.1,2,8,0.175,0.9,0,0,12,6,161,1173,157,132
"bt","glm",167,100,0.1,2,8,0.175,0.9,0,0,6,5,162,1334,167,166
"bt","glm",167,25,0.1,8,2,0.2,0.9,0,0,19,7,160,279,146,133
"bt","glm",167,50,0.1,8,2,0.2,0.9,0,0,8,5,162,330,165,165
"bt","glm",167,100,0.1,8,2,0.2,0.9,0,0,30,7,160,333,167,166
"bt","glm",167,25,0.1,2,8,0.2,0.9,0,0,4,2,165,1059,152,104
"bt","glm",167,50,0.1,2,8,0.2,0.9,0,0,0,0,167,1323,167,162
