"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"44","mmm","glm",1667,50,0,0,1481,0,0,186,8,8,0
"45","bt","glm",1667,50,0,0,0,0,0,1667,241,218,21
"46","bonf","bglm",1667,50,0,0,0,0,0,1667,48,44,2
"47","mmm","bglm",1667,50,0,0,0,0,0,1667,39,35,2
"48","bt","bglm",1667,50,0,0,0,0,0,1667,204,187,17
"49","bonf","glm",1667,25,0.5,0,0,0,0,1667,16,16,0
"50","mmm","glm",1667,25,0.5,0,1231,0,0,436,10,10,0
"51","bt","glm",1667,25,0.5,0,0,0,0,1667,191,151,27
"52","bonf","bglm",1667,25,0.5,0,0,0,0,1667,15,15,0
"53","mmm","bglm",1667,25,0.5,0,0,0,0,1667,38,36,2
"54","bt","bglm",1667,25,0.5,0,0,0,0,1667,112,96,14
"55","bonf","glm",1667,50,0.5,0,0,0,0,1667,59,55,2
"56","mmm","glm",1667,50,0.5,0,1193,0,0,474,20,16,0
"57","bt","glm",1667,50,0.5,0,0,0,0,1667,275,218,48
"58","bonf","bglm",1667,50,0.5,0,0,0,0,1667,32,30,2
"59","mmm","bglm",1667,50,0.5,0,0,0,0,1667,70,63,7
"60","bt","bglm",1667,50,0.5,0,0,0,0,1667,233,192,34
"61","bonf","glm",1667,25,0.9,0,0,0,0,1667,11,7,4
"62","mmm","glm",1667,25,0.9,0,718,0,0,949,40,27,13
"63","bt","glm",1667,25,0.9,0,0,0,0,1667,215,137,42
"64","bonf","bglm",1667,25,0.9,0,0,0,0,1667,11,9,2
"65","mmm","bglm",1667,25,0.9,0,0,0,0,1667,81,49,23
"66","bt","bglm",1667,25,0.9,0,0,0,0,1667,155,93,26
"67","bonf","glm",1667,50,0.9,0,0,0,0,1667,62,40,22
"68","mmm","glm",1667,50,0.9,0,706,0,0,961,70,46,17
"69","bt","glm",1667,50,0.9,0,0,0,0,1667,321,195,77
"70","bonf","bglm",1667,50,0.9,0,0,0,0,1667,43,32,11
"71","mmm","bglm",1667,50,0.9,0,0,0,0,1667,109,84,23
"72","bt","bglm",1667,50,0.9,0,0,0,0,1667,285,181,82
"73","bonf","glm",1667,25,0,0,0,0,0,1667,10,10,0
"74","mmm","glm",1667,25,0,0,1525,0,0,142,2,2,0
"75","bt","glm",1667,25,0,0,0,0,0,1667,156,142,14
"76","bonf","bglm",1667,25,0,0,0,0,0,1667,10,10,0
"77","mmm","bglm",1667,25,0,0,0,0,0,1667,14,14,0
"78","bt","bglm",1667,25,0,0,0,0,0,1667,134,125,9
"79","bonf","glm",1667,50,0,0,0,0,0,1667,61,60,1
"80","mmm","glm",1667,50,0,0,1500,0,0,167,7,7,0
"81","bt","glm",1667,50,0,0,0,0,0,1667,212,182,22
"82","bonf","bglm",1667,50,0,0,0,0,0,1667,43,41,0
"83","mmm","bglm",1667,50,0,0,0,0,0,1667,43,41,2
"84","bt","bglm",1667,50,0,0,0,0,0,1667,203,188,15
"85","bonf","glm",1667,25,0.5,0,0,0,0,1667,19,16,3
"86","mmm","glm",1667,25,0.5,0,1214,0,0,453,8,7,1
"87","bt","glm",1667,25,0.5,0,0,0,0,1667,188,148,29
"88","bonf","bglm",1667,25,0.5,0,0,0,0,1667,31,30,1
"89","mmm","bglm",1667,25,0.5,0,0,0,0,1667,28,27,1
"90","bt","bglm",1667,25,0.5,0,0,0,0,1667,137,120,13
"91","bonf","glm",1667,50,0.5,0,0,0,0,1667,58,55,3
"92","mmm","glm",1667,50,0.5,0,1186,0,0,481,25,22,3
"93","bt","glm",1667,50,0.5,0,0,0,0,1667,243,198,31
"94","bonf","bglm",1667,50,0.5,0,0,0,0,1667,38,35,3
"95","mmm","bglm",1667,50,0.5,0,0,0,0,1667,72,66,6
"96","bt","bglm",1667,50,0.5,0,0,0,0,1667,224,191,24
"97","bonf","glm",1667,25,0.9,0,0,0,0,1667,19,15,2
"98","mmm","glm",1667,25,0.9,0,725,0,0,942,45,35,10
"99","bt","glm",1667,25,0.9,0,0,0,0,1667,205,136,49
"100","bonf","bglm",1667,25,0.9,0,0,0,0,1667,20,15,5
"101","mmm","bglm",1667,25,0.9,0,0,0,0,1667,65,47,18
"102","bt","bglm",1667,25,0.9,0,0,0,0,1667,174,116,46
"103","bonf","glm",1667,50,0.9,0,0,0,0,1667,68,47,17
"104","mmm","glm",1667,50,0.9,0,700,0,0,967,105,63,26
"105","bt","glm",1667,50,0.9,0,0,0,0,1667,325,202,87
"106","bonf","bglm",1667,50,0.9,0,0,0,0,1667,43,32,11
"107","mmm","bglm",1667,50,0.9,0,0,0,0,1667,155,97,46
"108","bt","bglm",1667,50,0.9,0,0,0,0,1667,253,175,55
"109","bonf","glm",1667,25,0,0,0,0,0,1667,14,14,0
"110","mmm","glm",1667,25,0,0,1531,0,0,136,1,1,0
"111","bt","glm",1667,25,0,0,0,0,0,1667,160,145,9
"112","bonf","bglm",1667,25,0,0,0,0,0,1667,12,12,0
"113","mmm","bglm",1667,25,0,0,0,0,0,1667,21,21,0
"114","bt","bglm",1667,25,0,0,0,0,0,1667,132,123,9
"115","bonf","glm",1667,50,0,0,0,0,0,1667,67,65,2
"116","mmm","glm",1667,50,0,0,1489,0,0,178,9,7,0
"117","bt","glm",1667,50,0,0,0,0,0,1667,236,213,17
"118","bonf","bglm",1667,50,0,0,0,0,0,1667,36,36,0
"119","mmm","bglm",1667,50,0,0,0,0,0,1667,61,59,2
"120","bt","bglm",1667,50,0,0,0,0,0,1667,211,193,14
"121","bonf","glm",1667,25,0.5,0,0,0,0,1667,22,21,1
"122","mmm","glm",1667,25,0.5,0,1242,0,0,425,7,7,0
"123","bt","glm",1667,25,0.5,0,0,0,0,1667,167,139,21
"124","bonf","bglm",1667,25,0.5,0,0,0,0,1667,14,14,0
"125","mmm","bglm",1667,25,0.5,0,0,0,0,1667,34,33,1
"126","bt","bglm",1667,25,0.5,0,0,0,0,1667,103,92,9
"127","bonf","glm",1667,50,0.5,0,0,0,0,1667,59,53,6
"128","mmm","glm",1667,50,0.5,0,1169,0,0,498,13,12,1
"129","bt","glm",1667,50,0.5,0,0,0,0,1667,229,193,30
"130","bonf","bglm",1667,50,0.5,0,0,0,0,1667,55,53,2
"131","mmm","bglm",1667,50,0.5,0,0,0,0,1667,60,53,7
"132","bt","bglm",1667,50,0.5,0,0,0,0,1667,208,178,26
"133","bonf","glm",1667,25,0.9,0,0,0,0,1667,14,13,1
"134","mmm","glm",1667,25,0.9,0,727,0,0,940,58,36,17
"135","bt","glm",1667,25,0.9,0,0,0,0,1667,203,129,44
"136","bonf","bglm",1667,25,0.9,0,0,0,0,1667,21,17,4
"137","mmm","bglm",1667,25,0.9,0,0,0,0,1667,63,45,16
"138","bt","bglm",1667,25,0.9,0,0,0,0,1667,153,94,43
"139","bonf","glm",1667,50,0.9,0,0,0,0,1667,59,45,12
"140","mmm","glm",1667,50,0.9,0,713,0,0,954,100,63,24
"141","bt","glm",1667,50,0.9,0,0,0,0,1667,296,191,77
"142","bonf","bglm",1667,50,0.9,0,0,0,0,1667,50,36,14
"143","mmm","bglm",1667,50,0.9,0,0,0,0,1667,122,78,36
"144","bt","bglm",1667,50,0.9,0,0,0,0,1667,250,160,65
"145","bonf","glm",1667,25,0,0,0,0,0,1667,21,20,1
"146","mmm","glm",1667,25,0,0,1519,0,0,148,0,0,0
"147","bt","glm",1667,25,0,0,0,0,0,1667,141,127,12
"148","bonf","bglm",1667,25,0,0,0,0,0,1667,18,18,0
"149","mmm","bglm",1667,25,0,0,0,0,0,1667,18,18,0
"150","bt","bglm",1667,25,0,0,0,0,0,1667,121,112,7
"151","bonf","glm",1667,50,0,0,0,0,0,1667,74,72,2
"152","mmm","glm",1667,50,0,0,1475,0,0,192,10,9,1
"153","bt","glm",1667,50,0,0,0,0,0,1667,221,191,28
"154","bonf","bglm",1667,50,0,0,0,0,0,1667,51,49,2
"155","mmm","bglm",1667,50,0,0,0,0,0,1667,57,57,0
"156","bt","bglm",1667,50,0,0,0,0,0,1667,192,184,8
"157","bonf","glm",1667,25,0.5,0,0,0,0,1667,13,13,0
"158","mmm","glm",1667,25,0.5,0,1210,0,0,457,7,7,0
"159","bt","glm",1667,25,0.5,0,0,0,0,1667,179,141,23
"160","bonf","bglm",1667,25,0.5,0,0,0,0,1667,21,21,0
"161","mmm","bglm",1667,25,0.5,0,0,0,0,1667,48,41,7
"162","bt","bglm",1667,25,0.5,0,0,0,0,1667,138,119,15
"163","bonf","glm",1667,50,0.5,0,0,0,0,1667,75,69,2
"164","mmm","glm",1667,50,0.5,0,1201,0,0,466,25,22,3
"165","bt","glm",1667,50,0.5,0,0,0,0,1667,259,214,26
"166","bonf","bglm",1667,50,0.5,0,0,0,0,1667,44,40,4
"167","mmm","bglm",1667,50,0.5,0,0,0,0,1667,56,51,5
"168","bt","bglm",1667,50,0.5,0,0,0,0,1667,196,162,29
"169","bonf","glm",1667,25,0.9,0,0,0,0,1667,21,18,3
"170","mmm","glm",1667,25,0.9,0,700,0,0,967,48,36,12
"171","bt","glm",1667,25,0.9,0,0,0,0,1667,228,147,53
"172","bonf","bglm",1667,25,0.9,0,0,0,0,1667,18,15,3
"173","mmm","bglm",1667,25,0.9,0,0,0,0,1667,56,40,16
"174","bt","bglm",1667,25,0.9,0,0,0,0,1667,130,85,41
"175","bonf","glm",1667,50,0.9,0,0,0,0,1667,70,48,22
"176","mmm","glm",1667,50,0.9,0,746,0,0,921,91,60,31
"177","bt","glm",1667,50,0.9,0,0,0,0,1667,342,209,77
"178","bonf","bglm",1667,50,0.9,0,0,0,0,1667,28,20,6
"179","mmm","bglm",1667,50,0.9,0,0,0,0,1667,115,79,34
"180","bt","bglm",1667,50,0.9,0,0,4,1,1666,280,171,82
"181","bonf","glm",417,25,0,0,0,0,0,417,3,3,0
"182","mmm","glm",417,25,0,0,389,0,0,28,0,0,0
"183","bt","glm",417,25,0,0,0,0,0,417,35,33,2
"184","bonf","bglm",417,25,0,0,0,0,0,417,2,2,0
"185","mmm","bglm",417,25,0,0,0,0,0,417,8,8,0
"186","bt","bglm",417,25,0,0,0,0,0,417,34,34,0
"187","bonf","glm",417,50,0,0,0,0,0,417,16,16,0
"188","mmm","glm",417,50,0,0,360,0,0,57,1,1,0
"189","bt","glm",417,50,0,0,0,0,0,417,64,59,2
"190","bonf","bglm",417,50,0,0,0,0,0,417,9,9,0
"191","mmm","bglm",417,50,0,0,0,0,0,417,13,12,1
"192","bt","bglm",417,50,0,0,0,0,0,417,45,43,2
"193","bonf","glm",417,25,0.5,0,0,0,0,417,4,4,0
"194","mmm","glm",417,25,0.5,0,303,0,0,114,2,2,0
"195","bt","glm",417,25,0.5,0,0,0,0,417,44,34,7
"196","bonf","bglm",417,25,0.5,0,0,0,0,417,2,2,0
"197","mmm","bglm",417,25,0.5,0,0,0,0,417,7,7,0
"198","bt","bglm",417,25,0.5,0,0,0,0,417,30,28,2
"199","bonf","glm",417,50,0.5,0,0,0,0,417,11,9,2
"200","mmm","glm",417,50,0.5,0,299,0,0,118,5,4,1
"201","bt","glm",417,50,0.5,0,0,0,0,417,74,60,10
"202","bonf","bglm",417,50,0.5,0,0,0,0,417,14,14,0
"203","mmm","bglm",417,50,0.5,0,0,0,0,417,18,17,1
"204","bt","bglm",417,50,0.5,0,0,0,0,417,44,42,2
"205","bonf","glm",417,25,0.9,0,0,0,0,417,11,7,4
"206","mmm","glm",417,25,0.9,0,181,0,0,236,6,4,2
"207","bt","glm",417,25,0.9,0,0,0,0,417,62,44,12
"208","bonf","bglm",417,25,0.9,0,0,0,0,417,1,1,0
"209","mmm","bglm",417,25,0.9,0,0,0,0,417,21,11,5
"210","bt","bglm",417,25,0.9,0,0,0,0,417,39,24,10
"211","bonf","glm",417,50,0.9,0,0,0,0,417,16,10,6
"212","mmm","glm",417,50,0.9,0,190,0,0,227,22,15,5
"213","bt","glm",417,50,0.9,0,0,0,0,417,84,50,24
"214","bonf","bglm",417,50,0.9,0,0,0,0,417,14,10,4
"215","mmm","bglm",417,50,0.9,0,0,0,0,417,21,13,8
"216","bt","bglm",417,50,0.9,0,0,0,0,417,77,50,25
"217","bonf","glm",417,25,0,0,0,0,0,417,5,5,0
"218","mmm","glm",417,25,0,0,380,0,0,37,1,1,0
"219","bt","glm",417,25,0,0,0,0,0,417,40,38,2
"220","bonf","bglm",417,25,0,0,0,0,0,417,1,1,0
"221","mmm","bglm",417,25,0,0,0,0,0,417,6,6,0
"222","bt","bglm",417,25,0,0,0,0,0,417,24,24,0
"223","bonf","glm",417,50,0,0,0,0,0,417,14,14,0
"224","mmm","glm",417,50,0,0,374,0,0,43,0,0,0
"225","bt","glm",417,50,0,0,0,0,0,417,54,49,3
"226","bonf","bglm",417,50,0,0,0,0,0,417,13,13,0
"227","mmm","bglm",417,50,0,0,0,0,0,417,10,9,1
"228","bt","bglm",417,50,0,0,0,0,0,417,60,50,10
"229","bonf","glm",417,25,0.5,0,0,0,0,417,2,2,0
"230","mmm","glm",417,25,0.5,0,313,0,0,104,3,3,0
"231","bt","glm",417,25,0.5,0,0,0,0,417,37,34,3
"232","bonf","bglm",417,25,0.5,0,0,0,0,417,4,4,0
"233","mmm","bglm",417,25,0.5,0,0,0,0,417,6,6,0
"234","bt","bglm",417,25,0.5,0,0,0,0,417,27,25,2
"235","bonf","glm",417,50,0.5,0,0,0,0,417,13,13,0
"236","mmm","glm",417,50,0.5,0,288,0,0,129,4,4,0
"237","bt","glm",417,50,0.5,0,0,0,0,417,58,47,9
"238","bonf","bglm",417,50,0.5,0,0,0,0,417,12,12,0
"239","mmm","bglm",417,50,0.5,0,0,0,0,417,18,13,2
"240","bt","bglm",417,50,0.5,0,0,0,0,417,57,51,6
"241","bonf","glm",417,25,0.9,0,0,0,0,417,5,3,2
"242","mmm","glm",417,25,0.9,0,178,0,0,239,12,9,3
"243","bt","glm",417,25,0.9,0,0,0,0,417,66,39,15
"244","bonf","bglm",417,25,0.9,0,0,0,0,417,1,1,0
"245","mmm","bglm",417,25,0.9,0,0,0,0,417,21,14,7
"246","bt","bglm",417,25,0.9,0,0,0,0,417,56,32,17
"247","bonf","glm",417,50,0.9,0,0,0,0,417,18,10,8
"248","mmm","glm",417,50,0.9,0,192,0,0,225,16,10,4
"249","bt","glm",417,50,0.9,0,0,0,0,417,88,46,26
"250","bonf","bglm",417,50,0.9,0,0,0,0,417,10,8,2
"251","mmm","bglm",417,50,0.9,0,0,0,0,417,28,17,8
"252","bt","bglm",417,50,0.9,0,0,1,1,416,57,41,16
"253","bonf","glm",417,25,0,0,0,0,0,417,2,2,0
"254","mmm","glm",417,25,0,0,373,0,0,44,0,0,0
"255","bt","glm",417,25,0,0,0,0,0,417,49,41,4
"256","bonf","bglm",417,25,0,0,0,0,0,417,3,3,0
"257","mmm","bglm",417,25,0,0,0,0,0,417,6,6,0
"258","bt","bglm",417,25,0,0,0,0,0,417,22,22,0
"259","bonf","glm",417,50,0,0,0,0,0,417,11,11,0
"260","mmm","glm",417,50,0,0,369,0,0,48,2,2,0
"261","bt","glm",417,50,0,0,0,0,0,417,50,44,6
"262","bonf","bglm",417,50,0,0,0,0,0,417,6,6,0
"263","mmm","bglm",417,50,0,0,0,0,0,417,12,12,0
"264","bt","bglm",417,50,0,0,0,0,0,417,47,45,2
"265","bonf","glm",417,25,0.5,0,0,0,0,417,7,7,0
"266","mmm","glm",417,25,0.5,0,315,0,0,102,2,2,0
"267","bt","glm",417,25,0.5,0,0,0,0,417,45,40,5
"268","bonf","bglm",417,25,0.5,0,0,0,0,417,3,3,0
"269","mmm","bglm",417,25,0.5,0,0,0,0,417,5,5,0
"270","bt","bglm",417,25,0.5,0,0,0,0,417,27,26,1
"271","bonf","glm",417,50,0.5,0,0,0,0,417,19,16,3
"272","mmm","glm",417,50,0.5,0,295,0,0,122,5,5,0
"273","bt","glm",417,50,0.5,0,0,0,0,417,68,57,9
"274","bonf","bglm",417,50,0.5,0,0,0,0,417,10,9,1
"275","mmm","bglm",417,50,0.5,0,0,0,0,417,16,15,1
"276","bt","bglm",417,50,0.5,0,0,0,0,417,39,32,5
"277","bonf","glm",417,25,0.9,0,0,0,0,417,0,0,0
"278","mmm","glm",417,25,0.9,0,193,0,0,224,8,7,1
"279","bt","glm",417,25,0.9,0,0,0,0,417,64,40,17
"280","bonf","bglm",417,25,0.9,0,0,0,0,417,7,5,2
"281","mmm","bglm",417,25,0.9,0,0,0,0,417,24,15,7
"282","bt","bglm",417,25,0.9,0,0,0,0,417,43,27,11
"283","bonf","glm",417,50,0.9,0,0,0,0,417,8,6,2
"284","mmm","glm",417,50,0.9,0,183,0,0,234,18,10,8
"285","bt","glm",417,50,0.9,0,0,0,0,417,83,50,19
"286","bonf","bglm",417,50,0.9,0,0,0,0,417,12,9,3
"287","mmm","bglm",417,50,0.9,0,0,0,0,417,28,19,9
"288","bt","bglm",417,50,0.9,0,0,0,0,417,92,56,24
"289","bonf","glm",417,25,0,0,0,0,0,417,4,4,0
"290","mmm","glm",417,25,0,0,380,0,0,37,0,0,0
"291","bt","glm",417,25,0,0,0,0,0,417,40,35,5
"292","bonf","bglm",417,25,0,0,0,0,0,417,8,8,0
"293","mmm","bglm",417,25,0,0,0,0,0,417,3,3,0
"294","bt","bglm",417,25,0,0,0,0,0,417,21,21,0
"295","bonf","glm",417,50,0,0,0,0,0,417,18,18,0
"296","mmm","glm",417,50,0,0,380,0,0,37,3,2,1
"297","bt","glm",417,50,0,0,0,0,0,417,61,56,3
"298","bonf","bglm",417,50,0,0,0,0,0,417,12,12,0
"299","mmm","bglm",417,50,0,0,0,0,0,417,12,12,0
"300","bt","bglm",417,50,0,0,0,0,0,417,38,34,4
"301","bonf","glm",417,25,0.5,0,0,0,0,417,3,3,0
"302","mmm","glm",417,25,0.5,0,298,0,0,119,2,2,0
"303","bt","glm",417,25,0.5,0,0,0,0,417,37,34,3
"304","bonf","bglm",417,25,0.5,0,0,0,0,417,7,6,1
"305","mmm","bglm",417,25,0.5,0,0,0,0,417,5,4,1
"306","bt","bglm",417,25,0.5,0,0,0,0,417,31,23,6
"307","bonf","glm",417,50,0.5,0,0,0,0,417,13,12,1
"308","mmm","glm",417,50,0.5,0,279,0,0,138,4,4,0
"309","bt","glm",417,50,0.5,0,0,0,0,417,68,51,15
"310","bonf","bglm",417,50,0.5,0,0,0,0,417,6,5,1
"311","mmm","bglm",417,50,0.5,0,0,0,0,417,19,18,1
"312","bt","bglm",417,50,0.5,0,0,0,0,417,46,36,6
"313","bonf","glm",417,25,0.9,0,0,0,0,417,5,4,1
"314","mmm","glm",417,25,0.9,0,169,0,0,248,16,10,4
"315","bt","glm",417,25,0.9,0,0,0,0,417,61,38,11
"316","bonf","bglm",417,25,0.9,0,0,0,0,417,8,6,2
"317","mmm","bglm",417,25,0.9,0,0,0,0,417,18,10,6
"318","bt","bglm",417,25,0.9,0,0,0,0,417,33,21,10
"319","bonf","glm",417,50,0.9,0,0,0,0,417,18,13,5
"320","mmm","glm",417,50,0.9,0,170,0,0,247,21,12,4
"321","bt","glm",417,50,0.9,0,0,0,0,417,71,42,18
"322","bonf","bglm",417,50,0.9,0,0,0,0,417,1,1,0
"323","mmm","bglm",417,50,0.9,0,0,0,0,417,21,16,5
"324","bt","bglm",417,50,0.9,0,0,1,1,416,64,43,14
