"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"45","bt","glm",1667,50,0,0,0,7,7,1660,825,696,121
"46","bonf","bglm",1667,50,0,0,0,1,1,1666,332,317,15
"47","mmm","bglm",1667,50,0,0,0,0,0,1667,352,319,33
"48","bt","bglm",1667,50,0,0,0,38,36,1631,839,739,91
"49","bonf","glm",1667,25,0.5,0,0,0,0,1667,101,91,10
"50","mmm","glm",1667,25,0.5,0,284,0,0,1383,69,61,8
"51","bt","glm",1667,25,0.5,0,0,1,1,1666,409,332,69
"52","bonf","bglm",1667,25,0.5,0,0,0,0,1667,106,93,13
"53","mmm","bglm",1667,25,0.5,0,0,0,0,1667,105,93,12
"54","bt","bglm",1667,25,0.5,0,0,27,21,1646,422,342,69
"55","bonf","glm",1667,50,0.5,0,0,0,0,1667,392,332,56
"56","mmm","glm",1667,50,0.5,0,35,0,0,1632,444,351,83
"57","bt","glm",1667,50,0.5,0,0,5,4,1663,906,673,199
"58","bonf","bglm",1667,50,0.5,0,0,1,1,1666,336,294,40
"59","mmm","bglm",1667,50,0.5,0,0,0,0,1667,431,351,77
"60","bt","bglm",1667,50,0.5,0,0,39,36,1631,836,631,183
"61","bonf","glm",1667,25,0.9,0,0,0,0,1667,80,60,20
"62","mmm","glm",1667,25,0.9,0,179,0,0,1488,208,132,70
"63","bt","glm",1667,25,0.9,0,0,0,0,1667,579,348,179
"64","bonf","bglm",1667,25,0.9,0,0,0,0,1667,109,75,34
"65","mmm","bglm",1667,25,0.9,0,0,0,0,1667,195,130,63
"66","bt","bglm",1667,25,0.9,0,0,53,15,1652,468,296,151
"67","bonf","glm",1667,50,0.9,0,0,0,0,1667,463,289,164
"68","mmm","glm",1667,50,0.9,0,16,0,0,1651,640,398,210
"69","bt","glm",1667,50,0.9,0,0,22,6,1661,970,569,344
"70","bonf","bglm",1667,50,0.9,0,0,0,0,1667,306,205,101
"71","mmm","bglm",1667,50,0.9,0,0,24,6,1661,573,357,206
"72","bt","bglm",1667,50,0.9,0,0,131,35,1632,980,590,355
"73","bonf","glm",1667,25,0,0,0,0,0,1667,94,89,5
"74","mmm","glm",1667,25,0,0,363,0,0,1304,60,57,3
"75","bt","glm",1667,25,0,0,0,1,1,1666,398,359,31
"76","bonf","bglm",1667,25,0,0,0,0,0,1667,94,93,1
"77","mmm","bglm",1667,25,0,0,0,0,0,1667,129,125,4
"78","bt","bglm",1667,25,0,0,0,14,14,1653,355,335,20
"79","bonf","glm",1667,50,0,0,0,0,0,1667,462,422,38
"80","mmm","glm",1667,50,0,0,33,0,0,1634,421,396,19
"81","bt","glm",1667,50,0,0,0,12,11,1656,826,694,122
"82","bonf","bglm",1667,50,0,0,0,0,0,1667,340,325,15
"83","mmm","bglm",1667,50,0,0,0,0,0,1667,324,310,14
"84","bt","bglm",1667,50,0,0,0,44,43,1624,832,709,106
"85","bonf","glm",1667,25,0.5,0,0,0,0,1667,90,81,9
"86","mmm","glm",1667,25,0.5,0,294,0,0,1373,67,62,5
"87","bt","glm",1667,25,0.5,0,0,0,0,1667,459,356,90
"88","bonf","bglm",1667,25,0.5,0,0,0,0,1667,82,77,5
"89","mmm","bglm",1667,25,0.5,0,0,0,0,1667,109,100,9
"90","bt","bglm",1667,25,0.5,0,0,20,17,1650,393,313,72
"91","bonf","glm",1667,50,0.5,0,0,0,0,1667,408,344,62
"92","mmm","glm",1667,50,0.5,0,17,0,0,1650,419,340,75
"93","bt","glm",1667,50,0.5,0,0,16,7,1660,946,687,232
"94","bonf","bglm",1667,50,0.5,0,0,4,4,1663,328,273,53
"95","mmm","bglm",1667,50,0.5,0,0,4,2,1665,438,368,68
"96","bt","bglm",1667,50,0.5,0,0,46,43,1624,833,631,198
"97","bonf","glm",1667,25,0.9,0,0,0,0,1667,100,66,32
"98","mmm","glm",1667,25,0.9,0,193,0,0,1474,208,136,70
"99","bt","glm",1667,25,0.9,0,0,0,0,1667,567,348,174
"100","bonf","bglm",1667,25,0.9,0,0,0,0,1667,97,68,27
"101","mmm","bglm",1667,25,0.9,0,0,5,1,1666,191,122,65
"102","bt","bglm",1667,25,0.9,0,0,32,13,1654,426,271,143
"103","bonf","glm",1667,50,0.9,0,0,0,0,1667,384,257,127
"104","mmm","glm",1667,50,0.9,0,23,1,1,1643,614,383,224
"105","bt","glm",1667,50,0.9,0,0,23,9,1658,987,591,368
"106","bonf","bglm",1667,50,0.9,0,0,0,0,1667,350,234,114
"107","mmm","bglm",1667,50,0.9,0,0,15,4,1663,610,378,230
"108","bt","bglm",1667,50,0.9,0,0,72,32,1635,1045,626,386
"109","bonf","glm",1667,25,0,0,0,0,0,1667,103,101,2
"110","mmm","glm",1667,25,0,0,399,0,0,1268,89,86,3
"111","bt","glm",1667,25,0,0,0,0,0,1667,442,395,40
"112","bonf","bglm",1667,25,0,0,0,0,0,1667,94,93,1
"113","mmm","bglm",1667,25,0,0,0,1,1,1666,108,103,5
"114","bt","bglm",1667,25,0,0,0,18,18,1649,386,357,23
"115","bonf","glm",1667,50,0,0,0,1,1,1666,407,380,27
"116","mmm","glm",1667,50,0,0,32,0,0,1635,443,407,32
"117","bt","glm",1667,50,0,0,0,9,9,1658,862,745,105
"118","bonf","bglm",1667,50,0,0,0,0,0,1667,362,338,22
"119","mmm","bglm",1667,50,0,0,0,1,1,1666,338,315,20
"120","bt","bglm",1667,50,0,0,0,44,42,1625,851,733,118
"121","bonf","glm",1667,25,0.5,0,0,0,0,1667,101,92,7
"122","mmm","glm",1667,25,0.5,0,313,0,0,1354,95,87,8
"123","bt","glm",1667,25,0.5,0,0,0,0,1667,433,349,60
"124","bonf","bglm",1667,25,0.5,0,0,0,0,1667,104,96,8
"125","mmm","bglm",1667,25,0.5,0,0,1,1,1666,90,82,8
"126","bt","bglm",1667,25,0.5,0,0,25,22,1645,378,308,63
"127","bonf","glm",1667,50,0.5,0,0,0,0,1667,404,340,62
"128","mmm","glm",1667,50,0.5,0,31,0,0,1636,431,347,82
"129","bt","glm",1667,50,0.5,0,0,8,7,1660,855,638,191
"130","bonf","bglm",1667,50,0.5,0,0,2,2,1665,331,280,49
"131","mmm","bglm",1667,50,0.5,0,0,3,3,1664,444,361,83
"132","bt","bglm",1667,50,0.5,0,0,49,42,1625,867,640,214
"133","bonf","glm",1667,25,0.9,0,0,0,0,1667,112,75,37
"134","mmm","glm",1667,25,0.9,0,206,0,0,1461,218,146,66
"135","bt","glm",1667,25,0.9,0,0,10,1,1666,578,346,177
"136","bonf","bglm",1667,25,0.9,0,0,0,0,1667,103,69,34
"137","mmm","bglm",1667,25,0.9,0,0,0,0,1667,215,143,67
"138","bt","bglm",1667,25,0.9,0,0,32,12,1655,454,278,147
"139","bonf","glm",1667,50,0.9,0,0,0,0,1667,404,247,154
"140","mmm","glm",1667,50,0.9,0,14,0,0,1653,575,364,197
"141","bt","glm",1667,50,0.9,0,0,6,4,1663,1040,613,367
"142","bonf","bglm",1667,50,0.9,0,0,3,1,1666,328,221,107
"143","mmm","bglm",1667,50,0.9,0,0,21,6,1661,581,361,202
"144","bt","bglm",1667,50,0.9,0,0,49,24,1643,968,577,372
"145","bonf","glm",1667,25,0,0,0,0,0,1667,93,91,2
"146","mmm","glm",1667,25,0,0,351,0,0,1316,75,75,0
"147","bt","glm",1667,25,0,0,0,2,1,1666,416,368,37
"148","bonf","bglm",1667,25,0,0,0,0,0,1667,85,83,2
"149","mmm","bglm",1667,25,0,0,0,0,0,1667,81,78,1
"150","bt","bglm",1667,25,0,0,0,28,28,1639,386,364,20
"151","bonf","glm",1667,50,0,0,0,0,0,1667,395,372,19
"152","mmm","glm",1667,50,0,0,26,0,0,1641,438,395,43
"153","bt","glm",1667,50,0,0,0,8,8,1659,880,746,119
"154","bonf","bglm",1667,50,0,0,0,3,3,1664,319,297,22
"155","mmm","bglm",1667,50,0,0,0,1,1,1666,347,328,17
"156","bt","bglm",1667,50,0,0,0,50,48,1619,809,707,96
"157","bonf","glm",1667,25,0.5,0,0,0,0,1667,94,81,13
"158","mmm","glm",1667,25,0.5,0,321,0,0,1346,69,60,9
"159","bt","glm",1667,25,0.5,0,0,1,1,1666,445,353,81
"160","bonf","bglm",1667,25,0.5,0,0,0,0,1667,94,89,5
"161","mmm","bglm",1667,25,0.5,0,0,1,1,1666,97,86,11
"162","bt","bglm",1667,25,0.5,0,0,28,22,1645,391,315,69
"163","bonf","glm",1667,50,0.5,0,0,0,0,1667,426,351,71
"164","mmm","glm",1667,50,0.5,0,30,0,0,1637,409,325,78
"165","bt","glm",1667,50,0.5,0,0,11,8,1659,879,660,188
"166","bonf","bglm",1667,50,0.5,0,0,0,0,1667,347,294,53
"167","mmm","bglm",1667,50,0.5,0,0,2,2,1665,422,339,83
"168","bt","bglm",1667,50,0.5,0,0,59,49,1618,864,644,207
"169","bonf","glm",1667,25,0.9,0,0,0,0,1667,88,56,32
"170","mmm","glm",1667,25,0.9,0,167,0,0,1500,182,121,54
"171","bt","glm",1667,25,0.9,0,0,12,1,1666,648,377,189
"172","bonf","bglm",1667,25,0.9,0,0,0,0,1667,82,57,25
"173","mmm","bglm",1667,25,0.9,0,0,0,0,1667,183,123,56
"174","bt","bglm",1667,25,0.9,0,0,19,9,1658,432,278,131
"175","bonf","glm",1667,50,0.9,0,0,0,0,1667,463,310,151
"176","mmm","glm",1667,50,0.9,0,19,1,1,1647,632,389,226
"177","bt","glm",1667,50,0.9,0,0,6,5,1662,990,587,352
"178","bonf","bglm",1667,50,0.9,0,0,0,0,1667,334,219,109
"179","mmm","bglm",1667,50,0.9,0,0,10,5,1662,629,386,232
"180","bt","bglm",1667,50,0.9,0,0,101,33,1634,969,582,364
"181","bonf","glm",1667,25,0,0,0,0,0,1667,121,121,0
"182","mmm","glm",1667,25,0,0,395,0,0,1272,83,81,2
"183","bt","glm",1667,25,0,0,0,1,1,1666,435,389,40
"184","bonf","bglm",1667,25,0,0,0,0,0,1667,85,84,1
"185","mmm","bglm",1667,25,0,0,0,0,0,1667,84,82,2
"186","bt","bglm",1667,25,0,0,0,23,23,1644,393,357,32
"187","bonf","glm",1667,50,0,0,0,0,0,1667,443,405,32
"188","mmm","glm",1667,50,0,0,28,0,0,1639,422,389,31
"189","bt","glm",1667,50,0,0,0,10,9,1658,899,762,126
"190","bonf","bglm",1667,50,0,0,0,4,4,1663,344,324,20
"191","mmm","bglm",1667,50,0,0,0,1,1,1666,349,328,21
"192","bt","bglm",1667,50,0,0,0,45,42,1625,866,735,125
"193","bonf","glm",1667,25,0.5,0,0,0,0,1667,107,92,11
"194","mmm","glm",1667,25,0.5,0,325,0,0,1342,94,86,8
"195","bt","glm",1667,25,0.5,0,0,3,1,1666,397,325,62
"196","bonf","bglm",1667,25,0.5,0,0,0,0,1667,105,96,9
"197","mmm","bglm",1667,25,0.5,0,0,0,0,1667,103,93,10
"198","bt","bglm",1667,25,0.5,0,0,30,22,1645,378,311,53
"199","bonf","glm",1667,50,0.5,0,0,0,0,1667,393,329,62
"200","mmm","glm",1667,50,0.5,0,23,0,0,1644,464,371,91
"201","bt","glm",1667,50,0.5,0,0,6,6,1661,948,704,218
"202","bonf","bglm",1667,50,0.5,0,0,0,0,1667,340,280,58
"203","mmm","bglm",1667,50,0.5,0,0,2,2,1665,427,344,79
"204","bt","bglm",1667,50,0.5,0,0,33,28,1639,868,647,207
"205","bonf","glm",1667,25,0.9,0,0,0,0,1667,96,62,34
"206","mmm","glm",1667,25,0.9,0,185,0,0,1482,226,137,79
"207","bt","glm",1667,25,0.9,0,0,0,0,1667,522,323,161
"208","bonf","bglm",1667,25,0.9,0,0,0,0,1667,102,68,34
"209","mmm","bglm",1667,25,0.9,0,0,0,0,1667,173,113,60
"210","bt","bglm",1667,25,0.9,0,0,52,21,1646,413,265,140
"211","bonf","glm",1667,50,0.9,0,0,0,0,1667,439,282,154
"212","mmm","glm",1667,50,0.9,0,11,0,0,1656,627,381,236
"213","bt","glm",1667,50,0.9,0,0,16,6,1661,996,598,346
"214","bonf","bglm",1667,50,0.9,0,0,0,0,1667,304,198,103
"215","mmm","bglm",1667,50,0.9,0,0,6,2,1665,562,351,209
"216","bt","bglm",1667,50,0.9,0,0,61,28,1639,960,568,351
