"method","model","ntrt","corr","nsim","rej_p","reji_p","rejcor_p","pow_p","powi_p","powcor_p","error_p","fail_p","setting","N","cor"
"bonf","glm",50,0,10002,0.00889822035592881,0.00839832033593281,0.991601679664067,0.0238952209558088,0.0237952409518096,0,1,0,"h02_04_ha8_01_d01",200,0
"bonf","glm",50,0.5,10002,0.00759848030393921,0.00719856028794241,0.992801439712058,0.0192961407718456,0.0158968206358728,0,1,0,"h02_04_ha8_01_d01",200,0.5
"bonf","glm",50,0.9,10002,0.00729854029194161,0.00549890021995601,0.994501099780044,0.0266946610677864,0.00909818036392721,0,1,0,"h02_04_ha8_01_d01",200,0.9
"bt","bglm",25,0,10002,0.0390921815636873,0.0366926614677065,0.963307338532294,0.201559688062388,0.185662867426515,0,1,0,"h02_04_ha8_01_d01",100,0
"bt","bglm",25,0.5,10002,0.0347930413917217,0.0316936612677464,0.968306338732254,0.203159368126375,0.127274545090982,0,1,0,"h02_04_ha8_01_d01",100,0.5
"bt","bglm",25,0.9,10002,0.0557888422315537,0.0363927214557089,0.963607278544291,0.279844031193761,0.0771845630873825,0,1,0,"h02_04_ha8_01_d01",100,0.9
"bt","bglm",50,0,10002,0.0281943611277744,0.0261947610477904,0.97380523895221,0.464707058588282,0.37622475504899,0,1,0,"h02_04_ha8_01_d01",200,0
"bt","bglm",50,0.5,10002,0.0252949410117976,0.022995400919816,0.977004599080184,0.487202559488102,0.25994801039792,0,1,0,"h02_04_ha8_01_d01",200,0.5
"bt","bglm",50,0.9,10002,0.0376924615076985,0.0262947410517896,0.97370525894821,0.610477904419116,0.155068986202759,0,1,0,"h02_04_ha8_01_d01",200,0.9
"bt","glm",25,0,10002,0.0478904219156169,0.0419916016796641,0.958008398320336,0.0307938412317536,0.0300939812037592,0,1,0,"h02_04_ha8_01_d01",100,0
"bt","glm",25,0.5,10002,0.0518896220755849,0.0456908618276345,0.954309138172366,0.0333933213357329,0.0252949410117976,0,1,0,"h02_04_ha8_01_d01",100,0.5
"bt","glm",25,0.9,10002,0.0750849830033993,0.0492901419716057,0.950709858028394,0.0509898020395921,0.0152969406118776,0,1,0,"h02_04_ha8_01_d01",100,0.9
"bt","glm",50,0,10002,0.0376924615076985,0.0334933013397321,0.966506698660268,0.288042391521696,0.253549290141972,0,1,0,"h02_04_ha8_01_d01",200,0
"bt","glm",50,0.5,10002,0.0395920815836833,0.0349930013997201,0.96500699860028,0.29244151169766,0.172065586882623,0,1,0,"h02_04_ha8_01_d01",200,0.5
"bt","glm",50,0.9,10002,0.0538892221555689,0.0358928214357129,0.964107178564287,0.45870825834833,0.11627674465107,0,1,0,"h02_04_ha8_01_d01",200,0.9
"mmm","bglm",25,0,10002,0.002999400119976,0.0028994201159768,0.997100579884023,0.00899820035992801,0.00899820035992801,0,1,0,"h02_04_ha8_01_d01",100,0
"mmm","bglm",25,0.5,10002,0.00459908018396321,0.00439912017596481,0.995600879824035,0.0125974805038992,0.010497900419916,0,1,0,"h02_04_ha8_01_d01",100,0.5
"mmm","bglm",25,0.9,10002,0.0106978604279144,0.00809838032393521,0.991901619676065,0.0559888022395521,0.0162967406518696,0,1,0,"h02_04_ha8_01_d01",100,0.9
"mmm","bglm",50,0,10002,0.00639872025594881,0.00629874025194961,0.99370125974805,0.108878224355129,0.10377924415117,0,1,0,"h02_04_ha8_01_d01",200,0
"mmm","bglm",50,0.5,10002,0.00819836032793441,0.00779844031193761,0.992201559688062,0.138072385522895,0.0889822035592881,0,1,0,"h02_04_ha8_01_d01",200,0.5
"mmm","bglm",50,0.9,10002,0.0161967606478704,0.011497700459908,0.988502299540092,0.274345130973805,0.0771845630873825,0,1,0,"h02_04_ha8_01_d01",200,0.9
"mmm","glm",25,0,10000,0.003,0.003,0.8056,2e-04,2e-04,0,0.1914,0,"h02_04_ha8_01_d01",100,0
"mmm","glm",25,0.5,10000,0.0054,0.0045,0.8245,3e-04,3e-04,0,0.171,0,"h02_04_ha8_01_d01",100,0.5
"mmm","glm",25,0.9,10000,0.0136,0.0092,0.8851,0.0048,0.0015,1e-04,0.1057,0,"h02_04_ha8_01_d01",100,0.9
"mmm","glm",50,0,10000,0.0076,0.0075,0.9742,0.0346,0.0343,0,0.0183,0,"h02_04_ha8_01_d01",200,0
"mmm","glm",50,0.5,10000,0.0125,0.0106,0.9737,0.0513,0.0376,0,0.0157,0,"h02_04_ha8_01_d01",200,0.5
"mmm","glm",50,0.9,10000,0.0234,0.0156,0.9735,0.174,0.0447,0.0053,0.0109,0,"h02_04_ha8_01_d01",200,0.9
"bonf","bglm",25,0,10000,0.0024,0.0023,0.9977,0.1822,0.1688,0,0.8335,0,"h02_04_ha8_01_d02",100,0
"bonf","bglm",25,0.5,10204,0.00392003136025088,0.00382203057624461,0.996177969423755,0.195903567228538,0.117208937671501,0,0.980203841630733,0,"h02_04_ha8_01_d02",100,0.5
"bonf","bglm",25,0.9,10000,0.0043,0.0034,0.9966,0.1716,0.0486,0.001,0.8335,0,"h02_04_ha8_01_d02",100,0.9
"bonf","bglm",50,0,10000,0.0045,0.0045,0.9955,1.4858,0.8104,1e-04,0.8335,0,"h02_04_ha8_01_d02",200,0
"bonf","bglm",50,0.5,10204,0.00578204625637005,0.00509604076832615,0.994903959231674,1.48157585260682,0.550862406899255,0,0.980203841630733,0,"h02_04_ha8_01_d02",200,0.5
"bonf","bglm",50,0.9,10000,0.0051,0.0044,0.9956,1.4958,0.3208,0.014,0.8335,0,"h02_04_ha8_01_d02",200,0.9
"bonf","glm",25,0,10000,0.0043,0.0043,0.9957,0.0186,0.0185,0,0.8335,0,"h02_04_ha8_01_d02",100,0
"bonf","glm",25,0.5,10204,0.00431203449627597,0.00392003136025088,0.996079968639749,0.0167581340650725,0.0143081144649157,0,0.980203841630733,0,"h02_04_ha8_01_d02",100,0.5
"bonf","glm",25,0.9,10000,0.0043,0.003,0.997,0.0198,0.0067,1e-04,0.8335,0,"h02_04_ha8_01_d02",100,0.9
"bonf","glm",50,0,10000,0.0076,0.0073,0.9927,0.8982,0.6156,0,0.8335,0,"h02_04_ha8_01_d02",200,0
"bonf","glm",50,0.5,10204,0.0084280674245394,0.00793806350450804,0.992061936495492,0.913367306938455,0.395433163465308,0,0.980203841630733,0,"h02_04_ha8_01_d02",200,0.5
"bonf","glm",50,0.9,10000,0.0084,0.0064,0.9936,0.8633,0.1999,0.0051,0.8335,0,"h02_04_ha8_01_d02",200,0.9
"bt","bglm",25,0,10000,0.0336,0.0317,0.9683,1.1983,0.7303,0,0.8335,0,"h02_04_ha8_01_d02",100,0
"bt","bglm",25,0.5,10204,0.0391023128185026,0.0344962759702078,0.965503724029792,1.24588396707174,0.494511956095649,0,0.980203841630733,0,"h02_04_ha8_01_d02",100,0.5
"bt","bglm",25,0.9,10000,0.0443,0.0315,0.9685,1.4886,0.3151,0.0138,0.8335,0,"h02_04_ha8_01_d02",100,0.9
"bt","bglm",50,0,10000,0.0227,0.0213,0.9787,2.7837,0.9683,0,0.8335,0,"h02_04_ha8_01_d02",200,0
"bt","bglm",50,0.5,10204,0.0248921991375931,0.0226381811054488,0.977361818894551,2.9327714621717,0.790180321442572,0.000784006272050176,0.980203841630733,0,"h02_04_ha8_01_d02",200,0.5
"bt","bglm",50,0.9,10000,0.0384,0.0271,0.9729,3.3705,0.5986,0.0402,0.8335,0,"h02_04_ha8_01_d02",200,0.9
"bt","glm",25,0,10000,0.0428,0.0396,0.9604,0.446,0.3698,0,0.8335,0,"h02_04_ha8_01_d02",100,0
"bt","glm",25,0.5,10204,0.0504704037632301,0.0420423363386907,0.957957663661309,0.456585652685221,0.252352018816151,0,0.980203841630733,0,"h02_04_ha8_01_d02",100,0.5
"bt","glm",25,0.9,10000,0.0734,0.0479,0.9521,0.6253,0.1445,0.0027,0.8335,0,"h02_04_ha8_01_d02",100,0.9
"bt","glm",50,0,10000,0.0297,0.026,0.974,2.3864,0.9391,0,0.8335,0,"h02_04_ha8_01_d02",200,0
"bt","glm",50,0.5,10204,0.0344962759702078,0.029890239121913,0.970109760878087,2.4874558996472,0.743335946687574,0.00049000392003136,0.980203841630733,0,"h02_04_ha8_01_d02",200,0.5
"bt","glm",50,0.9,10000,0.0463,0.0296,0.9704,3.026,0.5584,0.0322,0.8335,0,"h02_04_ha8_01_d02",200,0.9
"mmm","bglm",25,0,10000,0.0044,0.0043,0.9957,0.1944,0.1787,0,0.8335,0,"h02_04_ha8_01_d02",100,0
"mmm","bglm",25,0.5,10204,0.00450803606428851,0.0042140337122697,0.99578596628773,0.262838102704822,0.153469227753822,0,0.980203841630733,0,"h02_04_ha8_01_d02",100,0.5
"mmm","bglm",25,0.9,10000,0.0115,0.0086,0.9914,0.6014,0.1389,0.0048,0.8335,0,"h02_04_ha8_01_d02",100,0.9
"mmm","bglm",50,0,10000,0.0055,0.0054,0.9946,1.5619,0.8283,0,0.8335,0,"h02_04_ha8_01_d02",200,0
"mmm","bglm",50,0.5,10204,0.00686005488043904,0.00656605252842023,0.99343394747158,1.68943551548412,0.586044688357507,0.000686005488043904,0.980203841630733,0,"h02_04_ha8_01_d02",200,0.5
"mmm","bglm",50,0.9,10000,0.0152,0.0108,0.9892,2.404,0.468,0.0241,0.8335,0,"h02_04_ha8_01_d02",200,0.9
"mmm","glm",25,0,10000,0.004,0.0039,0.814,0.0215,0.0212,0,0.1821,0,"h02_04_ha8_01_d02",100,0
"mmm","glm",25,0.5,10000,0.0033,0.0032,0.8319,0.0261,0.019,0,0.1649,0,"h02_04_ha8_01_d02",100,0.5
"mmm","glm",25,0.9,10000,0.0184,0.0124,0.8854,0.1363,0.0349,0.003,0.1022,0,"h02_04_ha8_01_d02",100,0.9
"mmm","glm",50,0,10000,0.0099,0.0093,0.9727,1.0886,0.6828,0,0.018,0,"h02_04_ha8_01_d02",200,0
"mmm","glm",50,0.5,10000,0.0103,0.0095,0.9724,1.2278,0.4824,0.0055,0.0181,0,"h02_04_ha8_01_d02",200,0.5
"mmm","glm",50,0.9,10000,0.0212,0.0157,0.9749,2.032,0.3986,0.1228,0.0094,0,"h02_04_ha8_01_d02",200,0.9
"bonf","bglm",25,0,10002,0.0031993601279744,0.0031993601279744,0.996800639872026,0.000399920015996801,0.000399920015996801,0,1,0,"h02_04_ha8_01_s01",100,0
"bonf","bglm",25,0.5,10002,0.00359928014397121,0.00339932013597281,0.996600679864027,0.0002999400119976,0.0002999400119976,0,1,0,"h02_04_ha8_01_s01",100,0.5
"bonf","bglm",25,0.9,10002,0.0030993801239752,0.0023995200959808,0.997600479904019,0.000499900019996001,0.0001999600079984,0,1,0,"h02_04_ha8_01_s01",100,0.9
"bonf","bglm",50,0,10002,0.00439912017596481,0.00419916016796641,0.995800839832034,0.00349930013997201,0.00349930013997201,0,1,0,"h02_04_ha8_01_s01",200,0
"bonf","bglm",50,0.5,10002,0.00619876024795041,0.00559888022395521,0.994401119776045,0.00399920015996801,0.00369926014797041,0,1,0,"h02_04_ha8_01_s01",200,0.5
"bonf","bglm",50,0.9,10002,0.00639872025594881,0.00479904019196161,0.995200959808038,0.00349930013997201,0.001499700059988,0,1,0,"h02_04_ha8_01_s01",200,0.9
"bonf","glm",25,0,10002,0.0031993601279744,0.0031993601279744,0.996800639872026,0,0,0,1,0,"h02_04_ha8_01_s01",100,0
"bonf","glm",25,0.5,10002,0.00459908018396321,0.00429914017196561,0.995700859828034,0,0,0,1,0,"h02_04_ha8_01_s01",100,0.5
"bonf","glm",25,0.9,10002,0.00609878024395121,0.00479904019196161,0.995200959808038,0,0,0,1,0,"h02_04_ha8_01_s01",100,0.9
"bonf","glm",50,0,10002,0.00809838032393521,0.00789842031593681,0.992101579684063,0.0001999600079984,0.0001999600079984,0,1,0,"h02_04_ha8_01_s01",200,0
"bonf","glm",50,0.5,10002,0.00779844031193761,0.00709858028394321,0.992901419716057,0.000499900019996001,0.000499900019996001,0,1,0,"h02_04_ha8_01_s01",200,0.5
"bonf","glm",50,0.9,10002,0.00939812037592481,0.00759848030393921,0.992401519696061,0.0001999600079984,0.0001999600079984,0,1,0,"h02_04_ha8_01_s01",200,0.9
"bt","bglm",25,0,10002,0.0350929814037193,0.0322935412917417,0.967706458708258,0.0301939612077584,0.0300939812037592,0,1,0,"h02_04_ha8_01_s01",100,0
"bt","bglm",25,0.5,10002,0.0385922815436913,0.0343931213757249,0.965606878624275,0.0324935012997401,0.0271945610877824,0,1,0,"h02_04_ha8_01_s01",100,0.5
"bt","bglm",25,0.9,10002,0.0460907818436313,0.0324935012997401,0.96750649870026,0.0567886422715457,0.0188962207558488,0,1,0,"h02_04_ha8_01_s01",100,0.9
"bt","bglm",50,0,10002,0.0288942211557688,0.0271945610877824,0.972805438912218,0.0564887022595481,0.0541891621675665,0,1,0,"h02_04_ha8_01_s01",200,0
"bt","bglm",50,0.5,10002,0.0363927214557089,0.0325934813037392,0.967406518696261,0.0666866626674665,0.0512897420515897,0,1,0,"h02_04_ha8_01_s01",200,0.5
"bt","bglm",50,0.9,10002,0.0456908618276345,0.0296940611877624,0.970305938812238,0.105178964207159,0.0324935012997401,0,1,0,"h02_04_ha8_01_s01",200,0.9
"bt","glm",25,0,10002,0.0504899020195961,0.0451909618076385,0.954809038192362,0.0018996200759848,0.0018996200759848,0,1,0,"h02_04_ha8_01_s01",100,0
"bt","glm",25,0.5,10002,0.0575884823035393,0.0496900619876025,0.950309938012397,0.0015996800639872,0.0013997200559888,0,1,0,"h02_04_ha8_01_s01",100,0.5
"bt","glm",25,0.9,10002,0.0788842231553689,0.0506898620275945,0.949310137972405,0.00439912017596481,0.001499700059988,0,1,0,"h02_04_ha8_01_s01",100,0.9
"bt","glm",50,0,10002,0.0349930013997201,0.0323935212957408,0.967606478704259,0.0190961807638472,0.0185962807438512,0,1,0,"h02_04_ha8_01_s01",200,0
"bt","glm",50,0.5,10002,0.0441911617676465,0.0365926814637073,0.963407318536293,0.0198960207958408,0.0170965806838632,0,1,0,"h02_04_ha8_01_s01",200,0.5
"bt","glm",50,0.9,10002,0.0608878224355129,0.0397920415916817,0.960207958408318,0.0387922415516897,0.0142971405718856,0,1,0,"h02_04_ha8_01_s01",200,0.9
"mmm","bglm",25,0,10002,0.0027994401119776,0.0027994401119776,0.997200559888022,0.0002999400119976,0.0002999400119976,0,1,0,"h02_04_ha8_01_s01",100,0
"mmm","bglm",25,0.5,10002,0.00409918016396721,0.00389922015596881,0.996100779844031,0.000499900019996001,0.000399920015996801,0,1,0,"h02_04_ha8_01_s01",100,0.5
"mmm","bglm",25,0.9,10002,0.0141971605678864,0.0106978604279144,0.989302139572086,0.00519896020795841,0.0012997400519896,0,1,0,"h02_04_ha8_01_s01",100,0.9
"mmm","bglm",50,0,10002,0.00599880023995201,0.00579884023195361,0.994201159768046,0.00349930013997201,0.00349930013997201,0,1,0,"h02_04_ha8_01_s01",200,0
"mmm","bglm",50,0.5,10002,0.00829834033193361,0.00809838032393521,0.991901619676065,0.00679864027194561,0.00579884023195361,0,1,0,"h02_04_ha8_01_s01",200,0.5
"mmm","bglm",50,0.9,10002,0.0156968606278744,0.0122975404919016,0.987702459508098,0.0227954409118176,0.00949810037992401,0,1,0,"h02_04_ha8_01_s01",200,0.9
"mmm","glm",25,0,10000,0.0037,0.0035,0.7801,0,0,0,0.2164,0,"h02_04_ha8_01_s01",100,0
"mmm","glm",25,0.5,10000,0.0046,0.0043,0.8148,0,0,0,0.1809,0,"h02_04_ha8_01_s01",100,0.5
"mmm","glm",25,0.9,10000,0.0193,0.0131,0.8788,0,0,0,0.1081,0,"h02_04_ha8_01_s01",100,0.9
"mmm","glm",50,0,10000,0.0091,0.0086,0.9715,3e-04,3e-04,0,0.0199,0,"h02_04_ha8_01_s01",200,0
"mmm","glm",50,0.5,10000,0.01,0.0089,0.9766,9e-04,9e-04,0,0.0145,0,"h02_04_ha8_01_s01",200,0.5
"mmm","glm",50,0.9,10000,0.0245,0.0165,0.9715,0.0061,0.0019,0,0.012,0,"h02_04_ha8_01_s01",200,0.9
"bonf","bglm",25,0,11465,0.00375054513737462,0.00366332315743567,0.996336676842564,0.00174443959877889,0.00174443959877889,0,0.872394243349324,0,"h02_04_ha8_01_s02",100,0
"bonf","bglm",25,0.5,10216,0.00274079874706343,0.00254502740798747,0.997454972592013,0.00205559906029757,0.00166405638214565,0,0.81587705559906,0,"h02_04_ha8_01_s02",100,0.5
"bonf","bglm",25,0.9,11465,0.00418665503706934,0.00348887919755778,0.996511120802442,0.00148277365896206,0.000610553859572612,0,0.872394243349324,0,"h02_04_ha8_01_s02",100,0.9
"bonf","bglm",50,0,11465,0.0048844308765809,0.00479720889664195,0.995202791103358,0.023637156563454,0.0233754906236372,0,0.872394243349324,0,"h02_04_ha8_01_s02",200,0
"bonf","bglm",50,0.5,10216,0.0057752545027408,0.00538371182458888,0.994616288175411,0.0277016444792482,0.0228073610023493,0,0.81587705559906,0,"h02_04_ha8_01_s02",200,0.5
"bonf","bglm",50,0.9,11465,0.0040994330571304,0.00322721325774095,0.996772786742259,0.0240732664631487,0.00837331007413868,0,0.872394243349324,0,"h02_04_ha8_01_s02",200,0.9
"bonf","glm",25,0,11465,0.00532054077627562,0.00497165285651984,0.99502834714348,0,0,0,0.872394243349324,0,"h02_04_ha8_01_s02",100,0
"bonf","glm",25,0.5,10216,0.00460062646828504,0.00450274079874706,0.995497259201253,9.78856695379796e-05,9.78856695379796e-05,0,0.81587705559906,0,"h02_04_ha8_01_s02",100,0.5
"bonf","glm",25,0.9,11465,0.00593109463584823,0.00427387701700829,0.995726122982992,0,0,0,0.872394243349324,0,"h02_04_ha8_01_s02",100,0.9
"bonf","glm",50,0,11465,0.0100305276929786,0.0097688617531618,0.990231138246838,0.00348887919755778,0.00348887919755778,0,0.872394243349324,0,"h02_04_ha8_01_s02",200,0
"bonf","glm",50,0.5,10216,0.00949490994518403,0.00822239624119029,0.99177760375881,0.00225137039937353,0.00195771339075959,0,0.81587705559906,0,"h02_04_ha8_01_s02",200,0.5
"bonf","glm",50,0.9,11465,0.0101177496729176,0.00776275621456607,0.992237243785434,0.00401221107719145,0.00130832969908417,0,0.872394243349324,0,"h02_04_ha8_01_s02",200,0.9
"bt","bglm",25,0,11465,0.0354121238552115,0.0318360226777148,0.968163977322285,0.0848669864805931,0.0815525512429132,0,0.872394243349324,0,"h02_04_ha8_01_s02",100,0
"bt","bglm",25,0.5,10216,0.0342599843382929,0.0306382145653876,0.969361785434612,0.0899569303054033,0.0655833985904464,0,0.81587705559906,0,"h02_04_ha8_01_s02",100,0.5
"bt","bglm",25,0.9,11465,0.0529437418229394,0.0344526820758831,0.965547317924117,0.145050152638465,0.0437854339293502,0.000523331879633668,0.872394243349324,0,"h02_04_ha8_01_s02",100,0.9
"bt","bglm",50,0,11465,0.0262538159616223,0.0248582642825992,0.975141735717401,0.179153946794592,0.15952900130833,0,0.872394243349324,0,"h02_04_ha8_01_s02",200,0
"bt","bglm",50,0.5,10216,0.0297572435395458,0.0276037588097103,0.97239624119029,0.204874706342991,0.130971025841817,0,0.81587705559906,0,"h02_04_ha8_01_s02",200,0.5
"bt","bglm",50,0.9,11465,0.0397732228521587,0.0268643698211949,0.973135630178805,0.294025294374182,0.0846053205407763,0.000872219799389446,0.872394243349324,0,"h02_04_ha8_01_s02",200,0.9
"bt","glm",25,0,11465,0.0479720889664195,0.0427387701700829,0.957261229829917,0.00994330571303969,0.00994330571303969,0,0.872394243349324,0,"h02_04_ha8_01_s02",100,0
"bt","glm",25,0.5,10216,0.052662490211433,0.0464956930305403,0.95350430696946,0.00822239624119029,0.00714565387627251,0,0.81587705559906,0,"h02_04_ha8_01_s02",100,0.5
"bt","glm",25,0.9,11465,0.0743131269079808,0.0481465329262974,0.951853467073703,0.0193632795464457,0.00636720453554296,0,0.872394243349324,0,"h02_04_ha8_01_s02",100,0.9
"bt","glm",50,0,11465,0.0381160052333188,0.0343654600959442,0.965634539904056,0.0912341910161361,0.086611426079372,0,0.872394243349324,0,"h02_04_ha8_01_s02",200,0
"bt","glm",50,0.5,10216,0.0401331245105717,0.033868441660141,0.966131558339859,0.0879992169146437,0.0665622552858262,0,0.81587705559906,0,"h02_04_ha8_01_s02",200,0.5
"bt","glm",50,0.9,11465,0.0568687309201919,0.0395115569123419,0.960488443087658,0.178281726995203,0.0543392935019625,0.000261665939816834,0.872394243349324,0,"h02_04_ha8_01_s02",200,0.9
"mmm","bglm",25,0,11465,0.00392498909725251,0.00375054513737462,0.996249454862625,0.00218054949847362,0.00218054949847362,0,0.872394243349324,0,"h02_04_ha8_01_s02",100,0
"mmm","bglm",25,0.5,10216,0.00391542678151919,0.00391542678151919,0.996084573218481,0.00313234142521535,0.00264291307752545,0,0.81587705559906,0,"h02_04_ha8_01_s02",100,0.5
"mmm","bglm",25,0.9,11465,0.0113388573920628,0.00889664195377235,0.991103358046228,0.0164849542084605,0.00532054077627562,0,0.872394243349324,0,"h02_04_ha8_01_s02",100,0.9
"mmm","bglm",50,0,11465,0.00497165285651984,0.00462276493676406,0.995377235063236,0.0273877017008286,0.0271260357610118,0,0.872394243349324,0,"h02_04_ha8_01_s02",200,0
"mmm","bglm",50,0.5,10216,0.00890759592795615,0.00822239624119029,0.99177760375881,0.0315191855912294,0.0261354737666406,0,0.81587705559906,0,"h02_04_ha8_01_s02",200,0.5
"mmm","bglm",50,0.9,11465,0.015787178368949,0.0116005233318796,0.98839947666812,0.099258613170519,0.033144352376799,0.000436109899694723,0.872394243349324,0,"h02_04_ha8_01_s02",200,0.9
"mmm","glm",25,0,10000,0.0033,0.0032,0.7907,0,0,0,0.2061,0,"h02_04_ha8_01_s02",100,0
"mmm","glm",25,0.5,10000,0.005,0.0045,0.8237,0,0,0,0.1718,0,"h02_04_ha8_01_s02",100,0.5
"mmm","glm",25,0.9,10000,0.0163,0.0115,0.8893,0.0018,5e-04,0,0.0992,0,"h02_04_ha8_01_s02",100,0.9
"mmm","glm",50,0,10000,0.0101,0.0093,0.9738,0.0078,0.0078,0,0.0169,0,"h02_04_ha8_01_s02",200,0
"mmm","glm",50,0.5,10000,0.0112,0.0099,0.9737,0.0119,0.009,0,0.0164,0,"h02_04_ha8_01_s02",200,0.5
"mmm","glm",50,0.9,10000,0.0207,0.0146,0.9739,0.0566,0.0168,0.0012,0.0115,0,"h02_04_ha8_01_s02",200,0.9
"bonf","bglm",25,0,10002,0.002999400119976,0.002999400119976,0.997000599880024,0.0001999600079984,0.0001999600079984,0,1,0,"h02_04_ha8_002_d01",100,0
"bonf","bglm",25,0.5,10002,0.0031993601279744,0.0031993601279744,0.996800639872026,9.99800039992002e-05,9.99800039992002e-05,0,1,0,"h02_04_ha8_002_d01",100,0.5
"bonf","bglm",25,0.9,10002,0.0026994601079784,0.0016996600679864,0.998300339932014,0.000499900019996001,9.99800039992002e-05,0,1,0,"h02_04_ha8_002_d01",100,0.9
"bonf","bglm",50,0,10002,0.00559888022395521,0.00529894021195761,0.994701059788042,0.0349930013997201,0.0339932013597281,0,1,0,"h02_04_ha8_002_d01",200,0
"bonf","bglm",50,0.5,10002,0.00549890021995601,0.00539892021595681,0.994601079784043,0.0417916416716657,0.0311937612477504,0,1,0,"h02_04_ha8_002_d01",200,0.5
"bonf","bglm",50,0.9,10002,0.00369926014797041,0.0027994401119776,0.997200559888022,0.0392921415716857,0.010997800439912,0,1,0,"h02_04_ha8_002_d01",200,0.9
"bonf","glm",25,0,10002,0.00419916016796641,0.00389922015596881,0.996100779844031,0,0,0,1,0,"h02_04_ha8_002_d01",100,0
"bonf","glm",25,0.5,10002,0.00349930013997201,0.00329934013197361,0.996700659868026,0,0,0,1,0,"h02_04_ha8_002_d01",100,0.5
"bonf","glm",25,0.9,10002,0.00499900019996001,0.00349930013997201,0.996500699860028,0,0,0,1,0,"h02_04_ha8_002_d01",100,0.9
"bonf","glm",50,0,10002,0.00889822035592881,0.00849830033993201,0.991501699660068,9.99800039992002e-05,9.99800039992002e-05,0,1,0,"h02_04_ha8_002_d01",200,0
"bonf","glm",50,0.5,10002,0.00779844031193761,0.00709858028394321,0.992901419716057,0,0,0,1,0,"h02_04_ha8_002_d01",200,0.5
"bonf","glm",50,0.9,10002,0.00799840031993601,0.00579884023195361,0.994201159768046,0,0,0,1,0,"h02_04_ha8_002_d01",200,0.9
"bt","bglm",25,0,10002,0.0349930013997201,0.0320935812837433,0.967906418716257,0.100979804039192,0.0956808638272345,0,1,0,"h02_04_ha8_002_d01",100,0
"bt","bglm",25,0.5,10002,0.0419916016796641,0.0364927014597081,0.963507298540292,0.103979204159168,0.0673865226954609,0,1,0,"h02_04_ha8_002_d01",100,0.5
"bt","bglm",25,0.9,10002,0.0575884823035393,0.0366926614677065,0.963307338532294,0.203159368126375,0.0436912617476505,0,1,0,"h02_04_ha8_002_d01",100,0.9
"bt","bglm",50,0,10002,0.0371925614877025,0.0347930413917217,0.965206958608278,0.969806038792242,0.638372325534893,0,1,0,"h02_04_ha8_002_d01",200,0
"bt","bglm",50,0.5,10002,0.0427914417116577,0.0380923815236953,0.961907618476305,1.03179364127175,0.424215156968606,0,1,0,"h02_04_ha8_002_d01",200,0.5
"bt","bglm",50,0.9,10002,0.0574885022995401,0.0392921415716857,0.960707858428314,1.44281143771246,0.285342931413717,0,1,0,"h02_04_ha8_002_d01",200,0.9
"bt","glm",25,0,10002,0.0577884423115377,0.0511897620475905,0.948810237952409,0.0002999400119976,0.0002999400119976,0,1,0,"h02_04_ha8_002_d01",100,0
"bt","glm",25,0.5,10002,0.0645870825834833,0.0535892821435713,0.946410717856429,0.000699860027994401,0.000499900019996001,0,1,0,"h02_04_ha8_002_d01",100,0.5
"bt","glm",25,0.9,10002,0.0816836632673465,0.0518896220755849,0.948110377924415,0.0016996600679864,0.000499900019996001,0,1,0,"h02_04_ha8_002_d01",100,0.9
"bt","glm",50,0,10002,0.0559888022395521,0.0505898820235953,0.949410117976405,0.0360927814437113,0.0353929214157169,0,1,0,"h02_04_ha8_002_d01",200,0
"bt","glm",50,0.5,10002,0.0646870625874825,0.0541891621675665,0.945810837832433,0.0443911217756449,0.0338932213557289,0,1,0,"h02_04_ha8_002_d01",200,0.5
"bt","glm",50,0.9,10002,0.0791841631673665,0.0507898420315937,0.949210157968406,0.0951809638072385,0.0248950209958008,0,1,0,"h02_04_ha8_002_d01",200,0.9
"mmm","bglm",25,0,10002,0.00369926014797041,0.00359928014397121,0.996400719856029,0.0002999400119976,0.0002999400119976,0,1,0,"h02_04_ha8_002_d01",100,0
"mmm","bglm",25,0.5,10002,0.00629874025194961,0.00609878024395121,0.993901219756049,0.0016996600679864,0.0013997200559888,0,1,0,"h02_04_ha8_002_d01",100,0.5
"mmm","bglm",25,0.9,10002,0.0146970605878824,0.0107978404319136,0.989202159568086,0.0137972405518896,0.00339932013597281,0,1,0,"h02_04_ha8_002_d01",100,0.9
"mmm","bglm",50,0,10002,0.00599880023995201,0.00589882023595281,0.994101179764047,0.0428914217156569,0.0420915816836633,0,1,0,"h02_04_ha8_002_d01",200,0
"mmm","bglm",50,0.5,10002,0.00709858028394321,0.00679864027194561,0.993201359728054,0.0982803439312138,0.0652869426114777,0,1,0,"h02_04_ha8_002_d01",200,0.5
"mmm","bglm",50,0.9,10002,0.0197960407918416,0.01499700059988,0.98500299940012,0.337932413517297,0.0813837232553489,0,1,0,"h02_04_ha8_002_d01",200,0.9
"mmm","glm",25,0,10000,2e-04,2e-04,0.0821,0,0,0,0.9177,0,"h02_04_ha8_002_d01",100,0
"mmm","glm",25,0.5,10000,0.001,9e-04,0.188,0,0,0,0.8111,0,"h02_04_ha8_002_d01",100,0.5
