"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"93","bt","glm",1667,50,0.5,0,0,0,0,1667,1021,737,254
"94","bonf","bglm",1667,50,0.5,0,0,0,0,1667,346,290,54
"95","mmm","bglm",1667,50,0.5,0,0,0,0,1667,476,374,96
"96","bt","bglm",1667,50,0.5,0,0,0,0,1667,941,707,211
"97","bonf","glm",1667,25,0.9,0,0,0,0,1667,79,63,14
"98","mmm","glm",1667,25,0.9,0,725,0,0,942,132,80,39
"99","bt","glm",1667,25,0.9,0,0,0,0,1667,551,346,168
"100","bonf","bglm",1667,25,0.9,0,0,0,0,1667,77,56,21
"101","mmm","bglm",1667,25,0.9,0,0,0,0,1667,248,155,85
"102","bt","bglm",1667,25,0.9,0,0,0,0,1667,467,279,144
"103","bonf","glm",1667,50,0.9,0,0,0,0,1667,436,277,156
"104","mmm","glm",1667,50,0.9,0,728,0,0,939,356,213,125
"105","bt","glm",1667,50,0.9,0,0,0,0,1667,1089,641,378
"106","bonf","bglm",1667,50,0.9,0,0,0,0,1667,315,211,97
"107","mmm","bglm",1667,50,0.9,0,0,0,0,1667,661,414,234
"108","bt","bglm",1667,50,0.9,0,0,0,0,1667,1027,612,376
"109","bonf","glm",1667,25,0,0,0,0,0,1667,77,76,1
"110","mmm","glm",1667,25,0,0,1542,0,0,125,9,9,0
"111","bt","glm",1667,25,0,0,0,0,0,1667,393,347,35
"112","bonf","bglm",1667,25,0,0,0,0,0,1667,96,94,2
"113","mmm","bglm",1667,25,0,0,0,0,0,1667,94,91,3
"114","bt","bglm",1667,25,0,0,0,0,0,1667,350,322,24
"115","bonf","glm",1667,50,0,0,0,0,0,1667,427,396,29
"116","mmm","glm",1667,50,0,0,1483,0,0,184,49,47,2
"117","bt","glm",1667,50,0,0,0,0,0,1667,950,775,144
"118","bonf","bglm",1667,50,0,0,0,0,0,1667,337,327,10
"119","mmm","bglm",1667,50,0,0,0,0,0,1667,410,388,20
"120","bt","bglm",1667,50,0,0,0,0,0,1667,838,709,117
"121","bonf","glm",1667,25,0.5,0,0,0,0,1667,80,72,6
"122","mmm","glm",1667,25,0.5,0,1212,0,0,455,32,25,5
"123","bt","glm",1667,25,0.5,0,0,0,0,1667,499,381,93
"124","bonf","bglm",1667,25,0.5,0,0,0,0,1667,76,69,7
"125","mmm","bglm",1667,25,0.5,0,0,0,0,1667,146,125,19
"126","bt","bglm",1667,25,0.5,0,0,0,0,1667,388,318,61
"127","bonf","glm",1667,50,0.5,0,0,0,0,1667,401,333,62
"128","mmm","glm",1667,50,0.5,0,1203,0,0,464,115,87,26
"129","bt","glm",1667,50,0.5,0,0,0,0,1667,992,716,236
"130","bonf","bglm",1667,50,0.5,0,0,0,0,1667,329,276,53
"131","mmm","bglm",1667,50,0.5,0,0,0,0,1667,449,361,82
"132","bt","bglm",1667,50,0.5,0,0,0,0,1667,864,642,197
"133","bonf","glm",1667,25,0.9,0,0,0,0,1667,95,66,29
"134","mmm","glm",1667,25,0.9,0,716,0,0,951,144,95,45
"135","bt","glm",1667,25,0.9,0,0,0,0,1667,511,304,159
"136","bonf","bglm",1667,25,0.9,0,0,0,0,1667,91,60,31
"137","mmm","bglm",1667,25,0.9,0,0,0,0,1667,215,154,59
"138","bt","bglm",1667,25,0.9,0,0,0,0,1667,436,274,146
"139","bonf","glm",1667,50,0.9,0,0,0,0,1667,473,300,165
"140","mmm","glm",1667,50,0.9,0,742,0,0,925,390,238,135
"141","bt","glm",1667,50,0.9,0,0,0,0,1667,1108,642,388
"142","bonf","bglm",1667,50,0.9,0,0,0,0,1667,331,211,118
"143","mmm","bglm",1667,50,0.9,0,0,0,0,1667,695,428,256
"144","bt","bglm",1667,50,0.9,0,0,5,1,1666,1063,627,397
"145","bonf","glm",1667,25,0,0,0,0,0,1667,73,73,0
"146","mmm","glm",1667,25,0,0,1508,0,0,159,9,9,0
"147","bt","glm",1667,25,0,0,0,0,0,1667,482,422,55
"148","bonf","bglm",1667,25,0,0,0,0,0,1667,102,98,4
"149","mmm","bglm",1667,25,0,0,0,0,0,1667,108,106,2
"150","bt","bglm",1667,25,0,0,0,0,0,1667,359,334,23
"151","bonf","glm",1667,50,0,0,0,0,0,1667,397,371,24
"152","mmm","glm",1667,50,0,0,1490,0,0,177,37,32,5
"153","bt","glm",1667,50,0,0,0,0,0,1667,949,796,138
"154","bonf","bglm",1667,50,0,0,0,0,0,1667,359,335,24
"155","mmm","bglm",1667,50,0,0,0,0,0,1667,388,369,19
"156","bt","bglm",1667,50,0,0,0,0,0,1667,897,769,126
"157","bonf","glm",1667,25,0.5,0,0,0,0,1667,96,83,13
"158","mmm","glm",1667,25,0.5,0,1219,0,0,448,33,26,7
"159","bt","glm",1667,25,0.5,0,0,0,0,1667,440,342,79
"160","bonf","bglm",1667,25,0.5,0,0,0,0,1667,79,73,6
"161","mmm","bglm",1667,25,0.5,0,0,0,0,1667,150,133,13
"162","bt","bglm",1667,25,0.5,0,0,0,0,1667,359,296,59
"163","bonf","glm",1667,50,0.5,0,0,0,0,1667,393,324,65
"164","mmm","glm",1667,50,0.5,0,1173,0,0,494,102,79,17
"165","bt","glm",1667,50,0.5,0,0,0,0,1667,942,712,204
"166","bonf","bglm",1667,50,0.5,0,0,0,0,1667,336,276,54
"167","mmm","bglm",1667,50,0.5,0,0,0,0,1667,476,378,92
"168","bt","bglm",1667,50,0.5,0,0,1,1,1666,891,666,209
"169","bonf","glm",1667,25,0.9,0,0,0,0,1667,117,79,38
"170","mmm","glm",1667,25,0.9,0,734,0,0,933,152,96,46
"171","bt","glm",1667,25,0.9,0,0,0,0,1667,513,325,154
"172","bonf","bglm",1667,25,0.9,0,0,0,0,1667,94,63,28
"173","mmm","bglm",1667,25,0.9,0,0,0,0,1667,257,165,85
"174","bt","bglm",1667,25,0.9,0,0,0,0,1667,441,279,132
"175","bonf","glm",1667,50,0.9,0,0,0,0,1667,434,274,151
"176","mmm","glm",1667,50,0.9,0,739,0,0,928,362,225,130
"177","bt","glm",1667,50,0.9,0,0,0,0,1667,1117,651,387
"178","bonf","bglm",1667,50,0.9,0,0,0,0,1667,340,221,115
"179","mmm","bglm",1667,50,0.9,0,0,0,0,1667,695,424,250
"180","bt","bglm",1667,50,0.9,0,0,2,1,1666,1056,621,375
"181","bonf","glm",417,25,0,0,0,0,0,417,33,33,0
"182","mmm","glm",417,25,0,0,379,0,0,38,0,0,0
"183","bt","glm",417,25,0,0,0,0,0,417,125,112,9
"184","bonf","bglm",417,25,0,0,0,0,0,417,31,31,0
"185","mmm","bglm",417,25,0,0,0,0,0,417,24,23,1
"186","bt","bglm",417,25,0,0,0,0,0,417,103,94,7
"187","bonf","glm",417,50,0,0,0,0,0,417,137,129,8
"188","mmm","glm",417,50,0,0,369,0,0,48,9,9,0
"189","bt","glm",417,50,0,0,0,0,0,417,218,181,33
"190","bonf","bglm",417,50,0,0,0,0,0,417,78,72,6
"191","mmm","bglm",417,50,0,0,0,0,0,417,104,95,9
"192","bt","bglm",417,50,0,0,0,0,0,417,189,162,27
"193","bonf","glm",417,25,0.5,0,0,0,0,417,27,23,4
"194","mmm","glm",417,25,0.5,0,306,0,0,111,7,7,0
"195","bt","glm",417,25,0.5,0,0,0,0,417,110,86,21
"196","bonf","bglm",417,25,0.5,0,0,0,0,417,24,21,3
"197","mmm","bglm",417,25,0.5,0,0,0,0,417,40,35,5
"198","bt","bglm",417,25,0.5,0,0,0,0,417,99,82,15
"199","bonf","glm",417,50,0.5,0,0,0,0,417,103,86,17
"200","mmm","glm",417,50,0.5,0,289,0,0,128,36,24,6
"201","bt","glm",417,50,0.5,0,0,0,0,417,207,159,39
"202","bonf","bglm",417,50,0.5,0,0,0,0,417,67,58,9
"203","mmm","bglm",417,50,0.5,0,0,0,0,417,102,88,14
"204","bt","bglm",417,50,0.5,0,0,0,0,417,232,174,53
"205","bonf","glm",417,25,0.9,0,0,0,0,417,31,20,11
"206","mmm","glm",417,25,0.9,0,178,0,0,239,38,24,14
"207","bt","glm",417,25,0.9,0,0,0,0,417,144,90,41
"208","bonf","bglm",417,25,0.9,0,0,0,0,417,20,13,7
"209","mmm","bglm",417,25,0.9,0,0,0,0,417,62,42,17
"210","bt","bglm",417,25,0.9,0,0,0,0,417,112,74,30
"211","bonf","glm",417,50,0.9,0,0,0,0,417,114,73,41
"212","mmm","glm",417,50,0.9,0,176,0,0,241,97,61,36
"213","bt","glm",417,50,0.9,0,0,0,0,417,248,151,85
"214","bonf","bglm",417,50,0.9,0,0,0,0,417,81,54,24
"215","mmm","bglm",417,50,0.9,0,0,0,0,417,175,108,62
"216","bt","bglm",417,50,0.9,0,0,0,0,417,288,161,110
"217","bonf","glm",417,25,0,0,0,0,0,417,26,26,0
"218","mmm","glm",417,25,0,0,381,0,0,36,0,0,0
"219","bt","glm",417,25,0,0,0,0,0,417,108,93,11
"220","bonf","bglm",417,25,0,0,0,0,0,417,25,25,0
"221","mmm","bglm",417,25,0,0,0,0,0,417,27,27,0
"222","bt","bglm",417,25,0,0,0,0,0,417,84,73,11
"223","bonf","glm",417,50,0,0,0,0,0,417,112,101,11
"224","mmm","glm",417,50,0,0,368,0,0,49,6,6,0
"225","bt","glm",417,50,0,0,0,0,0,417,230,192,38
"226","bonf","bglm",417,50,0,0,0,0,0,417,90,85,5
"227","mmm","bglm",417,50,0,0,0,0,0,417,102,97,5
"228","bt","bglm",417,50,0,0,0,0,0,417,211,186,23
"229","bonf","glm",417,25,0.5,0,0,0,0,417,34,32,2
"230","mmm","glm",417,25,0.5,0,304,0,0,113,5,5,0
"231","bt","glm",417,25,0.5,0,0,0,0,417,111,88,17
"232","bonf","bglm",417,25,0.5,0,0,0,0,417,20,18,2
"233","mmm","bglm",417,25,0.5,0,0,0,0,417,50,44,6
"234","bt","bglm",417,25,0.5,0,0,0,0,417,81,65,14
"235","bonf","glm",417,50,0.5,0,0,0,0,417,117,99,18
"236","mmm","glm",417,50,0.5,0,302,0,0,115,30,25,5
"237","bt","glm",417,50,0.5,0,0,0,0,417,250,187,54
"238","bonf","bglm",417,50,0.5,0,0,0,0,417,90,75,15
"239","mmm","bglm",417,50,0.5,0,0,0,0,417,117,96,21
"240","bt","bglm",417,50,0.5,0,0,1,1,416,255,191,56
"241","bonf","glm",417,25,0.9,0,0,0,0,417,17,12,5
"242","mmm","glm",417,25,0.9,0,165,0,0,252,54,31,20
"243","bt","glm",417,25,0.9,0,0,0,0,417,140,89,38
"244","bonf","bglm",417,25,0.9,0,0,0,0,417,27,20,7
"245","mmm","bglm",417,25,0.9,0,0,0,0,417,60,36,21
"246","bt","bglm",417,25,0.9,0,0,0,0,417,111,71,34
"247","bonf","glm",417,50,0.9,0,0,0,0,417,104,62,39
"248","mmm","glm",417,50,0.9,0,186,0,0,231,103,64,37
"249","bt","glm",417,50,0.9,0,0,0,0,417,269,160,98
"250","bonf","bglm",417,50,0.9,0,0,0,0,417,85,54,31
"251","mmm","bglm",417,50,0.9,0,0,0,0,417,172,106,64
"252","bt","bglm",417,50,0.9,0,0,0,0,417,266,162,99
"253","bonf","glm",417,25,0,0,0,0,0,417,19,19,0
"254","mmm","glm",417,25,0,0,381,0,0,36,1,1,0
"255","bt","glm",417,25,0,0,0,0,0,417,97,86,9
"256","bonf","bglm",417,25,0,0,0,0,0,417,31,31,0
"257","mmm","bglm",417,25,0,0,0,0,0,417,25,25,0
"258","bt","bglm",417,25,0,0,0,0,0,417,88,81,5
"259","bonf","glm",417,50,0,0,0,0,0,417,100,94,6
"260","mmm","glm",417,50,0,0,376,0,0,41,14,12,2
"261","bt","glm",417,50,0,0,0,0,0,417,254,213,39
"262","bonf","bglm",417,50,0,0,0,0,0,417,92,91,1
"263","mmm","bglm",417,50,0,0,0,0,0,417,86,82,4
"264","bt","bglm",417,50,0,0,0,0,0,417,221,190,25
"265","bonf","glm",417,25,0.5,0,0,0,0,417,21,18,3
"266","mmm","glm",417,25,0.5,0,303,0,0,114,13,12,1
"267","bt","glm",417,25,0.5,0,0,0,0,417,114,92,15
"268","bonf","bglm",417,25,0.5,0,0,0,0,417,31,27,4
"269","mmm","bglm",417,25,0.5,0,0,0,0,417,31,29,2
"270","bt","bglm",417,25,0.5,0,0,0,0,417,111,85,24
"271","bonf","glm",417,50,0.5,0,0,0,0,417,100,90,10
"272","mmm","glm",417,50,0.5,0,288,0,0,129,25,22,3
"273","bt","glm",417,50,0.5,0,0,0,0,417,255,183,64
"274","bonf","bglm",417,50,0.5,0,0,0,0,417,80,69,11
"275","mmm","bglm",417,50,0.5,0,0,0,0,417,120,98,22
"276","bt","bglm",417,50,0.5,0,0,0,0,417,219,168,49
"277","bonf","glm",417,25,0.9,0,0,0,0,417,23,15,8
"278","mmm","glm",417,25,0.9,0,191,0,0,226,35,21,11
"279","bt","glm",417,25,0.9,0,0,0,0,417,132,81,42
"280","bonf","bglm",417,25,0.9,0,0,0,0,417,18,14,4
"281","mmm","bglm",417,25,0.9,0,0,0,0,417,45,29,16
"282","bt","bglm",417,25,0.9,0,0,0,0,417,164,96,57
"283","bonf","glm",417,50,0.9,0,0,0,0,417,82,52,30
"284","mmm","glm",417,50,0.9,0,205,0,0,212,99,61,33
"285","bt","glm",417,50,0.9,0,0,0,0,417,271,159,104
"286","bonf","bglm",417,50,0.9,0,0,0,0,417,84,57,27
"287","mmm","bglm",417,50,0.9,0,0,0,0,417,158,100,56
"288","bt","bglm",417,50,0.9,0,0,0,0,417,281,167,104
"289","bonf","glm",417,25,0,0,0,0,0,417,23,22,1
"290","mmm","glm",417,25,0,0,377,0,0,40,0,0,0
"291","bt","glm",417,25,0,0,0,0,0,417,121,108,11
"292","bonf","bglm",417,25,0,0,0,0,0,417,18,18,0
"293","mmm","bglm",417,25,0,0,0,0,0,417,20,20,0
"294","bt","bglm",417,25,0,0,0,0,0,417,98,91,7
"295","bonf","glm",417,50,0,0,0,0,0,417,88,84,4
"296","mmm","glm",417,50,0,0,378,0,0,39,12,12,0
"297","bt","glm",417,50,0,0,0,0,0,417,246,212,30
"298","bonf","bglm",417,50,0,0,0,0,0,417,89,86,3
"299","mmm","bglm",417,50,0,0,0,0,0,417,104,91,13
"300","bt","bglm",417,50,0,0,0,0,0,417,196,170,24
"301","bonf","glm",417,25,0.5,0,0,0,0,417,19,18,1
"302","mmm","glm",417,25,0.5,0,295,0,0,122,7,6,1
"303","bt","glm",417,25,0.5,0,0,0,0,417,135,103,30
"304","bonf","bglm",417,25,0.5,0,0,0,0,417,15,15,0
"305","mmm","bglm",417,25,0.5,0,0,0,0,417,44,36,6
"306","bt","bglm",417,25,0.5,0,0,0,0,417,80,68,12
"307","bonf","glm",417,50,0.5,0,0,0,0,417,104,88,16
"308","mmm","glm",417,50,0.5,0,289,0,0,128,29,20,9
"309","bt","glm",417,50,0.5,0,0,0,0,417,244,176,58
"310","bonf","bglm",417,50,0.5,0,0,0,0,417,63,55,8
"311","mmm","bglm",417,50,0.5,0,0,0,0,417,128,97,31
"312","bt","bglm",417,50,0.5,0,0,0,0,417,210,155,51
"313","bonf","glm",417,25,0.9,0,0,0,0,417,33,21,12
"314","mmm","glm",417,25,0.9,0,185,0,0,232,49,26,11
"315","bt","glm",417,25,0.9,0,0,0,0,417,142,84,46
"316","bonf","bglm",417,25,0.9,0,0,0,0,417,26,19,7
"317","mmm","bglm",417,25,0.9,0,0,0,0,417,60,42,16
"318","bt","bglm",417,25,0.9,0,0,0,0,417,106,66,34
"319","bonf","glm",417,50,0.9,0,0,0,0,417,94,61,33
"320","mmm","glm",417,50,0.9,0,185,0,0,232,93,59,34
"321","bt","glm",417,50,0.9,0,0,0,0,417,278,160,101
"322","bonf","bglm",417,50,0.9,0,0,0,0,417,72,47,25
"323","mmm","bglm",417,50,0.9,0,0,0,0,417,170,102,63
"324","bt","bglm",417,50,0.9,0,0,0,0,417,262,157,93
