"","Method","Model","Setting","N","Correlation","Power","FWER","No_simulations"
"1258","mmm","glm","h08_002_ha2_04_s02",200,0,0.010997800439912,0,10002
"1259","mmm","glm","h08_002_ha2_04_s02",200,0.5,0.0277944411117776,0,10002
"1260","mmm","glm","h08_002_ha2_04_s02",200,0.9,0.0801839632073585,0,10002
"1261","bonf","bglm","h08_04_ha2_01_d01",100,0,0.00389922015596881,0.00539892021595681,10002
"1262","bonf","bglm","h08_04_ha2_01_d01",100,0.5,0.0026994601079784,0.00579884023195361,10002
"1263","bonf","bglm","h08_04_ha2_01_d01",100,0.9,0.0011997600479904,0.00329934013197361,10002
"1264","bonf","bglm","h08_04_ha2_01_d01",200,0,0.0540891821635673,0.0123975204959008,10002
"1265","bonf","bglm","h08_04_ha2_01_d01",200,0.5,0.0426914617076585,0.0111977604479104,10002
"1266","bonf","bglm","h08_04_ha2_01_d01",200,0.9,0.0196960607878424,0.00589882023595281,10002
"1267","bonf","glm","h08_04_ha2_01_d01",100,0,0,0.00689862027594481,10002
"1268","bonf","glm","h08_04_ha2_01_d01",100,0.5,0,0.00399920015996801,10002
"1269","bonf","glm","h08_04_ha2_01_d01",100,0.9,0,0.00329934013197361,10002
"1270","bonf","glm","h08_04_ha2_01_d01",200,0,0.00809838032393521,0.0166966606678664,10002
"1271","bonf","glm","h08_04_ha2_01_d01",200,0.5,0.00789842031593681,0.0157968406318736,10002
"1272","bonf","glm","h08_04_ha2_01_d01",200,0.9,0.00339932013597281,0.00789842031593681,10002
"1273","bt","bglm","h08_04_ha2_01_d01",100,0,0.0412917416516697,0.0401919616076785,10002
"1274","bt","bglm","h08_04_ha2_01_d01",100,0.5,0.0380923815236953,0.0394921015796841,10002
"1275","bt","bglm","h08_04_ha2_01_d01",100,0.9,0.0431913617276545,0.0348930213957209,10002
"1276","bt","bglm","h08_04_ha2_01_d01",200,0,0.160967806438712,0.0377924415116977,10002
"1277","bt","bglm","h08_04_ha2_01_d01",200,0.5,0.130973805238952,0.0346930613877225,10002
"1278","bt","bglm","h08_04_ha2_01_d01",200,0.9,0.113077384523095,0.0385922815436913,10002
"1279","bt","glm","h08_04_ha2_01_d01",100,0,0.00409918016396721,0.0517896420715857,10002
"1280","bt","glm","h08_04_ha2_01_d01",100,0.5,0.00399920015996801,0.0549890021995601,10002
"1281","bt","glm","h08_04_ha2_01_d01",100,0.9,0.00509898020395921,0.0520895820835833,10002
"1282","bt","glm","h08_04_ha2_01_d01",200,0,0.0623875224955009,0.0488902219556089,10002
"1283","bt","glm","h08_04_ha2_01_d01",200,0.5,0.0635872825434913,0.0468906218756249,10002
"1284","bt","glm","h08_04_ha2_01_d01",200,0.9,0.0723855228954209,0.0468906218756249,10002
"1285","mmm","bglm","h08_04_ha2_01_d01",100,0,0.00509898020395921,0.00509898020395921,10002
"1286","mmm","bglm","h08_04_ha2_01_d01",100,0.5,0.00519896020795841,0.00739852029594081,10002
"1287","mmm","bglm","h08_04_ha2_01_d01",100,0.9,0.00819836032793441,0.00949810037992401,10002
"1288","mmm","bglm","h08_04_ha2_01_d01",200,0,0.0611877624475105,0.015496900619876,10002
"1289","mmm","bglm","h08_04_ha2_01_d01",200,0.5,0.0521895620875825,0.0143971205758848,10002
"1290","mmm","bglm","h08_04_ha2_01_d01",200,0.9,0.0574885022995401,0.0156968606278744,10002
"1291","mmm","glm","h08_04_ha2_01_d01",100,0,0,0.0102979404119176,10002
"1292","mmm","glm","h08_04_ha2_01_d01",100,0.5,9.99800039992002e-05,0.0128974205158968,10002
"1293","mmm","glm","h08_04_ha2_01_d01",100,0.9,0.000799840031993601,0.0157968406318736,10002
"1294","mmm","glm","h08_04_ha2_01_d01",200,0,0.0147970405918816,0.0135972805438912,10002
"1295","mmm","glm","h08_04_ha2_01_d01",200,0.5,0.018496300739852,0.0176964607078584,10002
"1296","mmm","glm","h08_04_ha2_01_d01",200,0.9,0.0312937412517496,0.0233953209358128,10002
"1297","bonf","bglm","h08_04_ha2_01_d02",100,0,0.0944811037792442,0.00679864027194561,10002
"1298","bonf","bglm","h08_04_ha2_01_d02",100,0.5,0.0660867826434713,0.00499900019996001,10002
"1299","bonf","bglm","h08_04_ha2_01_d02",100,0.9,0.0273945210957808,0.00249950009998,10002
"1300","bonf","bglm","h08_04_ha2_01_d02",200,0,0.69626074785043,0.0137972405518896,10002
"1301","bonf","bglm","h08_04_ha2_01_d02",200,0.5,0.455808838232354,0.011997600479904,10002
"1302","bonf","bglm","h08_04_ha2_01_d02",200,0.9,0.25374925014997,0.00579884023195361,10002
"1303","bonf","glm","h08_04_ha2_01_d02",100,0,0.00529894021195761,0.00549890021995601,10002
"1304","bonf","glm","h08_04_ha2_01_d02",100,0.5,0.00389922015596881,0.00539892021595681,10002
"1305","bonf","glm","h08_04_ha2_01_d02",100,0.9,0.001999600079984,0.0028994201159768,10002
"1306","bonf","glm","h08_04_ha2_01_d02",200,0,0.438212357528494,0.01999600079984,10002
"1307","bonf","glm","h08_04_ha2_01_d02",200,0.5,0.27744451109778,0.0145970805838832,10002
"1308","bonf","glm","h08_04_ha2_01_d02",200,0.9,0.137972405518896,0.00739852029594081,10002
"1309","bt","bglm","h08_04_ha2_01_d02",100,0,0.422715456908618,0.0395920815836833,10002
"1310","bt","bglm","h08_04_ha2_01_d02",100,0.5,0.303239352129574,0.0373925214957009,10002
"1311","bt","bglm","h08_04_ha2_01_d02",100,0.9,0.241351729654069,0.0399920015996801,10002
"1312","bt","bglm","h08_04_ha2_01_d02",200,0,0.890621875624875,0.0381923615276945,10002
"1313","bt","bglm","h08_04_ha2_01_d02",200,0.5,0.653969206158768,0.0329934013197361,10002
"1314","bt","bglm","h08_04_ha2_01_d02",200,0.9,0.533893221355729,0.0296940611877624,10002
"1315","bt","glm","h08_04_ha2_01_d02",100,0,0.118676264747051,0.0504899020195961,10002
"1316","bt","glm","h08_04_ha2_01_d02",100,0.5,0.104879024195161,0.0491901619676065,10002
"1317","bt","glm","h08_04_ha2_01_d02",100,0.9,0.0864827034593081,0.0487902419516097,10002
"1318","bt","glm","h08_04_ha2_01_d02",200,0,0.772145570885823,0.0451909618076385,10002
"1319","bt","glm","h08_04_ha2_01_d02",200,0.5,0.558388322335533,0.0452909418116377,10002
"1320","bt","glm","h08_04_ha2_01_d02",200,0.9,0.471505698860228,0.0404919016196761,10002
"1321","mmm","bglm","h08_04_ha2_01_d02",100,0,0.111577684463107,0.00809838032393521,10002
"1322","mmm","bglm","h08_04_ha2_01_d02",100,0.5,0.0997800439912018,0.00839832033593281,10002
"1323","mmm","bglm","h08_04_ha2_01_d02",100,0.9,0.094881023795241,0.0105978804239152,10002
"1324","mmm","bglm","h08_04_ha2_01_d02",200,0,0.708258348330334,0.0132973405318936,10002
"1325","mmm","bglm","h08_04_ha2_01_d02",200,0.5,0.510697860427914,0.0150969806038792,10002
"1326","mmm","bglm","h08_04_ha2_01_d02",200,0.9,0.409218156368726,0.0160967806438712,10002
"1327","mmm","glm","h08_04_ha2_01_d02",100,0,0.00729854029194161,0.0106978604279144,10002
"1328","mmm","glm","h08_04_ha2_01_d02",100,0.5,0.00999800039992002,0.0108978204359128,10002
"1329","mmm","glm","h08_04_ha2_01_d02",100,0.9,0.017996400719856,0.0138972205558888,10002
"1330","mmm","glm","h08_04_ha2_01_d02",200,0,0.528994201159768,0.0160967806438712,10002
"1331","mmm","glm","h08_04_ha2_01_d02",200,0.5,0.375424915016997,0.0216956608678264,10002
"1332","mmm","glm","h08_04_ha2_01_d02",200,0.9,0.345930813837233,0.0251949610077984,10002
"1333","bonf","bglm","h08_04_ha2_01_s01",100,0,0,0.0132973405318936,10002
"1334","bonf","bglm","h08_04_ha2_01_s01",100,0.5,0.0001999600079984,0.0118976204759048,10002
"1335","bonf","bglm","h08_04_ha2_01_s01",100,0.9,0.0001999600079984,0.00439912017596481,10002
"1336","bonf","bglm","h08_04_ha2_01_s01",200,0,0.0012997400519896,0.0203959208158368,10002
"1337","bonf","bglm","h08_04_ha2_01_s01",200,0.5,0.000799840031993601,0.01749650069986,10002
"1338","bonf","bglm","h08_04_ha2_01_s01",200,0.9,0.0010997800439912,0.00919816036792642,10002
"1339","bonf","glm","h08_04_ha2_01_s01",100,0,0,0.0146970605878824,10002
"1340","bonf","glm","h08_04_ha2_01_s01",100,0.5,0,0.0140971805638872,10002
"1341","bonf","glm","h08_04_ha2_01_s01",100,0.9,0,0.00699860027994401,10002
"1342","bonf","glm","h08_04_ha2_01_s01",200,0,0,0.0320935812837433,10002
"1343","bonf","glm","h08_04_ha2_01_s01",200,0.5,0,0.0277944411117776,10002
"1344","bonf","glm","h08_04_ha2_01_s01",200,0.9,0,0.0127974405118976,10002
"1345","bt","bglm","h08_04_ha2_01_s01",100,0,0.0011997600479904,0.0409918016396721,10002
"1346","bt","bglm","h08_04_ha2_01_s01",100,0.5,0.001499700059988,0.0406918616276745,10002
"1347","bt","bglm","h08_04_ha2_01_s01",100,0.9,0.00469906018796241,0.0375924815036993,10002
"1348","bt","bglm","h08_04_ha2_01_s01",200,0,0.0026994601079784,0.0347930413917217,10002
"1349","bt","bglm","h08_04_ha2_01_s01",200,0.5,0.0031993601279744,0.0368926214757049,10002
"1350","bt","bglm","h08_04_ha2_01_s01",200,0.9,0.00989802039592082,0.0354929014197161,10002
"1351","bt","glm","h08_04_ha2_01_s01",100,0,0,0.0485902819436113,10002
"1352","bt","glm","h08_04_ha2_01_s01",100,0.5,0,0.0507898420315937,10002
"1353","bt","glm","h08_04_ha2_01_s01",100,0.9,0,0.0499900019996001,10002
"1354","bt","glm","h08_04_ha2_01_s01",200,0,0.0001999600079984,0.0506898620275945,10002
"1355","bt","glm","h08_04_ha2_01_s01",200,0.5,0.000499900019996001,0.0494901019796041,10002
"1356","bt","glm","h08_04_ha2_01_s01",200,0.9,0.0028994201159768,0.0479904019196161,10002
"1357","mmm","bglm","h08_04_ha2_01_s01",100,0,0,0.0138972205558888,10002
"1358","mmm","bglm","h08_04_ha2_01_s01",100,0.5,0,0.0148970205958808,10002
"1359","mmm","bglm","h08_04_ha2_01_s01",100,0.9,0.000499900019996001,0.0143971205758848,10002
"1360","mmm","bglm","h08_04_ha2_01_s01",200,0,0.0002999400119976,0.0223955208958208,10002
"1361","mmm","bglm","h08_04_ha2_01_s01",200,0.5,0.000999800039992002,0.0248950209958008,10002
"1362","mmm","bglm","h08_04_ha2_01_s01",200,0.9,0.00409918016396721,0.020995800839832,10002
"1363","mmm","glm","h08_04_ha2_01_s01",100,0,0,0.015996800639872,10002
"1364","mmm","glm","h08_04_ha2_01_s01",100,0.5,0,0.0158968206358728,10002
"1365","mmm","glm","h08_04_ha2_01_s01",100,0.9,9.99800039992002e-05,0.0171965606878624,10002
"1366","mmm","glm","h08_04_ha2_01_s01",200,0,9.99800039992002e-05,0.0333933213357329,10002
"1367","mmm","glm","h08_04_ha2_01_s01",200,0.5,9.99800039992002e-05,0.0287942411517696,10002
"1368","mmm","glm","h08_04_ha2_01_s01",200,0.9,0.000799840031993601,0.0262947410517896,10002
"1369","bonf","bglm","h08_04_ha2_01_s02",100,0,9.99800039992002e-05,0.0135972805438912,10002
"1370","bonf","bglm","h08_04_ha2_01_s02",100,0.5,0.000399920015996801,0.011997600479904,10002
"1371","bonf","bglm","h08_04_ha2_01_s02",100,0.9,0.0001999600079984,0.00739852029594081,10002
"1372","bonf","bglm","h08_04_ha2_01_s02",200,0,0.00659868026394721,0.0191961607678464,10002
"1373","bonf","bglm","h08_04_ha2_01_s02",200,0.5,0.00559888022395521,0.0176964607078584,10002
"1374","bonf","bglm","h08_04_ha2_01_s02",200,0.9,0.00379924015196961,0.00819836032793441,10002
"1375","bonf","glm","h08_04_ha2_01_s02",100,0,0,0.0156968606278744,10002
"1376","bonf","glm","h08_04_ha2_01_s02",100,0.5,0,0.0145970805838832,10002
"1377","bonf","glm","h08_04_ha2_01_s02",100,0.9,0,0.00769846030793841,10002
"1378","bonf","glm","h08_04_ha2_01_s02",200,0,0.000799840031993601,0.0311937612477504,10002
"1379","bonf","glm","h08_04_ha2_01_s02",200,0.5,0.0016996600679864,0.0271945610877824,10002
"1380","bonf","glm","h08_04_ha2_01_s02",200,0.9,0.000499900019996001,0.0121975604879024,10002
"1381","bt","bglm","h08_04_ha2_01_s02",100,0,0.00369926014797041,0.0420915816836633,10002
"1382","bt","bglm","h08_04_ha2_01_s02",100,0.5,0.00429914017196561,0.0375924815036993,10002
"1383","bt","bglm","h08_04_ha2_01_s02",100,0.9,0.0124975004999,0.0396920615876825,10002
"1384","bt","bglm","h08_04_ha2_01_s02",200,0,0.0131973605278944,0.0351929614077185,10002
"1385","bt","bglm","h08_04_ha2_01_s02",200,0.5,0.0173965206958608,0.0347930413917217,10002
"1386","bt","bglm","h08_04_ha2_01_s02",200,0.9,0.0335932813437313,0.0393921215756849,10002
"1387","bt","glm","h08_04_ha2_01_s02",100,0,0.0001999600079984,0.0508898220355929,10002
"1388","bt","glm","h08_04_ha2_01_s02",100,0.5,0.0001999600079984,0.0516896620675865,10002
"1389","bt","glm","h08_04_ha2_01_s02",100,0.9,0.0013997200559888,0.0545890821835633,10002
"1390","bt","glm","h08_04_ha2_01_s02",200,0,0.00379924015196961,0.0505898820235953,10002
"1391","bt","glm","h08_04_ha2_01_s02",200,0.5,0.00459908018396321,0.0455908818236353,10002
"1392","bt","glm","h08_04_ha2_01_s02",200,0.9,0.0168966206758648,0.0483903219356129,10002
"1393","mmm","bglm","h08_04_ha2_01_s02",100,0,0.000499900019996001,0.0146970605878824,10002
"1394","mmm","bglm","h08_04_ha2_01_s02",100,0.5,0.0001999600079984,0.012997400519896,10002
"1395","mmm","bglm","h08_04_ha2_01_s02",100,0.9,0.00249950009998,0.01499700059988,10002
"1396","mmm","bglm","h08_04_ha2_01_s02",200,0,0.00589882023595281,0.020995800839832,10002
"1397","mmm","bglm","h08_04_ha2_01_s02",200,0.5,0.00909818036392721,0.0236952609478104,10002
"1398","mmm","bglm","h08_04_ha2_01_s02",200,0.9,0.0176964607078584,0.021995600879824,10002
"1399","mmm","glm","h08_04_ha2_01_s02",100,0,0,0.0165966806638672,10002
"1400","mmm","glm","h08_04_ha2_01_s02",100,0.5,9.99800039992002e-05,0.0135972805438912,10002
"1401","mmm","glm","h08_04_ha2_01_s02",100,0.9,0.000499900019996001,0.0168966206758648,10002
"1402","mmm","glm","h08_04_ha2_01_s02",200,0,0.0018996200759848,0.0319936012797441,10002
"1403","mmm","glm","h08_04_ha2_01_s02",200,0.5,0.0020995800839832,0.0315936812637473,10002
"1404","mmm","glm","h08_04_ha2_01_s02",200,0.9,0.00559888022395521,0.0263947210557888,10002
"1405","bonf","bglm","h08_04_ha2_002_d01",100,0,9.99800039992002e-05,0.00529894021195761,10002
"1406","bonf","bglm","h08_04_ha2_002_d01",100,0.5,0.0002999400119976,0.00459908018396321,10002
"1407","bonf","bglm","h08_04_ha2_002_d01",100,0.9,0,0.0030993801239752,10002
"1408","bonf","bglm","h08_04_ha2_002_d01",200,0,0.0131973605278944,0.0111977604479104,10002
"1409","bonf","bglm","h08_04_ha2_002_d01",200,0.5,0.00809838032393521,0.0137972405518896,10002
"1410","bonf","bglm","h08_04_ha2_002_d01",200,0.9,0.00359928014397121,0.00629874025194961,10002
"1411","bonf","glm","h08_04_ha2_002_d01",100,0,0,0.00589882023595281,10002
"1412","bonf","glm","h08_04_ha2_002_d01",100,0.5,0,0.00509898020395921,10002
"1413","bonf","glm","h08_04_ha2_002_d01",100,0.9,0,0.0023995200959808,10002
"1414","bonf","glm","h08_04_ha2_002_d01",200,0,0,0.0141971605678864,10002
"1415","bonf","glm","h08_04_ha2_002_d01",200,0.5,0,0.0162967406518696,10002
"1416","bonf","glm","h08_04_ha2_002_d01",200,0.9,0,0.00729854029194161,10002
"1417","bt","bglm","h08_04_ha2_002_d01",100,0,0.00669866026794641,0.0412917416516697,10002
"1418","bt","bglm","h08_04_ha2_002_d01",100,0.5,0.00819836032793441,0.0391921615676865,10002
"1419","bt","bglm","h08_04_ha2_002_d01",100,0.9,0.0176964607078584,0.0386922615476905,10002
"1420","bt","bglm","h08_04_ha2_002_d01",200,0,0.116576684663067,0.0373925214957009,10002
"1421","bt","bglm","h08_04_ha2_002_d01",200,0.5,0.106978604279144,0.0359928014397121,10002
"1422","bt","bglm","h08_04_ha2_002_d01",200,0.9,0.145170965806839,0.0378924215156969,10002
"1423","bt","glm","h08_04_ha2_002_d01",100,0,0,0.0478904219156169,10002
"1424","bt","glm","h08_04_ha2_002_d01",100,0.5,0,0.0504899020195961,10002
"1425","bt","glm","h08_04_ha2_002_d01",100,0.9,0,0.0532893421315737,10002
"1426","bt","glm","h08_04_ha2_002_d01",200,0,0.000699860027994401,0.0488902219556089,10002
"1427","bt","glm","h08_04_ha2_002_d01",200,0.5,0.000899820035992801,0.0529894021195761,10002
"1428","bt","glm","h08_04_ha2_002_d01",200,0.9,0.00569886022795441,0.0497900419916017,10002
"1429","mmm","bglm","h08_04_ha2_002_d01",100,0,0,0.00519896020795841,10002
"1430","mmm","bglm","h08_04_ha2_002_d01",100,0.5,0.0001999600079984,0.010997800439912,10002
"1431","mmm","bglm","h08_04_ha2_002_d01",100,0.9,0.000799840031993601,0.0141971605678864,10002
"1432","mmm","bglm","h08_04_ha2_002_d01",200,0,0.0141971605678864,0.0155968806238752,10002
"1433","mmm","bglm","h08_04_ha2_002_d01",200,0.5,0.0208958208358328,0.0146970605878824,10002
"1434","mmm","bglm","h08_04_ha2_002_d01",200,0.9,0.0486902619476105,0.019496100779844,10002
"1435","mmm","glm","h08_04_ha2_002_d01",100,0,0,0.000499900019996001,10002
"1436","mmm","glm","h08_04_ha2_002_d01",100,0.5,0,0.000599880023995201,10002
"1437","mmm","glm","h08_04_ha2_002_d01",100,0.9,0,0.00539892021595681,10002
"1438","mmm","glm","h08_04_ha2_002_d01",200,0,0,0.00499900019996001,10002
"1439","mmm","glm","h08_04_ha2_002_d01",200,0.5,9.99800039992002e-05,0.00659868026394721,10002
"1440","mmm","glm","h08_04_ha2_002_d01",200,0.9,0.000999800039992002,0.0126974605078984,10002
"1441","bonf","bglm","h08_04_ha2_002_d02",100,0,0.0238952209558088,0.00709858028394321,10002
"1442","bonf","bglm","h08_04_ha2_002_d02",100,0.5,0.0203959208158368,0.00459908018396321,10002
"1443","bonf","bglm","h08_04_ha2_002_d02",100,0.9,0.00859828034393121,0.0016996600679864,10002
"1444","bonf","bglm","h08_04_ha2_002_d02",200,0,0.730453909218156,0.0121975604879024,10002
"1445","bonf","bglm","h08_04_ha2_002_d02",200,0.5,0.481703659268146,0.013497300539892,10002
"1446","bonf","bglm","h08_04_ha2_002_d02",200,0.9,0.246750649870026,0.00589882023595281,10002
"1447","bonf","glm","h08_04_ha2_002_d02",100,0,0,0.00539892021595681,10002
"1448","bonf","glm","h08_04_ha2_002_d02",100,0.5,0,0.00509898020395921,10002
"1449","bonf","glm","h08_04_ha2_002_d02",100,0.9,0,0.0016996600679864,10002
"1450","bonf","glm","h08_04_ha2_002_d02",200,0,0.0376924615076985,0.0136972605478904,10002
"1451","bonf","glm","h08_04_ha2_002_d02",200,0.5,0.0315936812637473,0.0166966606678664,10002
"1452","bonf","glm","h08_04_ha2_002_d02",200,0.9,0.011997600479904,0.00689862027594481,10002
"1453","bt","bglm","h08_04_ha2_002_d02",100,0,0.265746850629874,0.0411917616476705,10002
"1454","bt","bglm","h08_04_ha2_002_d02",100,0.5,0.191661667666467,0.0415916816636673,10002
"1455","bt","bglm","h08_04_ha2_002_d02",100,0.9,0.231053789242152,0.0395920815836833,10002
"1456","bt","bglm","h08_04_ha2_002_d02",200,0,0.973205358928214,0.0357928414317137,10002
"1457","bt","bglm","h08_04_ha2_002_d02",200,0.5,0.821735652869426,0.0376924615076985,10002
"1458","bt","bglm","h08_04_ha2_002_d02",200,0.9,0.761847630473905,0.0444911017796441,10002
"1459","bt","glm","h08_04_ha2_002_d02",100,0,0.00739852029594081,0.0482903419316137,10002
"1460","bt","glm","h08_04_ha2_002_d02",100,0.5,0.00879824035192961,0.0534893021395721,10002
"1461","bt","glm","h08_04_ha2_002_d02",100,0.9,0.00869826034793041,0.0533893221355729,10002
"1462","bt","glm","h08_04_ha2_002_d02",200,0,0.236152769446111,0.0532893421315737,10002
"1463","bt","glm","h08_04_ha2_002_d02",200,0.5,0.206858628274345,0.0502899420115977,10002
"1464","bt","glm","h08_04_ha2_002_d02",200,0.9,0.236752649470106,0.0527894421115777,10002
"1465","mmm","bglm","h08_04_ha2_002_d02",100,0,0.0225954809038192,0.00449910017996401,10002
"1466","mmm","bglm","h08_04_ha2_002_d02",100,0.5,0.0334933013397321,0.00859828034393121,10002
"1467","mmm","bglm","h08_04_ha2_002_d02",100,0.9,0.0547890421915617,0.0121975604879024,10002
"1468","mmm","bglm","h08_04_ha2_002_d02",200,0,0.764747050589882,0.013497300539892,10002
"1469","mmm","bglm","h08_04_ha2_002_d02",200,0.5,0.573285342931414,0.015996800639872,10002
"1470","mmm","bglm","h08_04_ha2_002_d02",200,0.9,0.552989402119576,0.0168966206758648,10002
"1471","mmm","glm","h08_04_ha2_002_d02",100,0,0,0.000399920015996801,10002
"1472","mmm","glm","h08_04_ha2_002_d02",100,0.5,9.99800039992002e-05,0.0012997400519896,10002
"1473","mmm","glm","h08_04_ha2_002_d02",100,0.9,0.0011997600479904,0.00559888022395521,10002
"1474","mmm","glm","h08_04_ha2_002_d02",200,0,0.0131973605278944,0.00339932013597281,10002
"1475","mmm","glm","h08_04_ha2_002_d02",200,0.5,0.0246950609878024,0.00649870025994801,10002
"1476","mmm","glm","h08_04_ha2_002_d02",200,0.9,0.0845830833833233,0.0124975004999,10002
"1477","bonf","bglm","h08_04_ha2_002_s01",100,0,0,0.0136972605478904,10002
"1478","bonf","bglm","h08_04_ha2_002_s01",100,0.5,0,0.0125974805038992,10002
"1479","bonf","bglm","h08_04_ha2_002_s01",100,0.9,0,0.00579884023195361,10002
"1480","bonf","bglm","h08_04_ha2_002_s01",200,0,0,0.0185962807438512,10002
"1481","bonf","bglm","h08_04_ha2_002_s01",200,0.5,0,0.0181963607278544,10002
"1482","bonf","bglm","h08_04_ha2_002_s01",200,0.9,0,0.00969806038792242,10002
"1483","bonf","glm","h08_04_ha2_002_s01",100,0,0,0.0146970605878824,10002
"1484","bonf","glm","h08_04_ha2_002_s01",100,0.5,0,0.0157968406318736,10002
"1485","bonf","glm","h08_04_ha2_002_s01",100,0.9,0,0.00659868026394721,10002
"1486","bonf","glm","h08_04_ha2_002_s01",200,0,0,0.0311937612477504,10002
"1487","bonf","glm","h08_04_ha2_002_s01",200,0.5,0,0.02749450109978,10002
"1488","bonf","glm","h08_04_ha2_002_s01",200,0.9,0,0.0153969206158768,10002
"1489","bt","bglm","h08_04_ha2_002_s01",100,0,0,0.0387922415516897,10002
"1490","bt","bglm","h08_04_ha2_002_s01",100,0.5,0,0.0422915416916617,10002
"1491","bt","bglm","h08_04_ha2_002_s01",100,0.9,0,0.0386922615476905,10002
"1492","bt","bglm","h08_04_ha2_002_s01",200,0,0,0.0343931213757249,10002
"1493","bt","bglm","h08_04_ha2_002_s01",200,0.5,0,0.0375924815036993,10002
"1494","bt","bglm","h08_04_ha2_002_s01",200,0.9,0,0.0397920415916817,10002
"1495","bt","glm","h08_04_ha2_002_s01",100,0,0,0.0491901619676065,10002
"1496","bt","glm","h08_04_ha2_002_s01",100,0.5,0,0.0535892821435713,10002
"1497","bt","glm","h08_04_ha2_002_s01",100,0.9,0,0.0504899020195961,10002
"1498","bt","glm","h08_04_ha2_002_s01",200,0,0,0.0518896220755849,10002
"1499","bt","glm","h08_04_ha2_002_s01",200,0.5,0,0.0549890021995601,10002
"1500","bt","glm","h08_04_ha2_002_s01",200,0.9,0,0.0479904019196161,10002
"1501","mmm","bglm","h08_04_ha2_002_s01",100,0,0,0.0136972605478904,10002
"1502","mmm","bglm","h08_04_ha2_002_s01",100,0.5,0,0.0142971405718856,10002
"1503","mmm","bglm","h08_04_ha2_002_s01",100,0.9,0,0.0157968406318736,10002
"1504","mmm","bglm","h08_04_ha2_002_s01",200,0,0,0.0252949410117976,10002
"1505","mmm","bglm","h08_04_ha2_002_s01",200,0.5,0,0.0251949610077984,10002
"1506","mmm","bglm","h08_04_ha2_002_s01",200,0.9,0,0.0242951409718056,10002
"1507","mmm","glm","h08_04_ha2_002_s01",100,0,0,0.00989802039592082,10002
"1508","mmm","glm","h08_04_ha2_002_s01",100,0.5,0,0.00599880023995201,10002
"1509","mmm","glm","h08_04_ha2_002_s01",100,0.9,0,0.0113977204559088,10002
"1510","mmm","glm","h08_04_ha2_002_s01",200,0,0,0.0190961807638472,10002
"1511","mmm","glm","h08_04_ha2_002_s01",200,0.5,0,0.0197960407918416,10002
"1512","mmm","glm","h08_04_ha2_002_s01",200,0.9,0,0.0211957608478304,10002
"1513","bonf","bglm","h08_04_ha2_002_s02",100,0,0,0.0118976204759048,10002
"1514","bonf","bglm","h08_04_ha2_002_s02",100,0.5,0,0.00929814037192562,10002
"1515","bonf","bglm","h08_04_ha2_002_s02",100,0.9,0,0.00619876024795041,10002
"1516","bonf","bglm","h08_04_ha2_002_s02",200,0,0,0.0183963207358528,10002
"1517","bonf","bglm","h08_04_ha2_002_s02",200,0.5,0,0.0163967206558688,10002
"1518","bonf","bglm","h08_04_ha2_002_s02",200,0.9,0,0.00849830033993201,10002
"1519","bonf","glm","h08_04_ha2_002_s02",100,0,0,0.0177964407118576,10002
"1520","bonf","glm","h08_04_ha2_002_s02",100,0.5,0,0.0160967806438712,10002
"1521","bonf","glm","h08_04_ha2_002_s02",100,0.9,0,0.00739852029594081,10002
"1522","bonf","glm","h08_04_ha2_002_s02",200,0,0,0.0331933613277345,10002
"1523","bonf","glm","h08_04_ha2_002_s02",200,0.5,0,0.0258948210357928,10002
"1524","bonf","glm","h08_04_ha2_002_s02",200,0.9,0,0.0147970405918816,10002
"1525","bt","bglm","h08_04_ha2_002_s02",100,0,0,0.0395920815836833,10002
"1526","bt","bglm","h08_04_ha2_002_s02",100,0.5,0,0.0407918416316737,10002
"1527","bt","bglm","h08_04_ha2_002_s02",100,0.9,0,0.0378924215156969,10002
"1528","bt","bglm","h08_04_ha2_002_s02",200,0,0,0.0347930413917217,10002
"1529","bt","bglm","h08_04_ha2_002_s02",200,0.5,9.99800039992002e-05,0.0383923215356929,10002
"1530","bt","bglm","h08_04_ha2_002_s02",200,0.9,9.99800039992002e-05,0.0438912217556489,10002
"1531","bt","glm","h08_04_ha2_002_s02",100,0,0,0.0548890221955609,10002
"1532","bt","glm","h08_04_ha2_002_s02",100,0.5,0,0.0529894021195761,10002
"1533","bt","glm","h08_04_ha2_002_s02",100,0.9,0,0.0500899820035993,10002
"1534","bt","glm","h08_04_ha2_002_s02",200,0,0,0.0512897420515897,10002
"1535","bt","glm","h08_04_ha2_002_s02",200,0.5,0,0.0480903819236153,10002
"1536","bt","glm","h08_04_ha2_002_s02",200,0.9,0,0.0482903419316137,10002
"1537","mmm","bglm","h08_04_ha2_002_s02",100,0,0,0.0157968406318736,10002
"1538","mmm","bglm","h08_04_ha2_002_s02",100,0.5,0,0.0128974205158968,10002
"1539","mmm","bglm","h08_04_ha2_002_s02",100,0.9,0,0.0163967206558688,10002
"1540","mmm","bglm","h08_04_ha2_002_s02",200,0,0,0.0235952809438112,10002
"1541","mmm","bglm","h08_04_ha2_002_s02",200,0.5,0,0.0262947410517896,10002
"1542","mmm","bglm","h08_04_ha2_002_s02",200,0.9,9.99800039992002e-05,0.0243951209758048,10002
"1543","mmm","glm","h08_04_ha2_002_s02",100,0,0,0.0100979804039192,10002
