"","Method","Model","Setting","N","Correlation","Power","FWER","No_simulations"
"661","bt","bglm","h02_002_ha8_04_s02",100,0,0.157068586282743,0,10002
"662","bt","bglm","h02_002_ha8_04_s02",100,0.5,0.159568086382723,0,10002
"663","bt","bglm","h02_002_ha8_04_s02",100,0.9,0.123175364927015,0,10002
"664","bt","bglm","h02_002_ha8_04_s02",200,0,0.4000199960008,0,10002
"665","bt","bglm","h02_002_ha8_04_s02",200,0.5,0.275144971005799,0,10002
"666","bt","bglm","h02_002_ha8_04_s02",200,0.9,0.234553089382124,0,10002
"667","bt","glm","h02_002_ha8_04_s02",100,0,0.21755648870226,0,10002
"668","bt","glm","h02_002_ha8_04_s02",100,0.5,0.178064387122575,0,10002
"669","bt","glm","h02_002_ha8_04_s02",100,0.9,0.149570085982803,0,10002
"670","bt","glm","h02_002_ha8_04_s02",200,0,0.444111177764447,0,10002
"671","bt","glm","h02_002_ha8_04_s02",200,0.5,0.319736052789442,0,10002
"672","bt","glm","h02_002_ha8_04_s02",200,0.9,0.257848430313937,0,10002
"673","mmm","bglm","h02_002_ha8_04_s02",100,0,0.106778644271146,0,10002
"674","mmm","bglm","h02_002_ha8_04_s02",100,0.5,0.0906818636272745,0,10002
"675","mmm","bglm","h02_002_ha8_04_s02",100,0.9,0.0767846430713857,0,10002
"676","mmm","bglm","h02_002_ha8_04_s02",200,0,0.290741851629674,0,10002
"677","mmm","bglm","h02_002_ha8_04_s02",200,0.5,0.236352729454109,0,10002
"678","mmm","bglm","h02_002_ha8_04_s02",200,0.9,0.182263547290542,0,10002
"679","mmm","glm","h02_002_ha8_04_s02",100,0,0.0640871825634873,0,10002
"680","mmm","glm","h02_002_ha8_04_s02",100,0.5,0.0529894021195761,0,10002
"681","mmm","glm","h02_002_ha8_04_s02",100,0.9,0.0523895220955809,0,10002
"682","mmm","glm","h02_002_ha8_04_s02",200,0,0.224155168966207,0,10002
"683","mmm","glm","h02_002_ha8_04_s02",200,0.5,0.166766646670666,0,10002
"684","mmm","glm","h02_002_ha8_04_s02",200,0.9,0.130973805238952,0,10002
"685","bonf","bglm","h02_04_ha8_01_d01",100,0,0.00829834033193361,0.00329934013197361,10002
"686","bonf","bglm","h02_04_ha8_01_d01",100,0.5,0.00399920015996801,0.0028994201159768,10002
"687","bonf","bglm","h02_04_ha8_01_d01",100,0.9,0.0020995800839832,0.0015996800639872,10002
"688","bonf","bglm","h02_04_ha8_01_d01",200,0,0.0966806638672266,0.00449910017996401,10002
"689","bonf","bglm","h02_04_ha8_01_d01",200,0.5,0.0652869426114777,0.00509898020395921,10002
"690","bonf","bglm","h02_04_ha8_01_d01",200,0.9,0.0310937812437512,0.0031993601279744,10002
"691","bonf","glm","h02_04_ha8_01_d01",100,0,9.99800039992002e-05,0.00509898020395921,10002
"692","bonf","glm","h02_04_ha8_01_d01",100,0.5,0.0001999600079984,0.00429914017196561,10002
"693","bonf","glm","h02_04_ha8_01_d01",100,0.9,0.0001999600079984,0.0026994601079784,10002
"694","bonf","glm","h02_04_ha8_01_d01",200,0,0.0237952409518096,0.00839832033593281,10002
"695","bonf","glm","h02_04_ha8_01_d01",200,0.5,0.0158968206358728,0.00719856028794241,10002
"696","bonf","glm","h02_04_ha8_01_d01",200,0.9,0.00909818036392721,0.00549890021995601,10002
"697","bt","bglm","h02_04_ha8_01_d01",100,0,0.185662867426515,0.0366926614677065,10002
"698","bt","bglm","h02_04_ha8_01_d01",100,0.5,0.127274545090982,0.0316936612677464,10002
"699","bt","bglm","h02_04_ha8_01_d01",100,0.9,0.0771845630873825,0.0363927214557089,10002
"700","bt","bglm","h02_04_ha8_01_d01",200,0,0.37622475504899,0.0261947610477904,10002
"701","bt","bglm","h02_04_ha8_01_d01",200,0.5,0.25994801039792,0.022995400919816,10002
"702","bt","bglm","h02_04_ha8_01_d01",200,0.9,0.155068986202759,0.0262947410517896,10002
"703","bt","glm","h02_04_ha8_01_d01",100,0,0.0300939812037592,0.0419916016796641,10002
"704","bt","glm","h02_04_ha8_01_d01",100,0.5,0.0252949410117976,0.0456908618276345,10002
"705","bt","glm","h02_04_ha8_01_d01",100,0.9,0.0152969406118776,0.0492901419716057,10002
"706","bt","glm","h02_04_ha8_01_d01",200,0,0.253549290141972,0.0334933013397321,10002
"707","bt","glm","h02_04_ha8_01_d01",200,0.5,0.172065586882623,0.0349930013997201,10002
"708","bt","glm","h02_04_ha8_01_d01",200,0.9,0.11627674465107,0.0358928214357129,10002
"709","mmm","bglm","h02_04_ha8_01_d01",100,0,0.00899820035992801,0.0028994201159768,10002
"710","mmm","bglm","h02_04_ha8_01_d01",100,0.5,0.010497900419916,0.00439912017596481,10002
"711","mmm","bglm","h02_04_ha8_01_d01",100,0.9,0.0162967406518696,0.00809838032393521,10002
"712","mmm","bglm","h02_04_ha8_01_d01",200,0,0.10377924415117,0.00629874025194961,10002
"713","mmm","bglm","h02_04_ha8_01_d01",200,0.5,0.0889822035592881,0.00779844031193761,10002
"714","mmm","bglm","h02_04_ha8_01_d01",200,0.9,0.0771845630873825,0.011497700459908,10002
"715","mmm","glm","h02_04_ha8_01_d01",100,0,0.0001999600079984,0.00329934013197361,10002
"716","mmm","glm","h02_04_ha8_01_d01",100,0.5,0.000399920015996801,0.00379924015196961,10002
"717","mmm","glm","h02_04_ha8_01_d01",100,0.9,0.0013997200559888,0.0107978404319136,10002
"718","mmm","glm","h02_04_ha8_01_d01",200,0,0.0341931613677265,0.00779844031193761,10002
"719","mmm","glm","h02_04_ha8_01_d01",200,0.5,0.0361927614477105,0.00779844031193761,10002
"720","mmm","glm","h02_04_ha8_01_d01",200,0.9,0.0432913417316537,0.0157968406318736,10002
"721","bonf","bglm","h02_04_ha8_01_d02",100,0,0.1688,0.0023,10000
"722","bonf","bglm","h02_04_ha8_01_d02",100,0.5,0.117208937671501,0.00382203057624461,10204
"723","bonf","bglm","h02_04_ha8_01_d02",100,0.9,0.0486,0.0034,10000
"724","bonf","bglm","h02_04_ha8_01_d02",200,0,0.8104,0.0045,10000
"725","bonf","bglm","h02_04_ha8_01_d02",200,0.5,0.550862406899255,0.00509604076832615,10204
"726","bonf","bglm","h02_04_ha8_01_d02",200,0.9,0.3208,0.0044,10000
"727","bonf","glm","h02_04_ha8_01_d02",100,0,0.0185,0.0043,10000
"728","bonf","glm","h02_04_ha8_01_d02",100,0.5,0.0143081144649157,0.00392003136025088,10204
"729","bonf","glm","h02_04_ha8_01_d02",100,0.9,0.0067,0.003,10000
"730","bonf","glm","h02_04_ha8_01_d02",200,0,0.6156,0.0073,10000
"731","bonf","glm","h02_04_ha8_01_d02",200,0.5,0.395433163465308,0.00793806350450804,10204
"732","bonf","glm","h02_04_ha8_01_d02",200,0.9,0.1999,0.0064,10000
"733","bt","bglm","h02_04_ha8_01_d02",100,0,0.7303,0.0317,10000
"734","bt","bglm","h02_04_ha8_01_d02",100,0.5,0.494511956095649,0.0344962759702078,10204
"735","bt","bglm","h02_04_ha8_01_d02",100,0.9,0.3151,0.0315,10000
"736","bt","bglm","h02_04_ha8_01_d02",200,0,0.9683,0.0213,10000
"737","bt","bglm","h02_04_ha8_01_d02",200,0.5,0.790180321442572,0.0226381811054488,10204
"738","bt","bglm","h02_04_ha8_01_d02",200,0.9,0.5986,0.0271,10000
"739","bt","glm","h02_04_ha8_01_d02",100,0,0.3698,0.0396,10000
"740","bt","glm","h02_04_ha8_01_d02",100,0.5,0.252352018816151,0.0420423363386907,10204
"741","bt","glm","h02_04_ha8_01_d02",100,0.9,0.1445,0.0479,10000
"742","bt","glm","h02_04_ha8_01_d02",200,0,0.9391,0.026,10000
"743","bt","glm","h02_04_ha8_01_d02",200,0.5,0.743335946687574,0.029890239121913,10204
"744","bt","glm","h02_04_ha8_01_d02",200,0.9,0.5584,0.0296,10000
"745","mmm","bglm","h02_04_ha8_01_d02",100,0,0.1787,0.0043,10000
"746","mmm","bglm","h02_04_ha8_01_d02",100,0.5,0.153469227753822,0.0042140337122697,10204
"747","mmm","bglm","h02_04_ha8_01_d02",100,0.9,0.1389,0.0086,10000
"748","mmm","bglm","h02_04_ha8_01_d02",200,0,0.8283,0.0054,10000
"749","mmm","bglm","h02_04_ha8_01_d02",200,0.5,0.586044688357507,0.00656605252842023,10204
"750","mmm","bglm","h02_04_ha8_01_d02",200,0.9,0.468,0.0108,10000
"751","mmm","glm","h02_04_ha8_01_d02",100,0,0.0216,0.0029,10000
"752","mmm","glm","h02_04_ha8_01_d02",100,0.5,0.0164641317130537,0.00401803214425715,10204
"753","mmm","glm","h02_04_ha8_01_d02",100,0.9,0.0344,0.0107,10000
"754","mmm","glm","h02_04_ha8_01_d02",200,0,0.6859,0.0086,10000
"755","mmm","glm","h02_04_ha8_01_d02",200,0.5,0.490493923951392,0.00823206585652685,10204
"756","mmm","glm","h02_04_ha8_01_d02",200,0.9,0.405,0.0137,10000
"757","bonf","bglm","h02_04_ha8_01_s01",100,0,0.000399920015996801,0.0031993601279744,10002
"758","bonf","bglm","h02_04_ha8_01_s01",100,0.5,0.0002999400119976,0.00339932013597281,10002
"759","bonf","bglm","h02_04_ha8_01_s01",100,0.9,0.0001999600079984,0.0023995200959808,10002
"760","bonf","bglm","h02_04_ha8_01_s01",200,0,0.00349930013997201,0.00419916016796641,10002
"761","bonf","bglm","h02_04_ha8_01_s01",200,0.5,0.00369926014797041,0.00559888022395521,10002
"762","bonf","bglm","h02_04_ha8_01_s01",200,0.9,0.001499700059988,0.00479904019196161,10002
"763","bonf","glm","h02_04_ha8_01_s01",100,0,0,0.0031993601279744,10002
"764","bonf","glm","h02_04_ha8_01_s01",100,0.5,0,0.00429914017196561,10002
"765","bonf","glm","h02_04_ha8_01_s01",100,0.9,0,0.00479904019196161,10002
"766","bonf","glm","h02_04_ha8_01_s01",200,0,0.0001999600079984,0.00789842031593681,10002
"767","bonf","glm","h02_04_ha8_01_s01",200,0.5,0.000499900019996001,0.00709858028394321,10002
"768","bonf","glm","h02_04_ha8_01_s01",200,0.9,0.0001999600079984,0.00759848030393921,10002
"769","bt","bglm","h02_04_ha8_01_s01",100,0,0.0300939812037592,0.0322935412917417,10002
"770","bt","bglm","h02_04_ha8_01_s01",100,0.5,0.0271945610877824,0.0343931213757249,10002
"771","bt","bglm","h02_04_ha8_01_s01",100,0.9,0.0188962207558488,0.0324935012997401,10002
"772","bt","bglm","h02_04_ha8_01_s01",200,0,0.0541891621675665,0.0271945610877824,10002
"773","bt","bglm","h02_04_ha8_01_s01",200,0.5,0.0512897420515897,0.0325934813037392,10002
"774","bt","bglm","h02_04_ha8_01_s01",200,0.9,0.0324935012997401,0.0296940611877624,10002
"775","bt","glm","h02_04_ha8_01_s01",100,0,0.0018996200759848,0.0451909618076385,10002
"776","bt","glm","h02_04_ha8_01_s01",100,0.5,0.0013997200559888,0.0496900619876025,10002
"777","bt","glm","h02_04_ha8_01_s01",100,0.9,0.001499700059988,0.0506898620275945,10002
"778","bt","glm","h02_04_ha8_01_s01",200,0,0.0185962807438512,0.0323935212957408,10002
"779","bt","glm","h02_04_ha8_01_s01",200,0.5,0.0170965806838632,0.0365926814637073,10002
"780","bt","glm","h02_04_ha8_01_s01",200,0.9,0.0142971405718856,0.0397920415916817,10002
"781","mmm","bglm","h02_04_ha8_01_s01",100,0,0.0002999400119976,0.0027994401119776,10002
"782","mmm","bglm","h02_04_ha8_01_s01",100,0.5,0.000399920015996801,0.00389922015596881,10002
"783","mmm","bglm","h02_04_ha8_01_s01",100,0.9,0.0012997400519896,0.0106978604279144,10002
"784","mmm","bglm","h02_04_ha8_01_s01",200,0,0.00349930013997201,0.00579884023195361,10002
"785","mmm","bglm","h02_04_ha8_01_s01",200,0.5,0.00579884023195361,0.00809838032393521,10002
"786","mmm","bglm","h02_04_ha8_01_s01",200,0.9,0.00949810037992401,0.0122975404919016,10002
"787","mmm","glm","h02_04_ha8_01_s01",100,0,0,0.0031993601279744,10002
"788","mmm","glm","h02_04_ha8_01_s01",100,0.5,0,0.00379924015196961,10002
"789","mmm","glm","h02_04_ha8_01_s01",100,0.9,0,0.0110977804439112,10002
"790","mmm","glm","h02_04_ha8_01_s01",200,0,0.000799840031993601,0.00889822035592881,10002
"791","mmm","glm","h02_04_ha8_01_s01",200,0.5,0.000499900019996001,0.0101979604079184,10002
"792","mmm","glm","h02_04_ha8_01_s01",200,0.9,0.0026994601079784,0.0170965806838632,10002
"793","bonf","bglm","h02_04_ha8_01_s02",100,0,0.00174443959877889,0.00366332315743567,11465
"794","bonf","bglm","h02_04_ha8_01_s02",100,0.5,0.00166405638214565,0.00254502740798747,10216
"795","bonf","bglm","h02_04_ha8_01_s02",100,0.9,0.000610553859572612,0.00348887919755778,11465
"796","bonf","bglm","h02_04_ha8_01_s02",200,0,0.0233754906236372,0.00479720889664195,11465
"797","bonf","bglm","h02_04_ha8_01_s02",200,0.5,0.0228073610023493,0.00538371182458888,10216
"798","bonf","bglm","h02_04_ha8_01_s02",200,0.9,0.00837331007413868,0.00322721325774095,11465
"799","bonf","glm","h02_04_ha8_01_s02",100,0,0,0.00497165285651984,11465
"800","bonf","glm","h02_04_ha8_01_s02",100,0.5,9.78856695379796e-05,0.00450274079874706,10216
"801","bonf","glm","h02_04_ha8_01_s02",100,0.9,0,0.00427387701700829,11465
"802","bonf","glm","h02_04_ha8_01_s02",200,0,0.00348887919755778,0.0097688617531618,11465
"803","bonf","glm","h02_04_ha8_01_s02",200,0.5,0.00195771339075959,0.00822239624119029,10216
"804","bonf","glm","h02_04_ha8_01_s02",200,0.9,0.00130832969908417,0.00776275621456607,11465
"805","bt","bglm","h02_04_ha8_01_s02",100,0,0.0815525512429132,0.0318360226777148,11465
"806","bt","bglm","h02_04_ha8_01_s02",100,0.5,0.0655833985904464,0.0306382145653876,10216
"807","bt","bglm","h02_04_ha8_01_s02",100,0.9,0.0437854339293502,0.0344526820758831,11465
"808","bt","bglm","h02_04_ha8_01_s02",200,0,0.15952900130833,0.0248582642825992,11465
"809","bt","bglm","h02_04_ha8_01_s02",200,0.5,0.130971025841817,0.0276037588097103,10216
"810","bt","bglm","h02_04_ha8_01_s02",200,0.9,0.0846053205407763,0.0268643698211949,11465
"811","bt","glm","h02_04_ha8_01_s02",100,0,0.00994330571303969,0.0427387701700829,11465
"812","bt","glm","h02_04_ha8_01_s02",100,0.5,0.00714565387627251,0.0464956930305403,10216
"813","bt","glm","h02_04_ha8_01_s02",100,0.9,0.00636720453554296,0.0481465329262974,11465
"814","bt","glm","h02_04_ha8_01_s02",200,0,0.086611426079372,0.0343654600959442,11465
"815","bt","glm","h02_04_ha8_01_s02",200,0.5,0.0665622552858262,0.033868441660141,10216
"816","bt","glm","h02_04_ha8_01_s02",200,0.9,0.0543392935019625,0.0395115569123419,11465
"817","mmm","bglm","h02_04_ha8_01_s02",100,0,0.00218054949847362,0.00375054513737462,11465
"818","mmm","bglm","h02_04_ha8_01_s02",100,0.5,0.00264291307752545,0.00391542678151919,10216
"819","mmm","bglm","h02_04_ha8_01_s02",100,0.9,0.00532054077627562,0.00889664195377235,11465
"820","mmm","bglm","h02_04_ha8_01_s02",200,0,0.0271260357610118,0.00462276493676406,11465
"821","mmm","bglm","h02_04_ha8_01_s02",200,0.5,0.0261354737666406,0.00822239624119029,10216
"822","mmm","bglm","h02_04_ha8_01_s02",200,0.9,0.033144352376799,0.0116005233318796,11465
"823","mmm","glm","h02_04_ha8_01_s02",100,0,0,0.00287832533798517,11465
"824","mmm","glm","h02_04_ha8_01_s02",100,0.5,0,0.00362176977290525,10216
"825","mmm","glm","h02_04_ha8_01_s02",100,0.9,0.000261665939816834,0.0106410815525512,11465
"826","mmm","glm","h02_04_ha8_01_s02",200,0,0.00758831225468818,0.00950719581334496,11465
"827","mmm","glm","h02_04_ha8_01_s02",200,0.5,0.00890759592795615,0.00714565387627251,10216
"828","mmm","glm","h02_04_ha8_01_s02",200,0.9,0.0178805058874836,0.0164849542084605,11465
"829","bonf","bglm","h02_04_ha8_002_d01",100,0,0.0001999600079984,0.002999400119976,10002
"830","bonf","bglm","h02_04_ha8_002_d01",100,0.5,9.99800039992002e-05,0.0031993601279744,10002
"831","bonf","bglm","h02_04_ha8_002_d01",100,0.9,9.99800039992002e-05,0.0016996600679864,10002
"832","bonf","bglm","h02_04_ha8_002_d01",200,0,0.0339932013597281,0.00529894021195761,10002
"833","bonf","bglm","h02_04_ha8_002_d01",200,0.5,0.0311937612477504,0.00539892021595681,10002
"834","bonf","bglm","h02_04_ha8_002_d01",200,0.9,0.010997800439912,0.0027994401119776,10002
"835","bonf","glm","h02_04_ha8_002_d01",100,0,0,0.00389922015596881,10002
"836","bonf","glm","h02_04_ha8_002_d01",100,0.5,0,0.00329934013197361,10002
"837","bonf","glm","h02_04_ha8_002_d01",100,0.9,0,0.00349930013997201,10002
"838","bonf","glm","h02_04_ha8_002_d01",200,0,9.99800039992002e-05,0.00849830033993201,10002
"839","bonf","glm","h02_04_ha8_002_d01",200,0.5,0,0.00709858028394321,10002
"840","bonf","glm","h02_04_ha8_002_d01",200,0.9,0,0.00579884023195361,10002
"841","bt","bglm","h02_04_ha8_002_d01",100,0,0.0956808638272345,0.0320935812837433,10002
"842","bt","bglm","h02_04_ha8_002_d01",100,0.5,0.0673865226954609,0.0364927014597081,10002
"843","bt","bglm","h02_04_ha8_002_d01",100,0.9,0.0436912617476505,0.0366926614677065,10002
"844","bt","bglm","h02_04_ha8_002_d01",200,0,0.638372325534893,0.0347930413917217,10002
"845","bt","bglm","h02_04_ha8_002_d01",200,0.5,0.424215156968606,0.0380923815236953,10002
"846","bt","bglm","h02_04_ha8_002_d01",200,0.9,0.285342931413717,0.0392921415716857,10002
"847","bt","glm","h02_04_ha8_002_d01",100,0,0.0002999400119976,0.0511897620475905,10002
"848","bt","glm","h02_04_ha8_002_d01",100,0.5,0.000499900019996001,0.0535892821435713,10002
"849","bt","glm","h02_04_ha8_002_d01",100,0.9,0.000499900019996001,0.0518896220755849,10002
"850","bt","glm","h02_04_ha8_002_d01",200,0,0.0353929214157169,0.0505898820235953,10002
"851","bt","glm","h02_04_ha8_002_d01",200,0.5,0.0338932213557289,0.0541891621675665,10002
"852","bt","glm","h02_04_ha8_002_d01",200,0.9,0.0248950209958008,0.0507898420315937,10002
"853","mmm","bglm","h02_04_ha8_002_d01",100,0,0.0002999400119976,0.00359928014397121,10002
"854","mmm","bglm","h02_04_ha8_002_d01",100,0.5,0.0013997200559888,0.00609878024395121,10002
"855","mmm","bglm","h02_04_ha8_002_d01",100,0.9,0.00339932013597281,0.0107978404319136,10002
"856","mmm","bglm","h02_04_ha8_002_d01",200,0,0.0420915816836633,0.00589882023595281,10002
"857","mmm","bglm","h02_04_ha8_002_d01",200,0.5,0.0652869426114777,0.00679864027194561,10002
"858","mmm","bglm","h02_04_ha8_002_d01",200,0.9,0.0813837232553489,0.01499700059988,10002
"859","mmm","glm","h02_04_ha8_002_d01",100,0,0,9.99800039992002e-05,10002
"860","mmm","glm","h02_04_ha8_002_d01",100,0.5,0,0.000899820035992801,10002
"861","mmm","glm","h02_04_ha8_002_d01",100,0.9,0,0.00579884023195361,10002
"862","mmm","glm","h02_04_ha8_002_d01",200,0,0,0.0020995800839832,10002
"863","mmm","glm","h02_04_ha8_002_d01",200,0.5,0.000399920015996801,0.00469906018796241,10002
"864","mmm","glm","h02_04_ha8_002_d01",200,0.9,0.002999400119976,0.0101979604079184,10002
"865","bonf","bglm","h02_04_ha8_002_d02",100,0,0.0580883823235353,0.00349930013997201,10002
"866","bonf","bglm","h02_04_ha8_002_d02",100,0.5,0.0419916016796641,0.00429914017196561,10002
"867","bonf","bglm","h02_04_ha8_002_d02",100,0.9,0.0165966806638672,0.0020995800839832,10002
"868","bonf","bglm","h02_04_ha8_002_d02",200,0,0.891121775644871,0.00509898020395921,10002
"869","bonf","bglm","h02_04_ha8_002_d02",200,0.5,0.629074185162967,0.00619876024795041,10002
"870","bonf","bglm","h02_04_ha8_002_d02",200,0.9,0.358428314337133,0.00349930013997201,10002
"871","bonf","glm","h02_04_ha8_002_d02",100,0,0.0001999600079984,0.00379924015196961,10002
"872","bonf","glm","h02_04_ha8_002_d02",100,0.5,0,0.00449910017996401,10002
"873","bonf","glm","h02_04_ha8_002_d02",100,0.9,0,0.0026994601079784,10002
"874","bonf","glm","h02_04_ha8_002_d02",200,0,0.103679264147171,0.00789842031593681,10002
"875","bonf","glm","h02_04_ha8_002_d02",200,0.5,0.0709858028394321,0.00809838032393521,10002
"876","bonf","glm","h02_04_ha8_002_d02",200,0.9,0.0300939812037592,0.00479904019196161,10002
"877","bt","bglm","h02_04_ha8_002_d02",100,0,0.816836632673465,0.0354929014197161,10002
"878","bt","bglm","h02_04_ha8_002_d02",100,0.5,0.548190361927615,0.0358928214357129,10002
"879","bt","bglm","h02_04_ha8_002_d02",100,0.9,0.368226354729054,0.0361927614477105,10002
"880","bt","bglm","h02_04_ha8_002_d02",200,0,1,0.0357928414317137,10002
"881","bt","bglm","h02_04_ha8_002_d02",200,0.5,0.967406518696261,0.0361927614477105,10002
"882","bt","bglm","h02_04_ha8_002_d02",200,0.9,0.873225354929014,0.0389922015596881,10002
"883","bt","glm","h02_04_ha8_002_d02",100,0,0.0674865026994601,0.0551889622075585,10002
"884","bt","glm","h02_04_ha8_002_d02",100,0.5,0.0488902219556089,0.0520895820835833,10002
"885","bt","glm","h02_04_ha8_002_d02",100,0.9,0.025994801039792,0.0551889622075585,10002
"886","bt","glm","h02_04_ha8_002_d02",200,0,0.821835632873425,0.0529894021195761,10002
"887","bt","glm","h02_04_ha8_002_d02",200,0.5,0.59628074385123,0.0506898620275945,10002
"888","bt","glm","h02_04_ha8_002_d02",200,0.9,0.389322135572885,0.0508898220355929,10002
"889","mmm","bglm","h02_04_ha8_002_d02",100,0,0.0694861027794441,0.00419916016796641,10002
"890","mmm","bglm","h02_04_ha8_002_d02",100,0.5,0.0943811237752449,0.00509898020395921,10002
"891","mmm","bglm","h02_04_ha8_002_d02",100,0.9,0.0939812037592481,0.00999800039992002,10002
"892","mmm","bglm","h02_04_ha8_002_d02",200,0,0.905918816236753,0.00489902019596081,10002
"893","mmm","bglm","h02_04_ha8_002_d02",200,0.5,0.723955208958208,0.00849830033993201,10002
"894","mmm","bglm","h02_04_ha8_002_d02",200,0.9,0.650269946010798,0.0135972805438912,10002
"895","mmm","glm","h02_04_ha8_002_d02",100,0,0,9.99800039992002e-05,10002
"896","mmm","glm","h02_04_ha8_002_d02",100,0.5,0.000499900019996001,0.000999800039992002,10002
"897","mmm","glm","h02_04_ha8_002_d02",100,0.9,0.0025994801039792,0.00549890021995601,10002
"898","mmm","glm","h02_04_ha8_002_d02",200,0,0.0424915016996601,0.0016996600679864,10002
"899","mmm","glm","h02_04_ha8_002_d02",200,0.5,0.0616876624675065,0.0027994401119776,10002
"900","mmm","glm","h02_04_ha8_002_d02",200,0.9,0.137172565486903,0.00999800039992002,10002
"901","bonf","bglm","h02_04_ha8_002_s01",100,0,0,0.00349930013997201,10002
"902","bonf","bglm","h02_04_ha8_002_s01",100,0.5,0,0.00329934013197361,10002
"903","bonf","bglm","h02_04_ha8_002_s01",100,0.9,0,0.0020995800839832,10002
"904","bonf","bglm","h02_04_ha8_002_s01",200,0,0,0.00399920015996801,10002
"905","bonf","bglm","h02_04_ha8_002_s01",200,0.5,0,0.00479904019196161,10002
"906","bonf","bglm","h02_04_ha8_002_s01",200,0.9,0,0.0025994801039792,10002
"907","bonf","glm","h02_04_ha8_002_s01",100,0,0,0.00369926014797041,10002
"908","bonf","glm","h02_04_ha8_002_s01",100,0.5,0,0.00359928014397121,10002
"909","bonf","glm","h02_04_ha8_002_s01",100,0.9,0,0.00379924015196961,10002
"910","bonf","glm","h02_04_ha8_002_s01",200,0,0,0.00729854029194161,10002
"911","bonf","glm","h02_04_ha8_002_s01",200,0.5,0,0.00799840031993601,10002
"912","bonf","glm","h02_04_ha8_002_s01",200,0.9,0,0.00679864027194561,10002
"913","bt","bglm","h02_04_ha8_002_s01",100,0,0,0.0348930213957209,10002
"914","bt","bglm","h02_04_ha8_002_s01",100,0.5,9.99800039992002e-05,0.0368926214757049,10002
"915","bt","bglm","h02_04_ha8_002_s01",100,0.9,0,0.0393921215756849,10002
"916","bt","bglm","h02_04_ha8_002_s01",200,0,0.0002999400119976,0.0351929614077185,10002
"917","bt","bglm","h02_04_ha8_002_s01",200,0.5,0.0002999400119976,0.0406918616276745,10002
"918","bt","bglm","h02_04_ha8_002_s01",200,0.9,0.000399920015996801,0.0430913817236553,10002
"919","bt","glm","h02_04_ha8_002_s01",100,0,0,0.0525894821035793,10002
"920","bt","glm","h02_04_ha8_002_s01",100,0.5,0,0.0492901419716057,10002
"921","bt","glm","h02_04_ha8_002_s01",100,0.9,0,0.0475904819036193,10002
"922","bt","glm","h02_04_ha8_002_s01",200,0,0,0.0508898220355929,10002
"923","bt","glm","h02_04_ha8_002_s01",200,0.5,0,0.0534893021395721,10002
"924","bt","glm","h02_04_ha8_002_s01",200,0.9,0,0.0498900219956009,10002
"925","mmm","bglm","h02_04_ha8_002_s01",100,0,0,0.00489902019596081,10002
"926","mmm","bglm","h02_04_ha8_002_s01",100,0.5,0,0.00669866026794641,10002
"927","mmm","bglm","h02_04_ha8_002_s01",100,0.9,0,0.0103979204159168,10002
"928","mmm","bglm","h02_04_ha8_002_s01",200,0,0,0.00589882023595281,10002
"929","mmm","bglm","h02_04_ha8_002_s01",200,0.5,0,0.00929814037192562,10002
"930","mmm","bglm","h02_04_ha8_002_s01",200,0.9,9.99800039992002e-05,0.0160967806438712,10002
"931","mmm","glm","h02_04_ha8_002_s01",100,0,0,0,10002
"932","mmm","glm","h02_04_ha8_002_s01",100,0.5,0,0.0018996200759848,10002
"933","mmm","glm","h02_04_ha8_002_s01",100,0.9,0,0.00729854029194161,10002
"934","mmm","glm","h02_04_ha8_002_s01",200,0,0,0.000499900019996001,10002
"935","mmm","glm","h02_04_ha8_002_s01",200,0.5,0,0.0027994401119776,10002
"936","mmm","glm","h02_04_ha8_002_s01",200,0.9,0,0.0101979604079184,10002
"937","bonf","bglm","h02_04_ha8_002_s02",100,0,0,0.0028994201159768,10002
"938","bonf","bglm","h02_04_ha8_002_s02",100,0.5,0,0.002999400119976,10002
"939","bonf","bglm","h02_04_ha8_002_s02",100,0.9,0,0.0030993801239752,10002
"940","bonf","bglm","h02_04_ha8_002_s02",200,0,0,0.00419916016796641,10002
"941","bonf","bglm","h02_04_ha8_002_s02",200,0.5,0,0.00539892021595681,10002
"942","bonf","bglm","h02_04_ha8_002_s02",200,0.9,0,0.0031993601279744,10002
"943","bonf","glm","h02_04_ha8_002_s02",100,0,0,0.00379924015196961,10002
"944","bonf","glm","h02_04_ha8_002_s02",100,0.5,0,0.00409918016396721,10002
"945","bonf","glm","h02_04_ha8_002_s02",100,0.9,0,0.00479904019196161,10002
"946","bonf","glm","h02_04_ha8_002_s02",200,0,0,0.00909818036392721,10002
"947","bonf","glm","h02_04_ha8_002_s02",200,0.5,0,0.00629874025194961,10002
"948","bonf","glm","h02_04_ha8_002_s02",200,0.9,0,0.00629874025194961,10002
"949","bt","bglm","h02_04_ha8_002_s02",100,0,0.0002999400119976,0.0318936212757448,10002
"950","bt","bglm","h02_04_ha8_002_s02",100,0.5,0,0.0345930813837233,10002
"951","bt","bglm","h02_04_ha8_002_s02",100,0.9,0.0002999400119976,0.0357928414317137,10002
"952","bt","bglm","h02_04_ha8_002_s02",200,0,0.0013997200559888,0.0406918616276745,10002
"953","bt","bglm","h02_04_ha8_002_s02",200,0.5,0.0013997200559888,0.0392921415716857,10002
"954","bt","bglm","h02_04_ha8_002_s02",200,0.9,0.0026994601079784,0.0393921215756849,10002
