"method","model","nsim","ntrt","pi0","nep_h0","nep_ha","slope","corr","n_h0_ha","rej_p","reji_p","rejcor_p","pow_p","powi_p","powcor_p","error_p","fail_p","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","N","J0_JA","cor"
"bonf","glm",10000,50,0.1,"2","8",0.05,0.9,"2:8",0.0034,0.0028,0.9972,0.2052,0.0575,0.0067,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bonf","glm",10000,50,0.1,"2","8",0.075,0,"2:8",0.0054,0.0054,0.9946,0.5598,0.4434,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bonf","glm",10000,50,0.1,"2","8",0.075,0.5,"2:8",0.0048,0.0047,0.9953,0.5659,0.2857,0.001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bonf","glm",10000,50,0.1,"2","8",0.075,0.9,"2:8",0.0052,0.0042,0.9958,0.5773,0.1424,0.024,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bonf","glm",10000,50,0.1,"2","8",0.1,0,"2:8",0.0043,0.0043,0.9957,1.3854,0.7777,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bonf","glm",10000,50,0.1,"2","8",0.1,0.5,"2:8",0.0053,0.0052,0.9948,1.357,0.5207,0.0065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bonf","glm",10000,50,0.1,"2","8",0.1,0.9,"2:8",0.0046,0.0031,0.9969,1.3867,0.3007,0.0725,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bonf","glm",10000,50,0.1,"2","8",0.125,0,"2:8",0.0049,0.0049,0.9951,2.8657,0.9719,7e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bonf","glm",10000,50,0.1,"2","8",0.125,0.5,"2:8",0.0046,0.0042,0.9958,2.87,0.7782,0.0436,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bonf","glm",10000,50,0.1,"2","8",0.125,0.9,"2:8",0.0049,0.0037,0.9963,2.8819,0.5277,0.2005,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bonf","glm",10000,50,0.1,"2","8",0.15,0,"2:8",0.0054,0.0054,0.9946,4.8184,0.9995,0.0152,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bonf","glm",10000,50,0.1,"2","8",0.15,0.5,"2:8",0.0057,0.0056,0.9944,4.8234,0.9331,0.1783,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bonf","glm",10000,50,0.1,"2","8",0.15,0.9,"2:8",0.0055,0.0042,0.9958,4.7858,0.7566,0.4098,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bonf","glm",10000,50,0.1,"2","8",0.175,0,"2:8",0.0052,0.0052,0.9948,6.562,1,0.2091,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bonf","glm",10000,50,0.1,"2","8",0.175,0.5,"2:8",0.0047,0.0046,0.9954,6.547,0.9896,0.4466,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bonf","glm",10000,50,0.1,"2","8",0.175,0.9,"2:8",0.004,0.0034,0.9966,6.5702,0.9194,0.6791,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bonf","glm",10000,50,0.1,"2","8",0.2,0,"2:8",0.006,0.006,0.994,7.5404,1,0.6273,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bonf","glm",10000,50,0.1,"2","8",0.2,0.5,"2:8",0.0057,0.0055,0.9945,7.5494,0.9991,0.7645,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bonf","glm",10000,50,0.1,"2","8",0.2,0.9,"2:8",0.0056,0.0038,0.9962,7.573,0.9817,0.8806,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bonf","glm",10000,50,0.1,"8","2",0.001,0,"8:2",0.0202,0.0199,0.9801,0.005,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bonf","glm",10000,50,0.1,"8","2",0.001,0.5,"8:2",0.0233,0.0188,0.9812,0.0063,0.0062,1e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bonf","glm",10000,50,0.1,"8","2",0.001,0.9,"8:2",0.0207,0.0074,0.9926,0.0046,0.0039,7e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bonf","glm",10000,50,0.1,"8","2",0.025,0,"8:2",0.0221,0.022,0.978,0.015,0.0148,2e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bonf","glm",10000,50,0.1,"8","2",0.025,0.5,"8:2",0.021,0.0172,0.9828,0.0138,0.0129,9e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bonf","glm",10000,50,0.1,"8","2",0.025,0.9,"8:2",0.0195,0.0083,0.9917,0.0148,0.0105,0.0043,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bonf","glm",10000,50,0.1,"8","2",0.05,0,"8:2",0.0202,0.0198,0.9802,0.0527,0.052,7e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bonf","glm",10000,50,0.1,"8","2",0.05,0.5,"8:2",0.0193,0.016,0.984,0.048,0.0436,0.0044,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bonf","glm",10000,50,0.1,"8","2",0.05,0.9,"8:2",0.0222,0.0085,0.9915,0.0484,0.0343,0.0141,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bonf","glm",10000,50,0.1,"8","2",0.075,0,"8:2",0.0225,0.0222,0.9778,0.1413,0.1365,0.0048,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bonf","glm",10000,50,0.1,"8","2",0.075,0.5,"8:2",0.0185,0.0153,0.9847,0.1291,0.1102,0.0189,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bonf","glm",10000,50,0.1,"8","2",0.075,0.9,"8:2",0.0223,0.0085,0.9915,0.1391,0.0923,0.0468,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bonf","glm",10000,50,0.1,"8","2",0.1,0,"8:2",0.0201,0.0199,0.9801,0.3408,0.3123,0.0285,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bonf","glm",10000,50,0.1,"8","2",0.1,0.5,"8:2",0.022,0.0187,0.9813,0.3479,0.2781,0.0698,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bonf","glm",10000,50,0.1,"8","2",0.1,0.9,"8:2",0.0219,0.0083,0.9917,0.3549,0.2239,0.131,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bonf","glm",10000,50,0.1,"8","2",0.125,0,"8:2",0.0197,0.0196,0.9804,0.7104,0.5824,0.128,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bonf","glm",10000,50,0.1,"8","2",0.125,0.5,"8:2",0.0218,0.0173,0.9827,0.7273,0.5179,0.2094,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bonf","glm",10000,50,0.1,"8","2",0.125,0.9,"8:2",0.0214,0.0079,0.9921,0.7172,0.4232,0.294,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bonf","glm",10000,50,0.1,"8","2",0.15,0,"8:2",0.0179,0.0178,0.9822,1.2125,0.8437,0.3688,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bonf","glm",10000,50,0.1,"8","2",0.15,0.5,"8:2",0.0173,0.0147,0.9853,1.2105,0.7657,0.4448,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bonf","glm",10000,50,0.1,"8","2",0.15,0.9,"8:2",0.0188,0.0072,0.9928,1.1889,0.662,0.5269,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bonf","glm",10000,50,0.1,"8","2",0.175,0,"8:2",0.0201,0.0198,0.9802,1.6443,0.9693,0.675,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bonf","glm",10000,50,0.1,"8","2",0.175,0.5,"8:2",0.0199,0.0162,0.9838,1.646,0.929,0.717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bonf","glm",10000,50,0.1,"8","2",0.175,0.9,"8:2",0.0155,0.0079,0.9921,1.6552,0.8725,0.7827,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bonf","glm",10000,50,0.1,"8","2",0.2,0,"8:2",0.0221,0.022,0.978,1.8827,0.9961,0.8866,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bonf","glm",10000,50,0.1,"8","2",0.2,0.5,"8:2",0.0203,0.0173,0.9827,1.8893,0.9866,0.9027,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bonf","glm",10000,50,0.1,"8","2",0.2,0.9,"8:2",0.0152,0.0072,0.9928,1.8908,0.9636,0.9272,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bonf","glm",10000,100,0.1,"2","8",0.001,0,"2:8",0.0085,0.0085,0.9915,0.0308,0.0305,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bonf","glm",10000,100,0.1,"2","8",0.001,0.5,"2:8",0.0074,0.0072,0.9928,0.0288,0.0232,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"bonf","glm",10000,100,0.1,"2","8",0.001,0.9,"2:8",0.0063,0.0048,0.9952,0.0313,0.012,3e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"bonf","glm",10000,100,0.1,"2","8",0.025,0,"2:8",0.008,0.008,0.992,0.1094,0.1032,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bonf","glm",10000,100,0.1,"2","8",0.025,0.5,"2:8",0.0063,0.0062,0.9938,0.097,0.0681,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"bonf","glm",10000,100,0.1,"2","8",0.025,0.9,"2:8",0.0058,0.0046,0.9954,0.0982,0.0337,0.0021,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"bonf","glm",10000,100,0.1,"2","8",0.05,0,"2:8",0.008,0.008,0.992,0.4603,0.3779,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bonf","glm",10000,100,0.1,"2","8",0.05,0.5,"2:8",0.0074,0.0069,0.9931,0.4539,0.239,0.001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"bonf","glm",10000,100,0.1,"2","8",0.05,0.9,"2:8",0.0105,0.0074,0.9926,0.4575,0.1178,0.0182,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"bonf","glm",10000,100,0.1,"2","8",0.075,0,"2:8",0.0072,0.0072,0.9928,1.5288,0.8172,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bonf","glm",10000,100,0.1,"2","8",0.075,0.5,"2:8",0.0073,0.0069,0.9931,1.5456,0.5607,0.0097,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"bonf","glm",10000,100,0.1,"2","8",0.075,0.9,"2:8",0.0058,0.0045,0.9955,1.5456,0.3279,0.0834,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"bonf","glm",10000,100,0.1,"2","8",0.1,0,"2:8",0.0068,0.0068,0.9932,3.651,0.9923,0.0015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bonf","glm",10000,100,0.1,"2","8",0.1,0.5,"2:8",0.0057,0.0056,0.9944,3.713,0.8652,0.0875,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"bonf","glm",10000,100,0.1,"2","8",0.1,0.9,"2:8",0.0078,0.0061,0.9939,3.6941,0.6328,0.2819,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"bonf","glm",10000,100,0.1,"2","8",0.125,0,"2:8",0.008,0.008,0.992,6.1096,1,0.1134,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bonf","glm",10000,100,0.1,"2","8",0.125,0.5,"2:8",0.0068,0.0068,0.9932,6.1012,0.9834,0.3606,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"bonf","glm",10000,100,0.1,"2","8",0.125,0.9,"2:8",0.0072,0.0055,0.9945,6.0403,0.8765,0.5952,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"bonf","glm",10000,100,0.1,"2","8",0.15,0,"2:8",0.0071,0.0071,0.9929,7.5421,1,0.6187,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bonf","glm",10000,100,0.1,"2","8",0.15,0.5,"2:8",0.0057,0.0055,0.9945,7.5458,0.9991,0.7589,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"bonf","glm",10000,100,0.1,"2","8",0.15,0.9,"2:8",0.0061,0.0045,0.9955,7.5218,0.9802,0.8763,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"bonf","glm",10000,100,0.1,"2","8",0.175,0,"2:8",0.0071,0.0071,0.9929,7.9502,1,0.9508,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bonf","glm",10000,100,0.1,"2","8",0.175,0.5,"2:8",0.0079,0.0077,0.9923,7.9554,1,0.9652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"bonf","glm",10000,100,0.1,"2","8",0.175,0.9,"2:8",0.0075,0.006,0.994,7.9551,0.9992,0.982,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"bonf","glm",10000,100,0.1,"2","8",0.2,0,"2:8",0.007,0.0069,0.9931,7.9983,1,0.9983,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bonf","glm",10000,100,0.1,"2","8",0.2,0.5,"2:8",0.0067,0.0064,0.9936,7.998,1,0.9982,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"bonf","glm",10000,100,0.1,"2","8",0.2,0.9,"2:8",0.0065,0.0049,0.9951,7.9972,1,0.999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"bonf","glm",10000,100,0.1,"8","2",0.001,0,"8:2",0.0295,0.0293,0.9707,0.0062,0.0062,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"bonf","glm",10000,100,0.1,"8","2",0.001,0.5,"8:2",0.0303,0.0243,0.9757,0.0082,0.0081,1e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"bonf","glm",10000,100,0.1,"8","2",0.001,0.9,"8:2",0.0378,0.013,0.987,0.0064,0.0053,0.0011,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"bonf","glm",10000,100,0.1,"8","2",0.025,0,"8:2",0.0262,0.0262,0.9738,0.0267,0.0264,3e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"bonf","glm",10000,100,0.1,"8","2",0.025,0.5,"8:2",0.0256,0.0202,0.9798,0.0259,0.0233,0.0026,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"bonf","glm",10000,100,0.1,"8","2",0.025,0.9,"8:2",0.0257,0.0112,0.9888,0.0263,0.0195,0.0068,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"bonf","glm",10000,100,0.1,"8","2",0.05,0,"8:2",0.0289,0.0289,0.9711,0.1165,0.1129,0.0036,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"bonf","glm",10000,100,0.1,"8","2",0.05,0.5,"8:2",0.0273,0.0222,0.9778,0.1181,0.1041,0.014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"bonf","glm",10000,100,0.1,"8","2",0.05,0.9,"8:2",0.0281,0.0107,0.9893,0.1226,0.082,0.0406,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"bonf","glm",10000,100,0.1,"8","2",0.075,0,"8:2",0.0312,0.0309,0.9691,0.3951,0.358,0.0371,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"bonf","glm",10000,100,0.1,"8","2",0.075,0.5,"8:2",0.027,0.0228,0.9772,0.3796,0.2932,0.0864,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"bonf","glm",10000,100,0.1,"8","2",0.075,0.9,"8:2",0.0308,0.0124,0.9876,0.3948,0.2456,0.1492,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"bonf","glm",10000,100,0.1,"8","2",0.1,0,"8:2",0.0283,0.0282,0.9718,0.9068,0.7031,0.2037,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"bonf","glm",10000,100,0.1,"8","2",0.1,0.5,"8:2",0.0255,0.0223,0.9777,0.9242,0.6244,0.2998,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"bonf","glm",10000,100,0.1,"8","2",0.1,0.9,"8:2",0.0285,0.013,0.987,0.9064,0.5236,0.3828,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"bonf","glm",10000,100,0.1,"8","2",0.125,0,"8:2",0.0285,0.0282,0.9718,1.5229,0.9441,0.5788,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"bonf","glm",10000,100,0.1,"8","2",0.125,0.5,"8:2",0.0315,0.0253,0.9747,1.5172,0.8844,0.6328,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"bonf","glm",10000,100,0.1,"8","2",0.125,0.9,"8:2",0.0306,0.0116,0.9884,1.5268,0.8221,0.7047,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"bonf","glm",10000,100,0.1,"8","2",0.15,0,"8:2",0.0289,0.0286,0.9714,1.884,0.9973,0.8867,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"bonf","glm",10000,100,0.1,"8","2",0.15,0.5,"8:2",0.0281,0.0215,0.9785,1.8872,0.9867,0.9005,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"bonf","glm",10000,100,0.1,"8","2",0.15,0.9,"8:2",0.0283,0.0108,0.9892,1.8885,0.9647,0.9238,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"bonf","glm",10000,100,0.1,"8","2",0.175,0,"8:2",0.0318,0.0313,0.9687,1.987,1,0.987,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"bonf","glm",10000,100,0.1,"8","2",0.175,0.5,"8:2",0.024,0.0205,0.9795,1.9854,0.9991,0.9863,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"bonf","glm",10000,100,0.1,"8","2",0.175,0.9,"8:2",0.0321,0.0118,0.9882,1.9877,0.997,0.9907,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"bonf","glm",10000,100,0.1,"8","2",0.2,0,"8:2",0.0276,0.0274,0.9726,1.9998,1,0.9998,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"bonf","glm",10000,100,0.1,"8","2",0.2,0.5,"8:2",0.028,0.0225,0.9775,1.9997,1,0.9997,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"bonf","glm",10000,100,0.1,"8","2",0.2,0.9,"8:2",0.0286,0.0114,0.9886,1.999,0.9999,0.9991,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"mmm","glm",10000,25,0.1,"2","8",0.001,0,"2:8",0.0025,0.0025,0.9962,0.0088,0.0088,0,0.0013,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"mmm","glm",10000,25,0.1,"2","8",0.001,0.5,"2:8",0.0022,0.0022,0.9963,0.0103,0.0084,0,0.0015,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"mmm","glm",10000,25,0.1,"2","8",0.001,0.9,"2:8",0.0087,0.0061,0.9927,0.0391,0.0114,0.001,0.0012,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"mmm","glm",10000,25,0.1,"2","8",0.025,0,"2:8",0.0031,0.0031,0.9958,0.0219,0.0217,0,0.0011,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"mmm","glm",10000,25,0.1,"2","8",0.025,0.5,"2:8",0.0025,0.0023,0.9969,0.0291,0.0224,0,8e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"mmm","glm",10000,25,0.1,"2","8",0.025,0.9,"2:8",0.0095,0.0071,0.9925,0.0895,0.0271,0.0021,4e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"mmm","glm",10000,25,0.1,"2","8",0.05,0,"2:8",0.0023,0.0023,0.9972,0.0735,0.0711,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"mmm","glm",10000,25,0.1,"2","8",0.05,0.5,"2:8",0.0034,0.0033,0.9964,0.0907,0.0628,0,3e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"mmm","glm",10000,25,0.1,"2","8",0.05,0.9,"2:8",0.0088,0.0065,0.9929,0.187,0.053,0.0056,6e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"mmm","glm",10000,25,0.1,"2","8",0.075,0,"2:8",0.0022,0.0022,0.9975,0.1994,0.1827,0,3e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"mmm","glm",10000,25,0.1,"2","8",0.075,0.5,"2:8",0.0038,0.0036,0.9958,0.245,0.1428,6e-04,6e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"mmm","glm",10000,25,0.1,"2","8",0.075,0.9,"2:8",0.0101,0.0068,0.9928,0.4664,0.1169,0.0179,4e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"mmm","glm",10000,25,0.1,"2","8",0.1,0,"2:8",0.0026,0.0026,0.9968,0.4638,0.3784,0,6e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"mmm","glm",10000,25,0.1,"2","8",0.1,0.5,"2:8",0.0026,0.0026,0.9972,0.5635,0.2795,0.0011,2e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"mmm","glm",10000,25,0.1,"2","8",0.1,0.9,"2:8",0.0086,0.0062,0.9938,0.9604,0.2174,0.0436,0,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"mmm","glm",10000,25,0.1,"2","8",0.125,0,"2:8",0.0019,0.0019,0.9981,0.9804,0.6462,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"mmm","glm",10000,25,0.1,"2","8",0.125,0.5,"2:8",0.0029,0.0028,0.997,1.1978,0.4729,0.0056,2e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"mmm","glm",10000,25,0.1,"2","8",0.125,0.9,"2:8",0.0072,0.0054,0.9943,1.6869,0.3486,0.0896,3e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"mmm","glm",10000,25,0.1,"2","8",0.15,0,"2:8",0.002,0.002,0.9978,1.8854,0.882,0,2e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"mmm","glm",10000,25,0.1,"2","8",0.15,0.5,"2:8",0.0034,0.0033,0.9962,2.275,0.6875,0.0268,5e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"mmm","glm",10000,25,0.1,"2","8",0.15,0.9,"2:8",0.0083,0.0062,0.9935,2.8854,0.5266,0.1976,3e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"mmm","glm",10000,25,0.1,"2","8",0.175,0,"2:8",0.0019,0.0019,0.998,3.2062,0.9822,6e-04,1e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"mmm","glm",10000,25,0.1,"2","8",0.175,0.5,"2:8",0.0018,0.0018,0.9978,3.6114,0.8528,0.076,4e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"mmm","glm",10000,25,0.1,"2","8",0.175,0.9,"2:8",0.0071,0.0051,0.9947,4.384,0.7081,0.3573,2e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"mmm","glm",10000,25,0.1,"2","8",0.2,0,"2:8",0.0018,0.0018,0.998,4.6498,0.9981,0.0148,2e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"mmm","glm",10000,25,0.1,"2","8",0.2,0.5,"2:8",0.0027,0.0027,0.9969,5.1496,0.9495,0.2106,4e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"mmm","glm",10000,25,0.1,"2","8",0.2,0.9,"2:8",0.008,0.0056,0.9944,5.7218,0.846,0.5473,0,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"mmm","glm",10000,25,0.1,"8","2",0.001,0,"8:2",0.0081,0.008,0.9902,0.002,0.002,0,0.0018,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"mmm","glm",10000,25,0.1,"8","2",0.001,0.5,"8:2",0.0135,0.0112,0.987,0.0035,0.0034,1e-04,0.0018,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"mmm","glm",10000,25,0.1,"8","2",0.001,0.9,"8:2",0.0342,0.0112,0.9879,0.0111,0.008,0.0031,9e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"mmm","glm",10000,25,0.1,"8","2",0.025,0,"8:2",0.0076,0.0076,0.9908,0.0055,0.0055,0,0.0016,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"mmm","glm",10000,25,0.1,"8","2",0.025,0.5,"8:2",0.0105,0.0089,0.9893,0.0067,0.0066,1e-04,0.0018,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"mmm","glm",10000,25,0.1,"8","2",0.025,0.9,"8:2",0.0369,0.0109,0.9882,0.0216,0.0159,0.0057,9e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"mmm","glm",10000,25,0.1,"8","2",0.05,0,"8:2",0.0083,0.0083,0.9899,0.0167,0.0164,3e-04,0.0018,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"mmm","glm",10000,25,0.1,"8","2",0.05,0.5,"8:2",0.0119,0.0095,0.9895,0.0248,0.0227,0.0021,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
