"method","model","nsim","ntrt","pi0","nep_h0","nep_ha","slope","corr","n_h0_ha","rej_p","reji_p","rejcor_p","pow_p","powi_p","powcor_p","error_p","fail_p","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","N","J0_JA","cor"
"bt","glm",10020,25,0.1,"2","8",0.05,0.5,"2:8",0.0104790419161677,0.00988023952095808,0.990119760479042,0.247405189620758,0.149800399201597,0.00029940119760479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"bt","glm",10020,25,0.1,"2","8",0.05,0.9,"2:8",0.0234530938123752,0.0176646706586826,0.982335329341317,0.401996007984032,0.102994011976048,0.0159680638722555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"bt","glm",10020,25,0.1,"2","8",0.075,0,"2:8",0.00728542914171657,0.00728542914171657,0.992714570858283,0.42435129740519,0.35189620758483,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"bt","glm",10020,25,0.1,"2","8",0.075,0.5,"2:8",0.0100798403193613,0.00958083832335329,0.990419161676647,0.50748502994012,0.255888223552894,0.000598802395209581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"bt","glm",10020,25,0.1,"2","8",0.075,0.9,"2:8",0.0239520958083832,0.0177644710578842,0.982235528942116,0.758782435129741,0.180439121756487,0.0337325349301397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"bt","glm",10020,25,0.1,"2","8",0.1,0,"2:8",0.00748502994011976,0.00748502994011976,0.99251497005988,0.877844311377246,0.604191616766467,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"bt","glm",10020,25,0.1,"2","8",0.1,0.5,"2:8",0.00978043912175649,0.0093812375249501,0.99061876247505,0.986427145708583,0.415668662674651,0.00329341317365269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"bt","glm",10020,25,0.1,"2","8",0.1,0.9,"2:8",0.020059880239521,0.0143712574850299,0.98562874251497,1.42385229540918,0.302095808383234,0.0729540918163673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"bt","glm",10020,25,0.1,"2","8",0.125,0,"2:8",0.0062874251497006,0.0062874251497006,0.993712574850299,1.65079840319361,0.838423153692615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"bt","glm",10020,25,0.1,"2","8",0.125,0.5,"2:8",0.00818363273453094,0.00758483033932136,0.992415169660679,1.86756487025948,0.621357285429142,0.0161676646706587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"bt","glm",10020,25,0.1,"2","8",0.125,0.9,"2:8",0.0210578842315369,0.0155688622754491,0.984431137724551,2.45199600798403,0.460978043912176,0.153393213572854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"bt","glm",10020,25,0.1,"2","8",0.15,0,"2:8",0.00518962075848303,0.00518962075848303,0.994810379241517,2.78512974051896,0.968662674650699,9.98003992015968e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"bt","glm",10020,25,0.1,"2","8",0.15,0.5,"2:8",0.00558882235528942,0.00508982035928144,0.994910179640719,2.98602794411178,0.783932135728543,0.0511976047904192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"bt","glm",10020,25,0.1,"2","8",0.15,0.9,"2:8",0.017564870259481,0.012874251497006,0.987125748502994,3.69411177644711,0.632834331337325,0.282734530938124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"bt","glm",10020,25,0.1,"2","8",0.175,0,"2:8",0.00608782435129741,0.00608782435129741,0.993912175648703,4.12634730538922,0.996506986027944,0.00459081836327345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"bt","glm",10020,25,0.1,"2","8",0.175,0.5,"2:8",0.00598802395209581,0.00568862275449102,0.994311377245509,4.3938123752495,0.910678642714571,0.133333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"bt","glm",10020,25,0.1,"2","8",0.175,0.9,"2:8",0.019560878243513,0.0141716566866267,0.985828343313373,5.08313373253493,0.780339321357285,0.452195608782435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"bt","glm",10020,25,0.1,"2","8",0.2,0,"2:8",0.00548902195608782,0.00548902195608782,0.994510978043912,5.57554890219561,0.999800399201597,0.0545908183632735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"bt","glm",10020,25,0.1,"2","8",0.2,0.5,"2:8",0.00708582834331337,0.00668662674650699,0.993313373253493,5.79151696606786,0.970059880239521,0.307584830339321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"bt","glm",10020,25,0.1,"2","8",0.2,0.9,"2:8",0.0207584830339321,0.0139720558882236,0.986027944111776,6.42015968063872,0.900798403193613,0.653892215568862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"bt","glm",10020,25,0.1,"8","2",0.001,0,"8:2",0.0439121756487026,0.0430139720558882,0.956986027944112,0.0114770459081836,0.0114770459081836,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"bt","glm",10020,25,0.1,"8","2",0.001,0.5,"8:2",0.0524950099800399,0.0388223552894212,0.961177644710579,0.0155688622754491,0.0149700598802395,0.000598802395209581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"bt","glm",10020,25,0.1,"8","2",0.001,0.9,"8:2",0.116467065868263,0.0355289421157685,0.964471057884231,0.0280439121756487,0.0201596806387226,0.00788423153692615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"bt","glm",10020,25,0.1,"8","2",0.025,0,"8:2",0.0412175648702595,0.0402195608782435,0.959780439121756,0.0222554890219561,0.0221556886227545,9.98003992015968e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"bt","glm",10020,25,0.1,"8","2",0.025,0.5,"8:2",0.0521956087824351,0.0392215568862275,0.960778443113772,0.0313373253493014,0.0290419161676647,0.00229540918163673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"bt","glm",10020,25,0.1,"8","2",0.025,0.9,"8:2",0.116467065868263,0.0352295409181637,0.964770459081836,0.0478043912175649,0.0326347305389222,0.0151696606786427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"bt","glm",10020,25,0.1,"8","2",0.05,0,"8:2",0.0400199600798403,0.0392215568862275,0.960778443113772,0.055688622754491,0.055189620758483,0.000499001996007984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"bt","glm",10020,25,0.1,"8","2",0.05,0.5,"8:2",0.0517964071856287,0.0382235528942116,0.961776447105788,0.067564870259481,0.0617764471057884,0.00578842315369262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"bt","glm",10020,25,0.1,"8","2",0.05,0.9,"8:2",0.114271457085828,0.0351297405189621,0.964870259481038,0.107085828343313,0.0726546906187625,0.0344311377245509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"bt","glm",10020,25,0.1,"8","2",0.075,0,"8:2",0.0393213572854291,0.0387225548902196,0.96127744510978,0.120558882235529,0.117764471057884,0.00279441117764471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"bt","glm",10020,25,0.1,"8","2",0.075,0.5,"8:2",0.0467065868263473,0.036127744510978,0.963872255489022,0.148602794411178,0.127245508982036,0.0213572854291417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"bt","glm",10020,25,0.1,"8","2",0.075,0.9,"8:2",0.10189620758483,0.0313373253493014,0.968662674650699,0.205489021956088,0.131437125748503,0.0740518962075848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"bt","glm",10020,25,0.1,"8","2",0.1,0,"8:2",0.0384231536926148,0.0378243512974052,0.962175648702595,0.250798403193613,0.232834331337325,0.0179640718562874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"bt","glm",10020,25,0.1,"8","2",0.1,0.5,"8:2",0.0501996007984032,0.0398203592814371,0.960179640718563,0.277844311377246,0.227644710578842,0.0501996007984032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"bt","glm",10020,25,0.1,"8","2",0.1,0.9,"8:2",0.109181636726547,0.0341317365269461,0.965868263473054,0.38872255489022,0.239720558882236,0.149001996007984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"bt","glm",10020,25,0.1,"8","2",0.125,0,"8:2",0.0358283433133733,0.0355289421157685,0.964471057884231,0.467065868263473,0.410479041916168,0.0565868263473054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"bt","glm",10020,25,0.1,"8","2",0.125,0.5,"8:2",0.0465069860279441,0.0346307385229541,0.965369261477046,0.506586826347305,0.384730538922156,0.12185628742515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"bt","glm",10020,25,0.1,"8","2",0.125,0.9,"8:2",0.0956087824351297,0.0298403193612774,0.970159680638723,0.635928143712575,0.379740518962076,0.256187624750499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"bt","glm",10020,25,0.1,"8","2",0.15,0,"8:2",0.0345309381237525,0.0342315369261477,0.965768463073852,0.788522954091816,0.634530938123752,0.153992015968064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"bt","glm",10020,25,0.1,"8","2",0.15,0.5,"8:2",0.0391217564870259,0.0313373253493014,0.968662674650699,0.834930139720559,0.576047904191617,0.258882235528942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"bt","glm",10020,25,0.1,"8","2",0.15,0.9,"8:2",0.0793413173652695,0.024251497005988,0.975748502994012,0.980439121756487,0.556686626746507,0.42375249500998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"bt","glm",10020,25,0.1,"8","2",0.175,0,"8:2",0.0364271457085828,0.0358283433133733,0.964171656686627,1.1559880239521,0.820958083832335,0.335029940119761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"bt","glm",10020,25,0.1,"8","2",0.175,0.5,"8:2",0.0427145708582834,0.031437125748503,0.968562874251497,1.18602794411178,0.752794411177645,0.433233532934132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"bt","glm",10020,25,0.1,"8","2",0.175,0.9,"8:2",0.0845309381237525,0.025748502994012,0.974251497005988,1.32085828343313,0.72624750499002,0.594610778443114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"bt","glm",10020,25,0.1,"8","2",0.2,0,"8:2",0.0345309381237525,0.0341317365269461,0.965868263473054,1.48463073852295,0.933632734530938,0.550998003992016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"bt","glm",10020,25,0.1,"8","2",0.2,0.5,"8:2",0.0398203592814371,0.0301397205588822,0.969860279441118,1.51307385229541,0.882335329341317,0.630738522954092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"bt","glm",10020,25,0.1,"8","2",0.2,0.9,"8:2",0.0831337325349301,0.0255489021956088,0.974451097804391,1.62954091816367,0.860079840319361,0.769461077844311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"bt","glm",10020,50,0.1,"2","8",0.001,0,"2:8",0.0112774451097804,0.0112774451097804,0.98872255489022,0.0426147704590818,0.0414171656686627,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bt","glm",10020,50,0.1,"2","8",0.001,0.5,"2:8",0.0117764471057884,0.011377245508982,0.988622754491018,0.055189620758483,0.0439121756487026,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bt","glm",10020,50,0.1,"2","8",0.001,0.9,"2:8",0.0281437125748503,0.0197604790419162,0.980239520958084,0.106586826347305,0.0367265469061876,0.00239520958083832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bt","glm",10020,50,0.1,"2","8",0.025,0,"2:8",0.00918163672654691,0.00918163672654691,0.990818363273453,0.103792415169661,0.0991017964071856,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bt","glm",10020,50,0.1,"2","8",0.025,0.5,"2:8",0.0106786427145709,0.0100798403193613,0.989920159680639,0.120259481037924,0.0813373253493014,9.98003992015968e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bt","glm",10020,50,0.1,"2","8",0.025,0.9,"2:8",0.0218562874251497,0.0158682634730539,0.984131736526946,0.208682634730539,0.06187624750499,0.00668662674650699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bt","glm",10020,50,0.1,"2","8",0.05,0,"2:8",0.0100798403193613,0.00998003992015968,0.99001996007984,0.300299401197605,0.263473053892216,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bt","glm",10020,50,0.1,"2","8",0.05,0.5,"2:8",0.0134730538922156,0.0130738522954092,0.986926147704591,0.348802395209581,0.195109780439122,0.00029940119760479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bt","glm",10020,50,0.1,"2","8",0.05,0.9,"2:8",0.0235528942115768,0.0172654690618762,0.982734530938124,0.520059880239521,0.134031936127744,0.0198602794411178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bt","glm",10020,50,0.1,"2","8",0.075,0,"2:8",0.0111776447105788,0.0111776447105788,0.988822355289421,0.818662674650699,0.580339321357285,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bt","glm",10020,50,0.1,"2","8",0.075,0.5,"2:8",0.012874251497006,0.012375249500998,0.987624750499002,0.897005988023952,0.392814371257485,0.00289421157684631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bt","glm",10020,50,0.1,"2","8",0.075,0.9,"2:8",0.0239520958083832,0.0173652694610778,0.982634730538922,1.24600798403194,0.275748502994012,0.0646706586826347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bt","glm",10020,50,0.1,"2","8",0.1,0,"2:8",0.00818363273453094,0.00808383233532934,0.991916167664671,1.82824351297405,0.87564870259481,9.98003992015968e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bt","glm",10020,50,0.1,"2","8",0.1,0.5,"2:8",0.00838323353293413,0.00808383233532934,0.991916167664671,1.99211576846307,0.644810379241517,0.0186626746506986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bt","glm",10020,50,0.1,"2","8",0.1,0.9,"2:8",0.0239520958083832,0.0176646706586826,0.982335329341317,2.60479041916168,0.491916167664671,0.172455089820359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bt","glm",10020,50,0.1,"2","8",0.125,0,"2:8",0.00718562874251497,0.00708582834331337,0.992914171656687,3.50578842315369,0.990718562874252,0.000998003992015968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bt","glm",10020,50,0.1,"2","8",0.125,0.5,"2:8",0.0100798403193613,0.0093812375249501,0.99061876247505,3.66996007984032,0.857185628742515,0.0887225548902196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bt","glm",10020,50,0.1,"2","8",0.125,0.9,"2:8",0.0208582834331337,0.0149700598802395,0.985029940119761,4.46497005988024,0.725249500998004,0.371057884231537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bt","glm",10020,50,0.1,"2","8",0.15,0,"2:8",0.00738522954091816,0.00728542914171657,0.992714570858283,5.40658682634731,0.999600798403194,0.0467065868263473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bt","glm",10020,50,0.1,"2","8",0.15,0.5,"2:8",0.0111776447105788,0.0103792415169661,0.989620758483034,5.57205588822355,0.966367265469062,0.275848303393214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bt","glm",10020,50,0.1,"2","8",0.15,0.9,"2:8",0.0223552894211577,0.0165668662674651,0.983433133732535,6.17854291417166,0.883632734530938,0.621357285429142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bt","glm",10020,50,0.1,"2","8",0.175,0,"2:8",0.00678642714570858,0.00678642714570858,0.993213572854291,6.90439121756487,1,0.30688622754491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bt","glm",10020,50,0.1,"2","8",0.175,0.5,"2:8",0.0106786427145709,0.0100798403193613,0.989920159680639,7.03712574850299,0.995808383233533,0.58063872255489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bt","glm",10020,50,0.1,"2","8",0.175,0.9,"2:8",0.0227544910179641,0.0158682634730539,0.984131736526946,7.34940119760479,0.968962075848303,0.83373253493014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bt","glm",10020,50,0.1,"2","8",0.2,0,"2:8",0.00808383233532934,0.00798403193612774,0.992015968063872,7.69251497005988,1,0.730538922155689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"bt","glm",10020,50,0.1,"2","8",0.2,0.5,"2:8",0.0102794411177645,0.00978043912175649,0.990219560878243,7.74421157684631,0.999800399201597,0.845708582834331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"bt","glm",10020,50,0.1,"2","8",0.2,0.9,"2:8",0.0196606786427146,0.0145708582834331,0.985429141716567,7.83013972055888,0.994411177644711,0.946107784431138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"bt","glm",10020,50,0.1,"8","2",0.001,0,"8:2",0.0430139720558882,0.0424151696606786,0.957584830339321,0.0116766467065868,0.0116766467065868,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bt","glm",10020,50,0.1,"8","2",0.001,0.5,"8:2",0.0512974051896208,0.0409181636726547,0.959081836327345,0.012874251497006,0.0120758483033932,0.000798403193612774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bt","glm",10020,50,0.1,"8","2",0.001,0.9,"8:2",0.106087824351297,0.0356287425149701,0.96437125748503,0.025249500998004,0.0191616766467066,0.00608782435129741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bt","glm",10020,50,0.1,"8","2",0.025,0,"8:2",0.0420159680638723,0.0412175648702595,0.95878243512974,0.0294411177644711,0.0292415169660679,0.000199600798403194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bt","glm",10020,50,0.1,"8","2",0.025,0.5,"8:2",0.0468063872255489,0.0375249500998004,0.9624750499002,0.0320359281437126,0.0290419161676647,0.0029940119760479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bt","glm",10020,50,0.1,"8","2",0.025,0.9,"8:2",0.0931137724550898,0.0337325349301397,0.96626746506986,0.0521956087824351,0.037125748502994,0.0150698602794411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bt","glm",10020,50,0.1,"8","2",0.05,0,"8:2",0.0411177644710579,0.0405189620758483,0.959481037924152,0.0800399201596806,0.0783433133732535,0.00169660678642715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bt","glm",10020,50,0.1,"8","2",0.05,0.5,"8:2",0.0502994011976048,0.0403193612774451,0.959680638722555,0.0941117764471058,0.0827345309381237,0.011377245508982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bt","glm",10020,50,0.1,"8","2",0.05,0.9,"8:2",0.114670658682635,0.036626746506986,0.963373253493014,0.13313373253493,0.08812375249501,0.0450099800399202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bt","glm",10020,50,0.1,"8","2",0.075,0,"8:2",0.0373253493013972,0.0368263473053892,0.963173652694611,0.217065868263473,0.205489021956088,0.0115768463073852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bt","glm",10020,50,0.1,"8","2",0.075,0.5,"8:2",0.0491017964071856,0.0382235528942116,0.961776447105788,0.236526946107784,0.19500998003992,0.0415169660678643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bt","glm",10020,50,0.1,"8","2",0.075,0.9,"8:2",0.0999001996007984,0.0333333333333333,0.966666666666667,0.330339321357285,0.205788423153693,0.124550898203593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bt","glm",10020,50,0.1,"8","2",0.1,0,"8:2",0.0388223552894212,0.0379241516966068,0.962075848303393,0.488622754491018,0.431437125748503,0.057185628742515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bt","glm",10020,50,0.1,"8","2",0.1,0.5,"8:2",0.0467065868263473,0.0372255489021956,0.962774451097804,0.53313373253493,0.39810379241517,0.13502994011976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bt","glm",10020,50,0.1,"8","2",0.1,0.9,"8:2",0.0887225548902196,0.0301397205588822,0.969860279441118,0.662075848303393,0.394510978043912,0.267564870259481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bt","glm",10020,50,0.1,"8","2",0.125,0,"8:2",0.0408183632734531,0.0398203592814371,0.960179640718563,0.914870259481038,0.703493013972056,0.211377245508982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bt","glm",10020,50,0.1,"8","2",0.125,0.5,"8:2",0.0488023952095808,0.0383233532934132,0.961676646706587,0.962974051896208,0.645808383233533,0.317165668662675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bt","glm",10020,50,0.1,"8","2",0.125,0.9,"8:2",0.0894211576846307,0.030938123752495,0.969061876247505,1.10728542914172,0.623852295409182,0.483433133732535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bt","glm",10020,50,0.1,"8","2",0.15,0,"8:2",0.0382235528942116,0.037624750499002,0.962375249500998,1.3939121756487,0.906686626746507,0.487225548902196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bt","glm",10020,50,0.1,"8","2",0.15,0.5,"8:2",0.0500998003992016,0.0390219560878243,0.960978043912176,1.42225548902196,0.850998003992016,0.57125748502994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bt","glm",10020,50,0.1,"8","2",0.15,0.9,"8:2",0.0859281437125748,0.0301397205588822,0.969860279441118,1.54850299401198,0.827644710578842,0.720858283433134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bt","glm",10020,50,0.1,"8","2",0.175,0,"8:2",0.0369261477045908,0.0367265469061876,0.963273453093812,1.75748502994012,0.986826347305389,0.770658682634731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bt","glm",10020,50,0.1,"8","2",0.175,0.5,"8:2",0.0471057884231537,0.036127744510978,0.963872255489022,1.77924151696607,0.962075848303393,0.817165668662675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bt","glm",10020,50,0.1,"8","2",0.175,0.9,"8:2",0.0934131736526946,0.031437125748503,0.968562874251497,1.84640718562874,0.949800399201597,0.896606786427146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bt","glm",10020,50,0.1,"8","2",0.2,0,"8:2",0.0388223552894212,0.0387225548902196,0.96127744510978,1.93672654690619,0.999301397205589,0.937425149700599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"bt","glm",10020,50,0.1,"8","2",0.2,0.5,"8:2",0.044311377245509,0.0355289421157685,0.964471057884231,1.93303393213573,0.99311377245509,0.939920159680639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"bt","glm",10020,50,0.1,"8","2",0.2,0.9,"8:2",0.0946107784431138,0.029940119760479,0.970059880239521,1.96437125748503,0.989421157684631,0.974950099800399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"bt","glm",10020,100,0.1,"2","8",0.001,0,"2:8",0.00958083832335329,0.00958083832335329,0.990419161676647,0.0466067864271457,0.0445109780439122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bt","glm",10020,100,0.1,"2","8",0.001,0.5,"2:8",0.0131736526946108,0.0126746506986028,0.987325349301397,0.0486027944111776,0.037624750499002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"bt","glm",10020,100,0.1,"2","8",0.001,0.9,"2:8",0.0231536926147705,0.018063872255489,0.981936127744511,0.104890219560878,0.0347305389221557,0.00259481037924152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"bt","glm",10020,100,0.1,"2","8",0.025,0,"2:8",0.0104790419161677,0.0104790419161677,0.989520958083832,0.138023952095808,0.129041916167665,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bt","glm",10020,100,0.1,"2","8",0.025,0.5,"2:8",0.0119760479041916,0.011377245508982,0.988622754491018,0.153792415169661,0.101497005988024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"bt","glm",10020,100,0.1,"2","8",0.025,0.9,"2:8",0.0233532934131737,0.0176646706586826,0.982335329341317,0.26377245508982,0.075249500998004,0.00758483033932136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"bt","glm",10020,100,0.1,"2","8",0.05,0,"2:8",0.0094810379241517,0.0094810379241517,0.990518962075848,0.585029940119761,0.460379241516966,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bt","glm",10020,100,0.1,"2","8",0.05,0.5,"2:8",0.0127744510978044,0.0121756487025948,0.987824351297405,0.627445109780439,0.30748502994012,0.000698602794411178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"bt","glm",10020,100,0.1,"2","8",0.05,0.9,"2:8",0.0204590818363273,0.0148702594810379,0.985129740518962,0.956686626746507,0.221357285429142,0.0462075848303393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"bt","glm",10020,100,0.1,"2","8",0.075,0,"2:8",0.00968063872255489,0.00968063872255489,0.990319361277445,1.80998003992016,0.867964071856287,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"bt","glm",10020,100,0.1,"2","8",0.075,0.5,"2:8",0.01187624750499,0.0112774451097804,0.98872255489022,1.97874251497006,0.648303393213573,0.0187624750499002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
