"","method","model","nsim","ntrt","pi0","nep_h0","nep_ha","slope","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"5840","bt","bglm",167,50,0.1,8,2,0.025,0,0,0,8,8,159,4,4,0
"5841","bt","bglm",167,100,0.1,8,2,0.025,0,0,0,9,9,158,1,1,0
"5842","bt","bglm",167,25,0.1,2,8,0.025,0,0,0,2,2,165,17,17,0
"5843","bt","bglm",167,50,0.1,2,8,0.025,0,0,0,3,3,164,15,15,0
"5844","bt","bglm",167,100,0.1,2,8,0.025,0,0,0,0,0,167,25,22,0
"5845","bt","bglm",167,25,0.1,8,2,0.05,0,0,0,7,7,160,12,12,0
"5846","bt","bglm",167,50,0.1,8,2,0.05,0,0,0,5,5,162,10,10,0
"5847","bt","bglm",167,100,0.1,8,2,0.05,0,0,0,7,7,160,16,16,0
"5848","bt","bglm",167,25,0.1,2,8,0.05,0,0,0,2,2,165,32,31,0
"5849","bt","bglm",167,50,0.1,2,8,0.05,0,0,0,2,2,165,51,43,0
"5850","bt","bglm",167,100,0.1,2,8,0.05,0,0,0,0,0,167,85,66,0
"5851","bt","bglm",167,25,0.1,8,2,0.075,0,0,0,12,12,155,24,24,0
"5852","bt","bglm",167,50,0.1,8,2,0.075,0,0,0,7,7,160,34,31,3
"5853","bt","bglm",167,100,0.1,8,2,0.075,0,0,0,7,7,160,88,81,7
"5854","bt","bglm",167,25,0.1,2,8,0.075,0,0,0,0,0,167,70,58,0
"5855","bt","bglm",167,50,0.1,2,8,0.075,0,0,0,2,2,165,128,90,0
"5856","bt","bglm",167,100,0.1,2,8,0.075,0,0,0,5,5,162,327,148,0
"5857","bt","bglm",167,25,0.1,8,2,0.1,0,0,0,4,4,163,47,41,6
"5858","bt","bglm",167,50,0.1,8,2,0.1,0,0,0,11,11,156,79,70,9
"5859","bt","bglm",167,100,0.1,8,2,0.1,0,0,0,2,2,165,164,127,37
"5860","bt","bglm",167,25,0.1,2,8,0.1,0,0,0,3,3,164,142,101,0
"5861","bt","bglm",167,50,0.1,2,8,0.1,0,0,0,1,1,166,312,153,0
"5862","bt","bglm",167,100,0.1,2,8,0.1,0,0,0,0,0,167,660,167,0
"5863","bt","bglm",167,25,0.1,8,2,0.125,0,0,0,8,8,159,85,75,10
"5864","bt","bglm",167,50,0.1,8,2,0.125,0,0,0,4,4,163,167,128,39
"5865","bt","bglm",167,100,0.1,8,2,0.125,0,0,0,4,4,163,277,159,118
"5866","bt","bglm",167,25,0.1,2,8,0.125,0,0,0,0,0,167,254,136,0
"5867","bt","bglm",167,50,0.1,2,8,0.125,0,0,0,1,1,166,612,165,0
"5868","bt","bglm",167,100,0.1,2,8,0.125,0,0,0,0,0,167,1075,167,33
"5869","bt","bglm",167,25,0.1,8,2,0.15,0,0,0,3,3,164,122,102,20
"5870","bt","bglm",167,50,0.1,8,2,0.15,0,0,0,5,5,162,215,145,70
"5871","bt","bglm",167,100,0.1,8,2,0.15,0,0,0,4,4,163,318,167,151
"5872","bt","bglm",167,25,0.1,2,8,0.15,0,0,0,0,0,167,416,155,0
"5873","bt","bglm",167,50,0.1,2,8,0.15,0,0,0,3,3,164,900,167,10
"5874","bt","bglm",167,100,0.1,2,8,0.15,0,0,0,1,1,166,1287,167,124
"5875","bt","bglm",167,25,0.1,8,2,0.175,0,0,0,8,8,159,178,133,45
"5876","bt","bglm",167,50,0.1,8,2,0.175,0,0,0,11,10,157,298,166,132
"5877","bt","bglm",167,100,0.1,8,2,0.175,0,0,0,10,9,158,334,167,167
"5878","bt","bglm",167,25,0.1,2,8,0.175,0,0,0,1,1,166,662,166,0
"5879","bt","bglm",167,50,0.1,2,8,0.175,0,0,0,2,2,165,1149,167,46
"5880","bt","bglm",167,100,0.1,2,8,0.175,0,0,0,4,4,163,1329,167,160
"5881","bt","bglm",167,25,0.1,8,2,0.2,0,0,0,5,5,162,252,157,95
"5882","bt","bglm",167,50,0.1,8,2,0.2,0,0,0,7,6,161,324,167,157
"5883","bt","bglm",167,100,0.1,8,2,0.2,0,0,0,7,7,160,334,167,167
"5884","bt","bglm",167,25,0.1,2,8,0.2,0,0,0,1,1,166,926,167,8
"5885","bt","bglm",167,50,0.1,2,8,0.2,0,0,0,0,0,167,1276,167,116
"5886","bt","bglm",167,100,0.1,2,8,0.2,0,0,0,3,3,164,1336,167,167
"5887","bt","bglm",167,25,0.1,8,2,0.001,0.5,0,0,3,3,164,2,2,0
"5888","bt","bglm",167,50,0.1,8,2,0.001,0.5,0,0,6,5,162,2,2,0
"5889","bt","bglm",167,100,0.1,8,2,0.001,0.5,0,0,3,3,164,2,2,0
"5890","bt","bglm",167,25,0.1,2,8,0.001,0.5,0,0,3,3,164,6,4,0
"5891","bt","bglm",167,50,0.1,2,8,0.001,0.5,0,0,3,3,164,4,4,0
"5892","bt","bglm",167,100,0.1,2,8,0.001,0.5,0,0,1,1,166,10,9,0
"5893","bt","bglm",167,25,0.1,8,2,0.025,0.5,0,0,15,11,156,2,2,0
"5894","bt","bglm",167,50,0.1,8,2,0.025,0.5,0,0,7,6,161,4,3,1
"5895","bt","bglm",167,100,0.1,8,2,0.025,0.5,0,0,17,15,152,12,11,1
"5896","bt","bglm",167,25,0.1,2,8,0.025,0.5,0,0,4,4,163,27,19,0
"5897","bt","bglm",167,50,0.1,2,8,0.025,0.5,0,0,3,3,164,19,12,0
"5898","bt","bglm",167,100,0.1,2,8,0.025,0.5,0,0,4,4,163,39,22,0
"5899","bt","bglm",167,25,0.1,8,2,0.05,0.5,0,0,7,7,160,11,11,0
"5900","bt","bglm",167,50,0.1,8,2,0.05,0.5,0,0,12,9,158,14,13,1
"5901","bt","bglm",167,100,0.1,8,2,0.05,0.5,0,0,8,8,159,28,24,4
"5902","bt","bglm",167,25,0.1,2,8,0.05,0.5,0,0,0,0,167,42,28,0
"5903","bt","bglm",167,50,0.1,2,8,0.05,0.5,0,0,0,0,167,49,27,0
"5904","bt","bglm",167,100,0.1,2,8,0.05,0.5,0,0,1,1,166,108,50,1
"5905","bt","bglm",167,25,0.1,8,2,0.075,0.5,0,0,8,7,160,30,23,7
"5906","bt","bglm",167,50,0.1,8,2,0.075,0.5,0,0,13,8,159,33,29,4
"5907","bt","bglm",167,100,0.1,8,2,0.075,0.5,0,0,6,6,161,95,68,27
"5908","bt","bglm",167,25,0.1,2,8,0.075,0.5,0,0,3,3,164,108,50,0
"5909","bt","bglm",167,50,0.1,2,8,0.075,0.5,0,0,1,1,166,151,65,1
"5910","bt","bglm",167,100,0.1,2,8,0.075,0.5,0,0,0,0,167,347,118,4
"5911","bt","bglm",167,25,0.1,8,2,0.1,0.5,0,0,19,16,151,41,35,6
"5912","bt","bglm",167,50,0.1,8,2,0.1,0.5,0,0,6,4,163,91,68,23
"5913","bt","bglm",167,100,0.1,8,2,0.1,0.5,0,0,17,13,154,171,113,58
"5914","bt","bglm",167,25,0.1,2,8,0.1,0.5,0,0,0,0,167,198,78,0
"5915","bt","bglm",167,50,0.1,2,8,0.1,0.5,0,0,0,0,167,328,109,1
"5916","bt","bglm",167,100,0.1,2,8,0.1,0.5,0,0,2,2,165,717,142,29
"5917","bt","bglm",167,25,0.1,8,2,0.125,0.5,0,0,10,9,158,86,64,22
"5918","bt","bglm",167,50,0.1,8,2,0.125,0.5,0,0,3,3,164,156,104,52
"5919","bt","bglm",167,100,0.1,8,2,0.125,0.5,0,0,4,4,163,273,150,123
"5920","bt","bglm",167,25,0.1,2,8,0.125,0.5,0,0,0,0,167,290,99,0
"5921","bt","bglm",167,50,0.1,2,8,0.125,0.5,0,0,1,1,166,621,139,14
"5922","bt","bglm",167,100,0.1,2,8,0.125,0.5,0,0,3,3,164,1103,166,80
"5923","bt","bglm",167,25,0.1,8,2,0.15,0.5,0,0,10,9,158,134,93,41
"5924","bt","bglm",167,50,0.1,8,2,0.15,0.5,0,0,4,3,164,248,147,101
"5925","bt","bglm",167,100,0.1,8,2,0.15,0.5,0,0,8,8,159,319,166,153
"5926","bt","bglm",167,25,0.1,2,8,0.15,0.5,0,0,0,0,167,526,126,14
"5927","bt","bglm",167,50,0.1,2,8,0.15,0.5,0,0,1,1,166,922,163,46
"5928","bt","bglm",167,100,0.1,2,8,0.15,0.5,0,0,0,0,167,1299,167,141
"5929","bt","bglm",167,25,0.1,8,2,0.175,0.5,0,0,3,2,165,204,127,77
"5930","bt","bglm",167,50,0.1,8,2,0.175,0.5,0,0,10,8,159,306,164,142
"5931","bt","bglm",167,100,0.1,8,2,0.175,0.5,0,0,8,7,160,333,167,166
"5932","bt","bglm",167,25,0.1,2,8,0.175,0.5,0,0,0,0,167,649,149,15
"5933","bt","bglm",167,50,0.1,2,8,0.175,0.5,0,0,2,1,166,1174,167,97
"5934","bt","bglm",167,100,0.1,2,8,0.175,0.5,0,0,1,1,166,1326,167,161
"5935","bt","bglm",167,25,0.1,8,2,0.2,0.5,0,0,10,8,159,247,143,104
"5936","bt","bglm",167,50,0.1,8,2,0.2,0.5,0,0,7,7,160,323,165,158
"5937","bt","bglm",167,100,0.1,8,2,0.2,0.5,0,0,10,7,160,334,167,167
"5938","bt","bglm",167,25,0.1,2,8,0.2,0.5,0,0,0,0,167,1001,160,61
"5939","bt","bglm",167,50,0.1,2,8,0.2,0.5,0,0,2,2,165,1292,167,134
"5940","bt","bglm",167,100,0.1,2,8,0.2,0.5,0,0,2,2,165,1336,167,167
"5941","bt","bglm",167,25,0.1,8,2,0.001,0.9,0,0,32,11,156,6,4,2
"5942","bt","bglm",167,50,0.1,8,2,0.001,0.9,0,0,3,3,164,5,4,1
"5943","bt","bglm",167,100,0.1,8,2,0.001,0.9,0,0,8,5,162,3,3,0
"5944","bt","bglm",167,25,0.1,2,8,0.001,0.9,0,0,0,0,167,5,5,0
"5945","bt","bglm",167,50,0.1,2,8,0.001,0.9,0,0,1,1,166,28,8,1
"5946","bt","bglm",167,100,0.1,2,8,0.001,0.9,0,0,3,2,165,11,2,1
"5947","bt","bglm",167,25,0.1,8,2,0.025,0.9,0,0,17,3,164,7,4,3
"5948","bt","bglm",167,50,0.1,8,2,0.025,0.9,0,0,15,5,162,6,4,2
"5949","bt","bglm",167,100,0.1,8,2,0.025,0.9,0,0,23,6,161,12,9,3
"5950","bt","bglm",167,25,0.1,2,8,0.025,0.9,0,0,6,5,162,23,7,1
"5951","bt","bglm",167,50,0.1,2,8,0.025,0.9,0,0,2,2,165,41,14,0
"5952","bt","bglm",167,100,0.1,2,8,0.025,0.9,0,0,10,6,161,45,8,3
"5953","bt","bglm",167,25,0.1,8,2,0.05,0.9,0,0,21,7,160,19,11,8
"5954","bt","bglm",167,50,0.1,8,2,0.05,0.9,0,0,31,9,158,22,13,9
"5955","bt","bglm",167,100,0.1,8,2,0.05,0.9,0,0,37,8,159,33,20,13
"5956","bt","bglm",167,25,0.1,2,8,0.05,0.9,0,0,2,2,165,30,8,0
"5957","bt","bglm",167,50,0.1,2,8,0.05,0.9,0,0,3,2,165,106,29,4
"5958","bt","bglm",167,100,0.1,2,8,0.05,0.9,0,0,6,4,163,124,32,3
"5959","bt","bglm",167,25,0.1,8,2,0.075,0.9,0,0,27,8,159,40,24,16
"5960","bt","bglm",167,50,0.1,8,2,0.075,0.9,0,0,30,9,158,53,36,17
"5961","bt","bglm",167,100,0.1,8,2,0.075,0.9,0,0,14,5,162,108,64,44
"5962","bt","bglm",167,25,0.1,2,8,0.075,0.9,0,0,1,1,166,92,28,3
"5963","bt","bglm",167,50,0.1,2,8,0.075,0.9,0,0,3,2,165,232,54,8
"5964","bt","bglm",167,100,0.1,2,8,0.075,0.9,0,0,1,1,166,501,89,40
"5965","bt","bglm",167,25,0.1,8,2,0.1,0.9,0,0,13,4,163,50,33,17
"5966","bt","bglm",167,50,0.1,8,2,0.1,0.9,0,0,7,3,164,110,66,44
"5967","bt","bglm",167,100,0.1,8,2,0.1,0.9,0,0,13,5,162,211,113,98
"5968","bt","bglm",167,25,0.1,2,8,0.1,0.9,0,0,4,3,164,200,48,8
"5969","bt","bglm",167,50,0.1,2,8,0.1,0.9,0,0,3,2,165,378,75,22
"5970","bt","bglm",167,100,0.1,2,8,0.1,0.9,0,0,9,7,160,823,138,64
"5971","bt","bglm",167,25,0.1,8,2,0.125,0.9,0,0,2,2,165,92,55,37
"5972","bt","bglm",167,50,0.1,8,2,0.125,0.9,0,0,12,4,163,185,106,79
"5973","bt","bglm",167,100,0.1,8,2,0.125,0.9,0,0,10,4,163,301,155,146
"5974","bt","bglm",167,25,0.1,2,8,0.125,0.9,0,0,5,3,164,375,74,25
"5975","bt","bglm",167,50,0.1,2,8,0.125,0.9,0,0,0,0,167,722,116,63
"5976","bt","bglm",167,100,0.1,2,8,0.125,0.9,0,0,2,1,166,1193,163,126
"5977","bt","bglm",167,25,0.1,8,2,0.15,0.9,0,0,21,7,160,169,95,74
"5978","bt","bglm",167,50,0.1,8,2,0.15,0.9,0,0,16,6,161,286,148,138
"5979","bt","bglm",167,100,0.1,8,2,0.15,0.9,0,0,3,2,165,322,164,158
"5980","bt","bglm",167,25,0.1,2,8,0.15,0.9,0,0,4,3,164,613,105,37
"5981","bt","bglm",167,50,0.1,2,8,0.15,0.9,0,0,3,2,165,1022,149,97
"5982","bt","bglm",167,100,0.1,2,8,0.15,0.9,0,0,13,8,159,1323,167,159
"5983","bt","bglm",167,25,0.1,8,2,0.175,0.9,0,0,8,2,165,213,116,97
"5984","bt","bglm",167,50,0.1,8,2,0.175,0.9,0,0,10,3,164,305,157,148
"5985","bt","bglm",167,100,0.1,8,2,0.175,0.9,0,0,14,7,160,332,166,166
"5986","bt","bglm",167,25,0.1,2,8,0.175,0.9,0,0,8,5,162,817,126,69
"5987","bt","bglm",167,50,0.1,2,8,0.175,0.9,0,0,0,0,167,1245,163,143
"5988","bt","bglm",167,100,0.1,2,8,0.175,0.9,0,0,2,1,166,1335,167,166
"5989","bt","bglm",167,25,0.1,8,2,0.2,0.9,0,0,8,4,163,273,147,126
"5990","bt","bglm",167,50,0.1,8,2,0.2,0.9,0,0,12,2,165,329,166,163
"5991","bt","bglm",167,100,0.1,8,2,0.2,0.9,0,0,6,5,162,334,167,167
"5992","bt","bglm",167,25,0.1,2,8,0.2,0.9,0,0,0,0,167,1082,154,107
"5993","bt","bglm",167,50,0.1,2,8,0.2,0.9,0,0,6,3,164,1319,167,162
"5994","bt","bglm",167,100,0.1,2,8,0.2,0.9,0,0,2,1,166,1336,167,167
"5995","bt","bglm",167,25,0.1,8,2,0.001,0,0,0,5,5,162,1,1,0
"5996","bt","bglm",167,50,0.1,8,2,0.001,0,0,0,8,6,161,1,1,0
"5997","bt","bglm",167,100,0.1,8,2,0.001,0,0,0,2,2,165,3,3,0
"5998","bt","bglm",167,25,0.1,2,8,0.001,0,0,0,3,3,164,5,5,0
"5999","bt","bglm",167,50,0.1,2,8,0.001,0,0,0,2,2,165,3,3,0
"6000","bt","bglm",167,100,0.1,2,8,0.001,0,0,0,0,0,167,8,8,0
"6001","bt","bglm",167,25,0.1,8,2,0.025,0,0,0,6,6,161,3,3,0
"6002","bt","bglm",167,50,0.1,8,2,0.025,0,0,0,11,11,156,6,6,0
"6003","bt","bglm",167,100,0.1,8,2,0.025,0,0,0,6,6,161,5,5,0
"6004","bt","bglm",167,25,0.1,2,8,0.025,0,0,0,0,0,167,14,14,0
"6005","bt","bglm",167,50,0.1,2,8,0.025,0,0,0,2,2,165,14,14,0
"6006","bt","bglm",167,100,0.1,2,8,0.025,0,0,0,3,3,164,26,23,0
"6007","bt","bglm",167,25,0.1,8,2,0.05,0,0,0,6,6,161,5,5,0
"6008","bt","bglm",167,50,0.1,8,2,0.05,0,0,0,13,13,154,8,8,0
"6009","bt","bglm",167,100,0.1,8,2,0.05,0,0,0,4,4,163,20,19,1
"6010","bt","bglm",167,25,0.1,2,8,0.05,0,0,0,3,3,164,40,36,0
"6011","bt","bglm",167,50,0.1,2,8,0.05,0,0,0,2,2,165,55,47,0
"6012","bt","bglm",167,100,0.1,2,8,0.05,0,0,0,1,1,166,91,70,0
"6013","bt","bglm",167,25,0.1,8,2,0.075,0,0,0,8,8,159,23,22,1
"6014","bt","bglm",167,50,0.1,8,2,0.075,0,0,0,7,7,160,29,28,1
"6015","bt","bglm",167,100,0.1,8,2,0.075,0,0,0,8,8,159,70,63,7
"6016","bt","bglm",167,25,0.1,2,8,0.075,0,0,0,0,0,167,66,58,0
"6017","bt","bglm",167,50,0.1,2,8,0.075,0,0,0,2,2,165,147,104,0
"6018","bt","bglm",167,100,0.1,2,8,0.075,0,0,0,2,2,165,292,145,0
"6019","bt","bglm",167,25,0.1,8,2,0.1,0,0,0,6,6,161,38,35,3
"6020","bt","bglm",167,50,0.1,8,2,0.1,0,0,0,6,6,161,92,78,14
"6021","bt","bglm",167,100,0.1,8,2,0.1,0,0,0,7,7,160,172,124,48
"6022","bt","bglm",167,25,0.1,2,8,0.1,0,0,0,2,2,165,132,94,0
"6023","bt","bglm",167,50,0.1,2,8,0.1,0,0,0,3,3,164,292,146,0
"6024","bt","bglm",167,100,0.1,2,8,0.1,0,0,0,1,1,166,687,167,1
"6025","bt","bglm",167,25,0.1,8,2,0.125,0,0,0,5,5,162,69,62,7
"6026","bt","bglm",167,50,0.1,8,2,0.125,0,0,0,11,11,156,151,120,31
"6027","bt","bglm",167,100,0.1,8,2,0.125,0,0,0,5,5,162,270,163,107
"6028","bt","bglm",167,25,0.1,2,8,0.125,0,0,0,0,0,167,280,149,0
"6029","bt","bglm",167,50,0.1,2,8,0.125,0,0,0,5,5,162,576,167,0
"6030","bt","bglm",167,100,0.1,2,8,0.125,0,0,0,2,2,165,1063,167,35
"6031","bt","bglm",167,25,0.1,8,2,0.15,0,0,0,4,4,163,129,104,25
"6032","bt","bglm",167,50,0.1,8,2,0.15,0,0,0,7,7,160,235,151,84
"6033","bt","bglm",167,100,0.1,8,2,0.15,0,0,0,5,5,162,318,167,151
"6034","bt","bglm",167,25,0.1,2,8,0.15,0,0,0,3,3,164,461,161,0
"6035","bt","bglm",167,50,0.1,2,8,0.15,0,0,0,1,1,166,889,167,6
"6036","bt","bglm",167,100,0.1,2,8,0.15,0,0,0,4,4,163,1276,167,114
"6037","bt","bglm",167,25,0.1,8,2,0.175,0,0,0,6,6,161,185,137,48
"6038","bt","bglm",167,50,0.1,8,2,0.175,0,0,0,4,4,163,294,165,129
"6039","bt","bglm",167,100,0.1,8,2,0.175,0,0,0,8,8,159,333,167,166
"6040","bt","bglm",167,25,0.1,2,8,0.175,0,0,0,1,1,166,653,167,1
"6041","bt","bglm",167,50,0.1,2,8,0.175,0,0,0,1,1,166,1144,167,46
"6042","bt","bglm",167,100,0.1,2,8,0.175,0,0,0,1,1,166,1328,167,159
"6043","bt","bglm",167,25,0.1,8,2,0.2,0,0,0,11,11,156,232,148,84
"6044","bt","bglm",167,50,0.1,8,2,0.2,0,0,0,7,6,161,325,167,158
"6045","bt","bglm",167,100,0.1,8,2,0.2,0,0,0,4,4,163,334,167,167
"6046","bt","bglm",167,25,0.1,2,8,0.2,0,0,0,1,1,166,918,167,5
"6047","bt","bglm",167,50,0.1,2,8,0.2,0,0,0,0,0,167,1284,167,121
"6048","bt","bglm",167,100,0.1,2,8,0.2,0,0,0,1,1,166,1336,167,167
"6049","bt","bglm",167,25,0.1,8,2,0.001,0.5,0,0,11,7,160,5,5,0
"6050","bt","bglm",167,50,0.1,8,2,0.001,0.5,0,0,9,9,158,1,1,0
"6051","bt","bglm",167,100,0.1,8,2,0.001,0.5,0,0,11,8,159,2,2,0
"6052","bt","bglm",167,25,0.1,2,8,0.001,0.5,0,0,2,2,165,12,10,0
"6053","bt","bglm",167,50,0.1,2,8,0.001,0.5,0,0,1,1,166,11,9,0
"6054","bt","bglm",167,100,0.1,2,8,0.001,0.5,0,0,0,0,167,2,2,0
"6055","bt","bglm",167,25,0.1,8,2,0.025,0.5,0,0,6,4,163,8,8,0
"6056","bt","bglm",167,50,0.1,8,2,0.025,0.5,0,0,19,10,157,4,4,0
"6057","bt","bglm",167,100,0.1,8,2,0.025,0.5,0,0,9,8,159,9,9,0
"6058","bt","bglm",167,25,0.1,2,8,0.025,0.5,0,0,1,1,166,24,14,0
"6059","bt","bglm",167,50,0.1,2,8,0.025,0.5,0,0,3,3,164,12,8,0
"6060","bt","bglm",167,100,0.1,2,8,0.025,0.5,0,0,1,1,166,33,23,0
"6061","bt","bglm",167,25,0.1,8,2,0.05,0.5,0,0,10,10,157,12,9,3
"6062","bt","bglm",167,50,0.1,8,2,0.05,0.5,0,0,4,4,163,14,12,2
"6063","bt","bglm",167,100,0.1,8,2,0.05,0.5,0,0,7,5,162,31,27,4
"6064","bt","bglm",167,25,0.1,2,8,0.05,0.5,0,0,0,0,167,45,25,0
"6065","bt","bglm",167,50,0.1,2,8,0.05,0.5,0,0,3,3,164,67,33,0
"6066","bt","bglm",167,100,0.1,2,8,0.05,0.5,0,0,3,2,165,91,41,0
"6067","bt","bglm",167,25,0.1,8,2,0.075,0.5,0,0,7,5,162,36,27,9
"6068","bt","bglm",167,50,0.1,8,2,0.075,0.5,0,0,8,7,160,30,27,3
"6069","bt","bglm",167,100,0.1,8,2,0.075,0.5,0,0,10,6,161,83,61,22
"6070","bt","bglm",167,25,0.1,2,8,0.075,0.5,0,0,4,3,164,65,37,0
"6071","bt","bglm",167,50,0.1,2,8,0.075,0.5,0,0,0,0,167,174,75,1
"6072","bt","bglm",167,100,0.1,2,8,0.075,0.5,0,0,1,1,166,374,115,3
"6073","bt","bglm",167,25,0.1,8,2,0.1,0.5,0,0,2,2,165,36,30,6
"6074","bt","bglm",167,50,0.1,8,2,0.1,0.5,0,0,14,8,159,93,68,25
"6075","bt","bglm",167,100,0.1,8,2,0.1,0.5,0,0,9,5,162,175,114,61
"6076","bt","bglm",167,25,0.1,2,8,0.1,0.5,0,0,1,1,166,164,62,1
"6077","bt","bglm",167,50,0.1,2,8,0.1,0.5,0,0,3,3,164,319,107,2
"6078","bt","bglm",167,100,0.1,2,8,0.1,0.5,0,0,5,5,162,653,146,19
"6079","bt","bglm",167,25,0.1,8,2,0.125,0.5,0,0,5,4,163,90,65,25
"6080","bt","bglm",167,50,0.1,8,2,0.125,0.5,0,0,1,1,166,154,110,44
"6081","bt","bglm",167,100,0.1,8,2,0.125,0.5,0,0,5,4,163,284,156,128
"6082","bt","bglm",167,25,0.1,2,8,0.125,0.5,0,0,1,1,166,279,101,1
"6083","bt","bglm",167,50,0.1,2,8,0.125,0.5,0,0,1,1,166,580,136,12
"6084","bt","bglm",167,100,0.1,2,8,0.125,0.5,0,0,2,2,165,1080,165,70
"6085","bt","bglm",167,25,0.1,8,2,0.15,0.5,0,0,7,5,162,132,95,37
"6086","bt","bglm",167,50,0.1,8,2,0.15,0.5,0,0,9,8,159,249,145,104
"6087","bt","bglm",167,100,0.1,8,2,0.15,0.5,0,0,5,5,162,318,166,152
"6088","bt","bglm",167,25,0.1,2,8,0.15,0.5,0,0,1,1,166,496,128,8
"6089","bt","bglm",167,50,0.1,2,8,0.15,0.5,0,0,2,2,165,965,162,56
"6090","bt","bglm",167,100,0.1,2,8,0.15,0.5,0,0,1,1,166,1282,167,128
"6091","bt","bglm",167,25,0.1,8,2,0.175,0.5,0,0,3,3,164,201,122,79
"6092","bt","bglm",167,50,0.1,8,2,0.175,0.5,0,0,13,10,157,291,163,128
"6093","bt","bglm",167,100,0.1,8,2,0.175,0.5,0,0,7,6,161,334,167,167
"6094","bt","bglm",167,25,0.1,2,8,0.175,0.5,0,0,1,1,166,704,149,17
"6095","bt","bglm",167,50,0.1,2,8,0.175,0.5,0,0,3,3,164,1174,166,99
"6096","bt","bglm",167,100,0.1,2,8,0.175,0.5,0,0,4,4,163,1329,167,161
"6097","bt","bglm",167,25,0.1,8,2,0.2,0.5,0,0,11,8,159,254,151,103
"6098","bt","bglm",167,50,0.1,8,2,0.2,0.5,0,0,3,3,164,326,165,161
"6099","bt","bglm",167,100,0.1,8,2,0.2,0.5,0,0,5,5,162,334,167,167
"6100","bt","bglm",167,25,0.1,2,8,0.2,0.5,0,0,2,2,165,991,161,62
"6101","bt","bglm",167,50,0.1,2,8,0.2,0.5,0,0,1,1,166,1288,167,134
"6102","bt","bglm",167,100,0.1,2,8,0.2,0.5,0,0,0,0,167,1336,167,167
"6103","bt","bglm",167,25,0.1,8,2,0.001,0.9,0,0,35,9,158,7,5,2
"6104","bt","bglm",167,50,0.1,8,2,0.001,0.9,0,0,26,9,158,0,0,0
"6105","bt","bglm",167,100,0.1,8,2,0.001,0.9,0,0,23,7,160,2,2,0
"6106","bt","bglm",167,25,0.1,2,8,0.001,0.9,0,0,6,5,162,18,4,1
"6107","bt","bglm",167,50,0.1,2,8,0.001,0.9,0,0,2,2,165,33,8,2
"6108","bt","bglm",167,100,0.1,2,8,0.001,0.9,0,0,4,2,165,2,2,0
"6109","bt","bglm",167,25,0.1,8,2,0.025,0.9,0,0,18,5,162,8,5,3
"6110","bt","bglm",167,50,0.1,8,2,0.025,0.9,0,0,17,8,159,11,7,4
"6111","bt","bglm",167,100,0.1,8,2,0.025,0.9,0,0,7,3,164,11,9,2
"6112","bt","bglm",167,25,0.1,2,8,0.025,0.9,0,0,10,7,160,24,8,2
"6113","bt","bglm",167,50,0.1,2,8,0.025,0.9,0,0,6,4,163,38,8,1
"6114","bt","bglm",167,100,0.1,2,8,0.025,0.9,0,0,3,2,165,62,14,2
"6115","bt","bglm",167,25,0.1,8,2,0.05,0.9,0,0,49,10,157,16,12,4
"6116","bt","bglm",167,50,0.1,8,2,0.05,0.9,0,0,24,7,160,19,14,5
"6117","bt","bglm",167,100,0.1,8,2,0.05,0.9,0,0,17,5,162,33,20,13
"6118","bt","bglm",167,25,0.1,2,8,0.05,0.9,0,0,2,1,166,46,14,1
"6119","bt","bglm",167,50,0.1,2,8,0.05,0.9,0,0,3,3,164,115,29,4
"6120","bt","bglm",167,100,0.1,2,8,0.05,0.9,0,0,1,1,166,198,47,9
"6121","bt","bglm",167,25,0.1,8,2,0.075,0.9,0,0,18,8,159,42,28,14
"6122","bt","bglm",167,50,0.1,8,2,0.075,0.9,0,0,26,7,160,54,37,17
"6123","bt","bglm",167,100,0.1,8,2,0.075,0.9,0,0,9,2,165,118,72,46
"6124","bt","bglm",167,25,0.1,2,8,0.075,0.9,0,0,6,3,164,120,25,7
"6125","bt","bglm",167,50,0.1,2,8,0.075,0.9,0,0,5,3,164,245,57,12
"6126","bt","bglm",167,100,0.1,2,8,0.075,0.9,0,0,5,4,163,438,76,29
"6127","bt","bglm",167,25,0.1,8,2,0.1,0.9,0,0,18,5,162,70,42,28
"6128","bt","bglm",167,50,0.1,8,2,0.1,0.9,0,0,20,6,161,105,63,42
"6129","bt","bglm",167,100,0.1,8,2,0.1,0.9,0,0,8,5,162,193,107,86
"6130","bt","bglm",167,25,0.1,2,8,0.1,0.9,0,0,14,9,158,260,44,12
"6131","bt","bglm",167,50,0.1,2,8,0.1,0.9,0,0,5,4,163,520,94,41
"6132","bt","bglm",167,100,0.1,2,8,0.1,0.9,0,0,5,5,162,841,123,74
"6133","bt","bglm",167,25,0.1,8,2,0.125,0.9,0,0,25,10,157,93,61,32
"6134","bt","bglm",167,50,0.1,8,2,0.125,0.9,0,0,4,2,165,180,104,76
"6135","bt","bglm",167,100,0.1,8,2,0.125,0.9,0,0,21,5,162,287,149,138
"6136","bt","bglm",167,25,0.1,2,8,0.125,0.9,0,0,2,2,165,413,76,26
"6137","bt","bglm",167,50,0.1,2,8,0.125,0.9,0,0,2,1,166,722,123,59
"6138","bt","bglm",167,100,0.1,2,8,0.125,0.9,0,0,4,3,164,1173,162,120
