"method","model","pis","nresp","ntrt","corr","nsim","percent","percenti","pererror","perfail","N","J","cor"
"mmm","bglm",0.25,3,100,0.5,10000,0.0503,0.0454,0,0,400,3,0.5
"mmm","bglm",0.25,3,100,0.9,10000,0.0812,0.0475,0,0,400,3,0.9
"mmm","bglm",0.25,5,25,0,10000,0.0317,0.0314,0,0,100,5,0
"mmm","bglm",0.25,5,25,0.5,10000,0.0412,0.0351,0,0,100,5,0.5
"mmm","bglm",0.25,5,25,0.9,10000,0.084,0.0341,0,0,100,5,0.9
"mmm","bglm",0.25,5,50,0,10000,0.0364,0.0356,0,0,200,5,0
"mmm","bglm",0.25,5,50,0.5,10000,0.0468,0.0395,0,0,200,5,0.5
"mmm","bglm",0.25,5,50,0.9,10000,0.0994,0.043,0,0,200,5,0.9
"mmm","bglm",0.25,5,100,0,10000,0.0438,0.0432,0,0,400,5,0
"mmm","bglm",0.25,5,100,0.5,10000,0.0512,0.0441,0,0,400,5,0.5
"mmm","bglm",0.25,5,100,0.9,10000,0.1181,0.0509,0,0,400,5,0.9
"mmm","bglm",0.25,10,25,0,10000,0.0277,0.0274,0,0,100,10,0
"mmm","bglm",0.25,10,25,0.5,10000,0.0368,0.0294,0,0,100,10,0.5
"mmm","bglm",0.25,10,25,0.9,10000,0.1198,0.0353,0,0,100,10,0.9
"mmm","bglm",0.25,10,50,0,10000,0.0373,0.0361,0,0,200,10,0
"mmm","bglm",0.25,10,50,0.5,10000,0.0461,0.0371,0,0,200,10,0.5
"mmm","bglm",0.25,10,50,0.9,10000,0.1561,0.0433,0,0,200,10,0.9
"mmm","bglm",0.25,10,100,0,10000,0.0481,0.0473,0,0,400,10,0
"mmm","bglm",0.25,10,100,0.5,10000,0.0563,0.0445,0,0,400,10,0.5
"mmm","bglm",0.25,10,100,0.9,10000,0.1541,0.0446,0,0,400,10,0.9
"mmm","bglm",0.375,3,25,0,10000,0.0357,0.0352,0,0,100,3,0
"mmm","bglm",0.375,3,25,0.5,10000,0.0434,0.0386,0,0,100,3,0.5
"mmm","bglm",0.375,3,25,0.9,10000,0.079,0.044,0,0,100,3,0.9
"mmm","bglm",0.375,3,50,0,10000,0.0458,0.045,0,0,200,3,0
"mmm","bglm",0.375,3,50,0.5,10000,0.0532,0.0463,0,0,200,3,0.5
"mmm","bglm",0.375,3,50,0.9,10000,0.0691,0.0416,0,0,200,3,0.9
"mmm","bglm",0.375,3,100,0,10000,0.0458,0.0447,0,0,400,3,0
"mmm","bglm",0.375,3,100,0.5,10000,0.048,0.0441,0,0,400,3,0.5
"mmm","bglm",0.375,3,100,0.9,10000,0.0829,0.0462,0,0,400,3,0.9
"mmm","bglm",0.375,5,25,0,10000,0.0358,0.035,0,0,100,5,0
"mmm","bglm",0.375,5,25,0.5,10000,0.0416,0.0348,0,0,100,5,0.5
"mmm","bglm",0.375,5,25,0.9,10000,0.0941,0.0393,0,0,100,5,0.9
"mmm","bglm",0.375,5,50,0,10000,0.0404,0.0394,0,0,200,5,0
"mmm","bglm",0.375,5,50,0.5,10000,0.0444,0.0389,0,0,200,5,0.5
"mmm","bglm",0.375,5,50,0.9,10000,0.1143,0.0485,0,0,200,5,0.9
"mmm","bglm",0.375,5,100,0,10000,0.0475,0.0466,0,0,400,5,0
"mmm","bglm",0.375,5,100,0.5,10000,0.0558,0.0477,0,0,400,5,0.5
"mmm","bglm",0.375,5,100,0.9,10000,0.1123,0.0492,0,0,400,5,0.9
"mmm","bglm",0.375,10,25,0,10000,0.0331,0.0327,0,0,100,10,0
"mmm","bglm",0.375,10,25,0.5,10000,0.0458,0.0349,0,0,100,10,0.5
"mmm","bglm",0.375,10,25,0.9,10000,0.1333,0.0395,0,0,100,10,0.9
"mmm","bglm",0.375,10,50,0,10000,0.042,0.0408,0,0,200,10,0
"mmm","bglm",0.375,10,50,0.5,10000,0.0519,0.0402,0,0,200,10,0.5
"mmm","bglm",0.375,10,50,0.9,10000,0.1557,0.0428,0,0,200,10,0.9
"mmm","bglm",0.375,10,100,0,10000,0.0438,0.0427,0,0,400,10,0
"mmm","bglm",0.375,10,100,0.5,10000,0.0615,0.0452,0,0,400,10,0.5
"mmm","bglm",0.375,10,100,0.9,10000,0.1589,0.0479,0,0,400,10,0.9
"mmm","bglm",0.5,3,25,0,10000,0.0366,0.0359,0,0,100,3,0
"mmm","bglm",0.5,3,25,0.5,10000,0.0428,0.038,0,0,100,3,0.5
"mmm","bglm",0.5,3,25,0.9,10000,0.0768,0.044,0,0,100,3,0.9
"mmm","bglm",0.5,3,50,0,10000,0.0423,0.0417,0,0,200,3,0
"mmm","bglm",0.5,3,50,0.5,10000,0.0509,0.0455,0,0,200,3,0.5
"mmm","bglm",0.5,3,50,0.9,10000,0.0782,0.0446,0,0,200,3,0.9
"mmm","bglm",0.5,3,100,0,10000,0.0495,0.0489,0,0,400,3,0
"mmm","bglm",0.5,3,100,0.5,10000,0.0492,0.0428,0,0,400,3,0.5
"mmm","bglm",0.5,3,100,0.9,10000,0.0822,0.048,0,0,400,3,0.9
"mmm","bglm",0.5,5,25,0,10000,0.0331,0.0329,0,0,100,5,0
"mmm","bglm",0.5,5,25,0.5,10000,0.0471,0.0394,0,0,100,5,0.5
"mmm","bglm",0.5,5,25,0.9,10000,0.0851,0.0396,0,0,100,5,0.9
"mmm","bglm",0.5,5,50,0,10000,0.0416,0.0412,0,0,200,5,0
"mmm","bglm",0.5,5,50,0.5,10000,0.053,0.0436,0,0,200,5,0.5
"mmm","bglm",0.5,5,50,0.9,10000,0.0998,0.0442,0,0,200,5,0.9
"mmm","bglm",0.5,5,100,0,10000,0.0487,0.0471,0,0,400,5,0
"mmm","bglm",0.5,5,100,0.5,10000,0.055,0.0447,0,0,400,5,0.5
"mmm","bglm",0.5,5,100,0.9,10000,0.0952,0.0418,0,0,400,5,0.9
"mmm","bglm",0.5,10,25,0,10000,0.0335,0.033,0,0,100,10,0
"mmm","bglm",0.5,10,25,0.5,10000,0.0368,0.0311,0,0,100,10,0.5
"mmm","bglm",0.5,10,25,0.9,10000,0.1456,0.0407,0,0,100,10,0.9
"mmm","bglm",0.5,10,50,0,10000,0.042,0.0413,0,0,200,10,0
"mmm","bglm",0.5,10,50,0.5,10000,0.0561,0.0437,0,0,200,10,0.5
"mmm","bglm",0.5,10,50,0.9,10000,0.156,0.0456,0,0,200,10,0.9
"mmm","bglm",0.5,10,100,0,10000,0.0456,0.0442,0,0,400,10,0
"mmm","bglm",0.5,10,100,0.5,10000,0.0656,0.0494,0,0,400,10,0.5
"mmm","bglm",0.5,10,100,0.9,10000,0.1581,0.048,0,0,400,10,0.9
